shipment_id,event_ts,event_type,event_city,event_state
SHP00007269,2024-03-21T15:00:00,Label Created,Craigtown,CA
SHP00007269,2024-03-22T16:00:00,Picked Up,Lake Chad,FL
SHP00007269,2024-03-23T14:00:00,In Transit,Lewishaven,NY
SHP00007269,2024-03-24T02:00:00,Out For Delivery,Lake Thomas,CO
SHP00007269,2024-03-25T13:00:00,Delivered,North Markville,CO
SHP00007270,2024-01-13T06:00:00,Label Created,Port Kristinafurt,IL
SHP00007270,2024-01-14T19:00:00,Picked Up,Ayersview,AZ
SHP00007270,2024-01-15T01:00:00,In Transit,Beasleyfort,NY
SHP00007270,2024-01-16T04:00:00,Out For Delivery,East Jasonfort,CA
SHP00007270,2024-01-17T11:00:00,Delivered,East Joshuaville,AZ
SHP00007272,2025-11-03T16:00:00,Label Created,Lake Judybury,VA
SHP00007272,2025-11-04T01:00:00,Picked Up,Bushton,VA
SHP00007272,2025-11-05T20:00:00,In Transit,Alberthaven,VA
SHP00007272,2025-11-06T16:00:00,Out For Delivery,Schultzburgh,TX
SHP00007272,2025-11-07T03:00:00,Delivered,Petershaven,VA
SHP00007273,2024-07-26T01:00:00,Label Created,Port Trevorton,MA
SHP00007273,2024-07-27T10:00:00,Picked Up,Jillshire,AZ
SHP00007273,2024-07-28T16:00:00,In Transit,South Robin,VA
SHP00007273,2024-07-29T17:00:00,Out For Delivery,South Chase,GA
SHP00007273,2024-07-30T17:00:00,Delivered,Seantown,TX
SHP00007274,2024-03-27T00:00:00,Label Created,Brettview,WA
SHP00007274,2024-03-28T05:00:00,Picked Up,Carrchester,FL
SHP00007274,2024-03-29T20:00:00,In Transit,Jacquelineville,WA
SHP00007274,2024-03-30T10:00:00,Out For Delivery,Jessicaburgh,VA
SHP00007274,2024-03-31T11:00:00,Delivered,Port Angelaside,NY
SHP00007275,2024-04-16T06:00:00,Label Created,Lloydmouth,AZ
SHP00007275,2024-04-17T07:00:00,Picked Up,Lake Maxwelltown,WA
SHP00007275,2024-04-18T00:00:00,In Transit,New Austin,AZ
SHP00007275,2024-04-19T19:00:00,Out For Delivery,Lambertmouth,TX
SHP00007275,2024-04-20T00:00:00,Delivered,North Danielview,TX
SHP00007277,2026-01-12T02:00:00,Label Created,Leeton,MA
SHP00007277,2026-01-13T05:00:00,Picked Up,New Xavier,NC
SHP00007277,2026-01-14T00:00:00,In Transit,Kramermouth,NC
SHP00007277,2026-01-15T07:00:00,Out For Delivery,Matthewport,IL
SHP00007277,2026-01-16T07:00:00,Delivered,North Shannonview,WA
SHP00007278,2025-02-24T12:00:00,Label Created,Lake Keithbury,NY
SHP00007278,2025-02-25T10:00:00,Picked Up,New Ronniehaven,CA
SHP00007278,2025-02-26T04:00:00,In Transit,West Kimberlyfort,IL
SHP00007278,2025-02-27T19:00:00,Out For Delivery,Stacyshire,CO
SHP00007278,2025-02-28T15:00:00,Delivered,Gonzalezchester,VA
SHP00007279,2025-08-24T04:00:00,Label Created,North Thomas,IL
SHP00007279,2025-08-25T12:00:00,Picked Up,Lake Teresashire,TX
SHP00007279,2025-08-26T17:00:00,In Transit,Timothybury,MA
SHP00007279,2025-08-27T05:00:00,Out For Delivery,Josephport,MA
SHP00007279,2025-08-28T01:00:00,Delivered,Johnmouth,GA
SHP00007280,2025-08-28T19:00:00,Label Created,Port Phillip,WA
SHP00007280,2025-08-29T10:00:00,Picked Up,Jamesmouth,NY
SHP00007280,2025-08-30T09:00:00,In Transit,Joshuachester,CA
SHP00007280,2025-08-31T07:00:00,Out For Delivery,Gonzaleschester,NY
SHP00007280,2025-09-01T00:00:00,Delivered,New Laurenborough,CA
SHP00007281,2024-04-19T04:00:00,Label Created,East Robin,VA
SHP00007281,2024-04-20T10:00:00,Picked Up,Kevinstad,FL
SHP00007281,2024-04-21T11:00:00,In Transit,South Michaelton,NY
SHP00007281,2024-04-22T16:00:00,Out For Delivery,Gonzalezstad,CO
SHP00007281,2024-04-23T04:00:00,Delivered,Russellburgh,NY
SHP00007282,2026-01-08T14:00:00,Label Created,Josephchester,TX
SHP00007282,2026-01-09T08:00:00,Picked Up,Davidside,TX
SHP00007282,2026-01-10T15:00:00,In Transit,Margaretfurt,AZ
SHP00007282,2026-01-11T00:00:00,Out For Delivery,Lake John,TX
SHP00007282,2026-01-12T12:00:00,Delivered,New Amandafort,TX
SHP00007283,2025-09-07T17:00:00,Label Created,Brittanyview,NC
SHP00007283,2025-09-08T05:00:00,Picked Up,Peterton,GA
SHP00007283,2025-09-09T18:00:00,In Transit,Leeborough,MA
SHP00007283,2025-09-10T04:00:00,Out For Delivery,New Michaelchester,NC
SHP00007283,2025-09-11T10:00:00,Delivered,West Josephview,NC
SHP00007284,2024-06-19T07:00:00,Label Created,Robertport,NC
SHP00007284,2024-06-20T15:00:00,Picked Up,Maddoxhaven,MA
SHP00007284,2024-06-21T18:00:00,In Transit,Port Stephaniemouth,GA
SHP00007284,2024-06-22T11:00:00,Out For Delivery,South Arianamouth,NC
SHP00007284,2024-06-23T18:00:00,Delivered,Lake John,FL
SHP00007287,2024-07-12T04:00:00,Label Created,North Julieport,NY
SHP00007287,2024-07-13T10:00:00,Picked Up,Williamsport,IL
SHP00007287,2024-07-14T13:00:00,In Transit,Bensonside,MA
SHP00007287,2024-07-15T17:00:00,Out For Delivery,North Brandyborough,FL
SHP00007287,2024-07-16T12:00:00,Delivered,Lake Patriciatown,CA
SHP00007288,2025-12-17T13:00:00,Label Created,East Karen,VA
SHP00007288,2025-12-18T15:00:00,Picked Up,North Kurt,FL
SHP00007288,2025-12-19T03:00:00,In Transit,Johnton,NY
SHP00007288,2025-12-20T08:00:00,Out For Delivery,Singletonside,CO
SHP00007288,2025-12-21T12:00:00,Delivered,Kimberlytown,VA
SHP00007290,2024-08-23T17:00:00,Label Created,Lake Christine,IL
SHP00007290,2024-08-24T01:00:00,Picked Up,Michaelstad,GA
SHP00007290,2024-08-25T09:00:00,In Transit,Port Lisaborough,WA
SHP00007290,2024-08-26T18:00:00,Out For Delivery,West Ericmouth,CO
SHP00007290,2024-08-27T07:00:00,Delivered,Danielchester,MA
SHP00007291,2024-04-10T16:00:00,Label Created,Port Katherine,VA
SHP00007291,2024-04-11T01:00:00,Picked Up,Palmerchester,IL
SHP00007291,2024-04-12T17:00:00,In Transit,Smithmouth,MA
SHP00007291,2024-04-13T15:00:00,Out For Delivery,Port Candice,CA
SHP00007291,2024-04-14T11:00:00,Delivered,East Lindseyville,NY
SHP00007293,2025-12-31T14:00:00,Label Created,Lake Amychester,FL
SHP00007293,2026-01-01T06:00:00,Picked Up,Port Amanda,FL
SHP00007293,2026-01-02T00:00:00,In Transit,Herreramouth,NC
SHP00007293,2026-01-03T03:00:00,Out For Delivery,New Matthewstad,VA
SHP00007293,2026-01-04T11:00:00,Delivered,Kevinmouth,IL
SHP00007295,2025-05-08T05:00:00,Label Created,East Robertland,CA
SHP00007295,2025-05-09T00:00:00,Picked Up,Amyborough,CO
SHP00007295,2025-05-10T06:00:00,In Transit,Pittmantown,NY
SHP00007295,2025-05-11T11:00:00,Out For Delivery,Port Christopher,WA
SHP00007295,2025-05-12T01:00:00,Delivered,Eddiebury,AZ
SHP00007297,2026-02-21T01:00:00,Label Created,South William,AZ
SHP00007297,2026-02-22T01:00:00,Picked Up,South Josephbury,WA
SHP00007297,2026-02-23T11:00:00,In Transit,Rangelport,AZ
SHP00007297,2026-02-24T08:00:00,Out For Delivery,South Chadshire,MA
SHP00007297,2026-02-25T19:00:00,Delivered,Teresachester,VA
SHP00007300,2024-05-23T17:00:00,Label Created,New Sarashire,CA
SHP00007300,2024-05-24T15:00:00,Picked Up,Williamsstad,IL
SHP00007300,2024-05-25T20:00:00,In Transit,Danielland,AZ
SHP00007300,2024-05-26T10:00:00,Out For Delivery,Larsenshire,MA
SHP00007300,2024-05-27T15:00:00,Delivered,Jenniferside,CO
SHP00007301,2024-04-01T12:00:00,Label Created,Port Jill,WA
SHP00007301,2024-04-02T19:00:00,Picked Up,Lopezberg,NY
SHP00007301,2024-04-03T19:00:00,In Transit,Johnsonville,NY
SHP00007301,2024-04-04T20:00:00,Out For Delivery,Martinezstad,IL
SHP00007301,2024-04-05T12:00:00,Delivered,Karenmouth,GA
SHP00007306,2025-06-26T06:00:00,Label Created,Johnsonstad,GA
SHP00007306,2025-06-27T06:00:00,Picked Up,Tamifurt,CO
SHP00007306,2025-06-28T09:00:00,In Transit,Lake Kellyport,TX
SHP00007306,2025-06-29T20:00:00,Out For Delivery,Sanchezmouth,AZ
SHP00007306,2025-06-30T12:00:00,Delivered,South Dwaynemouth,FL
SHP00007311,2024-11-11T03:00:00,Label Created,Staceyville,MA
SHP00007311,2024-11-12T06:00:00,Picked Up,Lisastad,CA
SHP00007311,2024-11-13T18:00:00,In Transit,New Alyssashire,MA
SHP00007311,2024-11-14T09:00:00,Out For Delivery,New Williamtown,FL
SHP00007311,2024-11-15T00:00:00,Delivered,East Adriennemouth,GA
SHP00007314,2024-01-06T03:00:00,Label Created,Mcgrathville,CO
SHP00007314,2024-01-07T03:00:00,Picked Up,Palmerburgh,AZ
SHP00007314,2024-01-08T02:00:00,In Transit,Marquezland,NC
SHP00007314,2024-01-09T07:00:00,Out For Delivery,Lake Tiffanystad,VA
SHP00007314,2024-01-10T12:00:00,Delivered,East Carolineside,NC
SHP00007315,2025-05-04T07:00:00,Label Created,West Blake,CA
SHP00007315,2025-05-05T01:00:00,Picked Up,Millerton,VA
SHP00007315,2025-05-06T08:00:00,In Transit,West Jasonhaven,CO
SHP00007315,2025-05-07T20:00:00,Out For Delivery,Port Jessicaville,NY
SHP00007315,2025-05-08T05:00:00,Delivered,North Dawn,AZ
SHP00007318,2025-06-23T01:00:00,Label Created,Jacobberg,GA
SHP00007318,2025-06-24T12:00:00,Picked Up,West Alexisfort,WA
SHP00007318,2025-06-25T05:00:00,In Transit,Paulmouth,CO
SHP00007318,2025-06-26T17:00:00,Out For Delivery,West Samantha,NC
SHP00007318,2025-06-27T18:00:00,Delivered,Andrewland,FL
SHP00007320,2024-03-25T01:00:00,Label Created,Jamesshire,GA
SHP00007320,2024-03-26T02:00:00,Picked Up,Lake Donald,TX
SHP00007320,2024-03-27T10:00:00,In Transit,West Johnfurt,MA
SHP00007320,2024-03-28T12:00:00,Out For Delivery,North Frederick,VA
SHP00007320,2024-03-29T03:00:00,Delivered,Lake Kiarabury,AZ
SHP00007322,2025-09-05T08:00:00,Label Created,North Stacychester,WA
SHP00007322,2025-09-06T06:00:00,Picked Up,Lake Samuel,GA
SHP00007322,2025-09-07T16:00:00,In Transit,East Mark,CA
SHP00007322,2025-09-08T20:00:00,Out For Delivery,Scottchester,NC
SHP00007322,2025-09-09T15:00:00,Delivered,Port Michael,GA
SHP00007327,2024-02-06T17:00:00,Label Created,Glassville,MA
SHP00007327,2024-02-07T18:00:00,Picked Up,North Nancy,GA
SHP00007327,2024-02-08T02:00:00,In Transit,North Alexandra,MA
SHP00007327,2024-02-09T17:00:00,Out For Delivery,Melissabury,CO
SHP00007327,2024-02-10T04:00:00,Delivered,South Devon,CO
SHP00007329,2024-08-28T02:00:00,Label Created,Whiteside,FL
SHP00007329,2024-08-29T13:00:00,Picked Up,Brianfurt,VA
SHP00007329,2024-08-30T07:00:00,In Transit,Thomasview,VA
SHP00007329,2024-08-31T16:00:00,Out For Delivery,Mariaview,TX
SHP00007329,2024-09-01T12:00:00,Delivered,South Nancy,AZ
SHP00007330,2024-02-27T06:00:00,Label Created,Norristown,AZ
SHP00007330,2024-02-28T17:00:00,Picked Up,Herringchester,FL
SHP00007330,2024-02-29T15:00:00,In Transit,Valenzuelashire,TX
SHP00007330,2024-03-01T07:00:00,Out For Delivery,Melindafurt,CO
SHP00007330,2024-03-02T13:00:00,Delivered,New Amber,GA
SHP00007331,2025-02-25T04:00:00,Label Created,Derrickshire,CA
SHP00007331,2025-02-26T20:00:00,Picked Up,Hendricksstad,NC
SHP00007331,2025-02-27T03:00:00,In Transit,Port Dorothyport,FL
SHP00007331,2025-02-28T08:00:00,Out For Delivery,Lake Kevinview,VA
SHP00007331,2025-03-01T02:00:00,Delivered,Port Tashaside,IL
SHP00007333,2025-10-02T05:00:00,Label Created,Port Albert,AZ
SHP00007333,2025-10-03T02:00:00,Picked Up,North Tarahaven,FL
SHP00007333,2025-10-04T19:00:00,In Transit,Hicksberg,GA
SHP00007333,2025-10-05T20:00:00,Out For Delivery,East Willie,GA
SHP00007333,2025-10-06T08:00:00,Delivered,Jenniferland,CO
SHP00007334,2024-12-21T13:00:00,Label Created,Courtneystad,MA
SHP00007334,2024-12-22T20:00:00,Picked Up,New Sara,CO
SHP00007334,2024-12-23T05:00:00,In Transit,Port James,CA
SHP00007334,2024-12-24T10:00:00,Out For Delivery,Port Lauriebury,AZ
SHP00007334,2024-12-25T02:00:00,Delivered,Rojasburgh,CO
SHP00007338,2024-11-06T05:00:00,Label Created,Drakehaven,TX
SHP00007338,2024-11-07T00:00:00,Picked Up,South Christopher,NC
SHP00007338,2024-11-08T03:00:00,In Transit,Sherryville,WA
SHP00007338,2024-11-09T11:00:00,Out For Delivery,Joneschester,VA
SHP00007338,2024-11-10T00:00:00,Delivered,Haasbury,TX
SHP00007341,2024-02-03T03:00:00,Label Created,Ramireztown,IL
SHP00007341,2024-02-04T17:00:00,Picked Up,Moodyview,CO
SHP00007341,2024-02-05T13:00:00,In Transit,North Williamhaven,IL
SHP00007341,2024-02-06T02:00:00,Out For Delivery,North Todd,VA
SHP00007341,2024-02-07T06:00:00,Delivered,New Adrienneton,CO
SHP00007344,2024-05-28T15:00:00,Label Created,Codyberg,TX
SHP00007344,2024-05-29T10:00:00,Picked Up,East Brent,CO
SHP00007344,2024-05-30T07:00:00,In Transit,Keithport,AZ
SHP00007344,2024-05-31T15:00:00,Out For Delivery,New Jennifer,TX
SHP00007344,2024-06-01T01:00:00,Delivered,Watsonstad,TX
SHP00007349,2025-01-22T01:00:00,Label Created,Kelseyside,FL
SHP00007349,2025-01-23T00:00:00,Picked Up,Kristaport,NC
SHP00007349,2025-01-24T20:00:00,In Transit,Port Laurachester,VA
SHP00007349,2025-01-25T00:00:00,Out For Delivery,Port Stacy,WA
SHP00007349,2025-01-26T06:00:00,Delivered,Christopherberg,FL
SHP00007351,2025-07-13T01:00:00,Label Created,West Robert,FL
SHP00007351,2025-07-14T19:00:00,Picked Up,West Kimberly,FL
SHP00007351,2025-07-15T07:00:00,In Transit,East Johnfort,NC
SHP00007351,2025-07-16T04:00:00,Out For Delivery,Gainesmouth,VA
SHP00007351,2025-07-17T02:00:00,Delivered,Lopezview,TX
SHP00007352,2025-02-14T01:00:00,Label Created,Amandafurt,WA
SHP00007352,2025-02-15T10:00:00,Picked Up,Davidberg,FL
SHP00007352,2025-02-16T00:00:00,In Transit,Petersmouth,AZ
SHP00007352,2025-02-17T08:00:00,Out For Delivery,Martinport,CO
SHP00007352,2025-02-18T02:00:00,Delivered,South Jasonburgh,NY
SHP00007353,2024-10-20T10:00:00,Label Created,Deannaton,NC
SHP00007353,2024-10-21T15:00:00,Picked Up,North Thomas,NY
SHP00007353,2024-10-22T20:00:00,In Transit,South Antonio,WA
SHP00007353,2024-10-23T00:00:00,Out For Delivery,South Jessica,IL
SHP00007353,2024-10-24T05:00:00,Delivered,North Joseph,GA
SHP00007354,2025-08-22T11:00:00,Label Created,Davidmouth,NY
SHP00007354,2025-08-23T16:00:00,Picked Up,Port Ryan,IL
SHP00007354,2025-08-24T18:00:00,In Transit,Lake Timothy,CA
SHP00007354,2025-08-25T09:00:00,Out For Delivery,South Jasminetown,GA
SHP00007354,2025-08-26T06:00:00,Delivered,South Julie,IL
SHP00007356,2025-08-18T03:00:00,Label Created,Clarkfort,VA
SHP00007356,2025-08-19T02:00:00,Picked Up,New Josefort,FL
SHP00007356,2025-08-20T05:00:00,In Transit,North Edwin,CO
SHP00007356,2025-08-21T16:00:00,Out For Delivery,Brownville,TX
SHP00007356,2025-08-22T00:00:00,Delivered,New Amber,WA
SHP00007357,2025-09-13T05:00:00,Label Created,Jenniferberg,VA
SHP00007357,2025-09-14T04:00:00,Picked Up,West Michaelfort,WA
SHP00007357,2025-09-15T05:00:00,In Transit,East Nicholasborough,NC
SHP00007357,2025-09-16T04:00:00,Out For Delivery,East Reginachester,MA
SHP00007357,2025-09-17T15:00:00,Delivered,Micheleland,TX
SHP00007358,2025-12-09T11:00:00,Label Created,Lake Miguel,MA
SHP00007358,2025-12-10T18:00:00,Picked Up,Port Christina,VA
SHP00007358,2025-12-11T09:00:00,In Transit,Lake Cody,NY
SHP00007358,2025-12-12T07:00:00,Out For Delivery,Fletchermouth,TX
SHP00007358,2025-12-13T00:00:00,Delivered,Wesleyburgh,TX
SHP00007360,2025-02-03T06:00:00,Label Created,Chadburgh,GA
SHP00007360,2025-02-04T17:00:00,Picked Up,Port Rachelstad,TX
SHP00007360,2025-02-05T04:00:00,In Transit,Burgessport,NY
SHP00007360,2025-02-06T17:00:00,Out For Delivery,Port Yvettetown,MA
SHP00007360,2025-02-07T08:00:00,Delivered,Bergville,WA
SHP00007362,2024-03-22T15:00:00,Label Created,Amandashire,AZ
SHP00007362,2024-03-23T18:00:00,Picked Up,Vasquezborough,IL
SHP00007362,2024-03-24T07:00:00,In Transit,Reevestown,NC
SHP00007362,2024-03-25T06:00:00,Out For Delivery,East Cynthiashire,WA
SHP00007362,2024-03-26T19:00:00,Delivered,Port Kristin,CO
SHP00007364,2025-03-31T09:00:00,Label Created,Johntown,TX
SHP00007364,2025-04-01T15:00:00,Picked Up,Hernandezside,NC
SHP00007364,2025-04-02T17:00:00,In Transit,Amandatown,NC
SHP00007364,2025-04-03T01:00:00,Out For Delivery,Chadtown,VA
SHP00007364,2025-04-04T13:00:00,Delivered,New Jeremiahhaven,TX
SHP00007367,2024-04-22T12:00:00,Label Created,Millertown,WA
SHP00007367,2024-04-23T05:00:00,Picked Up,Potterfort,VA
SHP00007367,2024-04-24T03:00:00,In Transit,Andrewsport,AZ
SHP00007367,2024-04-25T15:00:00,Out For Delivery,Torresfurt,FL
SHP00007367,2024-04-26T20:00:00,Delivered,Lake Michael,TX
SHP00007369,2025-09-04T05:00:00,Label Created,South Gina,AZ
SHP00007369,2025-09-05T07:00:00,Picked Up,Brewerbury,WA
SHP00007369,2025-09-06T01:00:00,In Transit,South Susanhaven,CO
SHP00007369,2025-09-07T02:00:00,Out For Delivery,Cynthiamouth,VA
SHP00007369,2025-09-08T09:00:00,Delivered,Stoutchester,NY
SHP00007370,2024-10-07T06:00:00,Label Created,Veleztown,CA
SHP00007370,2024-10-08T16:00:00,Picked Up,South Aaronbury,FL
SHP00007370,2024-10-09T19:00:00,In Transit,New Joshua,NC
SHP00007370,2024-10-10T00:00:00,Out For Delivery,New Erictown,MA
SHP00007370,2024-10-11T10:00:00,Delivered,South Michael,MA
SHP00007373,2024-06-23T09:00:00,Label Created,Andersonhaven,CO
SHP00007373,2024-06-24T00:00:00,Picked Up,Port Elizabethview,VA
SHP00007373,2024-06-25T03:00:00,In Transit,South Amy,CA
SHP00007373,2024-06-26T15:00:00,Out For Delivery,East Jasmineton,MA
SHP00007373,2024-06-27T09:00:00,Delivered,West Meganshire,WA
SHP00007375,2024-05-13T01:00:00,Label Created,Port Williehaven,AZ
SHP00007375,2024-05-14T13:00:00,Picked Up,Butlerton,AZ
SHP00007375,2024-05-15T04:00:00,In Transit,Robertsbury,FL
SHP00007375,2024-05-16T05:00:00,Out For Delivery,Port Kimberlyhaven,VA
SHP00007375,2024-05-17T13:00:00,Delivered,North Josephland,CA
SHP00007377,2025-11-25T19:00:00,Label Created,Zimmermanborough,NC
SHP00007377,2025-11-26T12:00:00,Picked Up,Markstad,NY
SHP00007377,2025-11-27T01:00:00,In Transit,Toddtown,IL
SHP00007377,2025-11-28T20:00:00,Out For Delivery,Perezberg,TX
SHP00007377,2025-11-29T14:00:00,Delivered,Samanthaborough,WA
SHP00007378,2025-11-04T01:00:00,Label Created,Craigmouth,TX
SHP00007378,2025-11-05T03:00:00,Picked Up,South Kayla,AZ
SHP00007378,2025-11-06T18:00:00,In Transit,Nicholasbury,GA
SHP00007378,2025-11-07T00:00:00,Out For Delivery,Port Bruceshire,MA
SHP00007378,2025-11-08T20:00:00,Delivered,New Brian,IL
SHP00007379,2026-01-13T17:00:00,Label Created,Jacobsborough,NC
SHP00007379,2026-01-14T18:00:00,Picked Up,Lake Alicia,GA
SHP00007379,2026-01-15T02:00:00,In Transit,Carolynfort,IL
SHP00007379,2026-01-16T16:00:00,Out For Delivery,East Kathleenview,GA
SHP00007379,2026-01-17T01:00:00,Delivered,East Erintown,CO
SHP00007384,2025-08-20T07:00:00,Label Created,Marilynbury,FL
SHP00007384,2025-08-21T12:00:00,Picked Up,South Kimberlybury,NC
SHP00007384,2025-08-22T05:00:00,In Transit,Port Robertville,NY
SHP00007384,2025-08-23T15:00:00,Out For Delivery,Port Ashley,IL
SHP00007384,2025-08-24T11:00:00,Delivered,Nicholasshire,NC
SHP00007386,2025-05-02T19:00:00,Label Created,New Marybury,CA
SHP00007386,2025-05-03T16:00:00,Picked Up,Larsonville,GA
SHP00007386,2025-05-04T15:00:00,In Transit,Jenniferstad,CO
SHP00007386,2025-05-05T10:00:00,Out For Delivery,South Jenniferburgh,TX
SHP00007386,2025-05-06T04:00:00,Delivered,West Matthewport,AZ
SHP00007390,2024-09-02T18:00:00,Label Created,East Edwardland,NC
SHP00007390,2024-09-03T03:00:00,Picked Up,Vincentchester,AZ
SHP00007390,2024-09-04T20:00:00,In Transit,South Wendy,VA
SHP00007390,2024-09-05T08:00:00,Out For Delivery,Tinaberg,AZ
SHP00007390,2024-09-06T12:00:00,Delivered,South Heather,MA
SHP00007391,2024-05-19T19:00:00,Label Created,Sandersburgh,MA
SHP00007391,2024-05-20T01:00:00,Picked Up,North Courtney,VA
SHP00007391,2024-05-21T15:00:00,In Transit,East Richard,CO
SHP00007391,2024-05-22T17:00:00,Out For Delivery,North Rogershire,VA
SHP00007391,2024-05-23T19:00:00,Delivered,Stevenborough,FL
SHP00007392,2024-07-30T05:00:00,Label Created,Lake Jennifer,NY
SHP00007392,2024-07-31T17:00:00,Picked Up,Salazarside,NY
SHP00007392,2024-08-01T16:00:00,In Transit,East Johnport,CA
SHP00007392,2024-08-02T14:00:00,Out For Delivery,Josephstad,FL
SHP00007392,2024-08-03T20:00:00,Delivered,East Scottland,NY
SHP00007394,2024-09-26T15:00:00,Label Created,Lake Kristina,WA
SHP00007394,2024-09-27T05:00:00,Picked Up,Port Tiffany,FL
SHP00007394,2024-09-28T18:00:00,In Transit,Lake Marcus,GA
SHP00007394,2024-09-29T12:00:00,Out For Delivery,Susanfort,MA
SHP00007394,2024-09-30T09:00:00,Delivered,Gonzalezville,CO
SHP00007395,2025-08-15T00:00:00,Label Created,East Jodyburgh,WA
SHP00007395,2025-08-16T17:00:00,Picked Up,South Ryanfurt,FL
SHP00007395,2025-08-17T12:00:00,In Transit,Kathryntown,CA
SHP00007395,2025-08-18T06:00:00,Out For Delivery,Matthewborough,IL
SHP00007395,2025-08-19T06:00:00,Delivered,Sydneyburgh,TX
SHP00007396,2025-12-24T10:00:00,Label Created,South Sheilachester,GA
SHP00007396,2025-12-25T10:00:00,Picked Up,East Johnnymouth,AZ
SHP00007396,2025-12-26T07:00:00,In Transit,Samuelchester,TX
SHP00007396,2025-12-27T11:00:00,Out For Delivery,North Luke,CA
SHP00007396,2025-12-28T01:00:00,Delivered,Samanthabury,GA
SHP00007402,2025-01-01T14:00:00,Label Created,Myersmouth,CA
SHP00007402,2025-01-02T00:00:00,Picked Up,Lisafort,CO
SHP00007402,2025-01-03T12:00:00,In Transit,Sanchezburgh,CO
SHP00007402,2025-01-04T18:00:00,Out For Delivery,Edwardshaven,NC
SHP00007402,2025-01-05T02:00:00,Delivered,Mannland,MA
SHP00007403,2025-07-26T07:00:00,Label Created,Emilyberg,FL
SHP00007403,2025-07-27T01:00:00,Picked Up,West Katrina,WA
SHP00007403,2025-07-28T07:00:00,In Transit,Wilcoxhaven,NY
SHP00007403,2025-07-29T05:00:00,Out For Delivery,North Larryberg,CA
SHP00007403,2025-07-30T07:00:00,Delivered,Maddenborough,WA
SHP00007408,2025-04-16T10:00:00,Label Created,Jonbury,GA
SHP00007408,2025-04-17T09:00:00,Picked Up,North Brandonmouth,WA
SHP00007408,2025-04-18T17:00:00,In Transit,Mirandaberg,AZ
SHP00007408,2025-04-19T10:00:00,Out For Delivery,Port Erictown,FL
SHP00007408,2025-04-20T04:00:00,Delivered,Lake Heather,AZ
SHP00007409,2025-03-25T06:00:00,Label Created,Marietown,TX
SHP00007409,2025-03-26T07:00:00,Picked Up,Perryland,CO
SHP00007409,2025-03-27T17:00:00,In Transit,Krausehaven,AZ
SHP00007409,2025-03-28T13:00:00,Out For Delivery,Johnsonborough,NY
SHP00007409,2025-03-29T12:00:00,Delivered,New Brenda,TX
SHP00007410,2024-09-08T20:00:00,Label Created,Stevenshire,AZ
SHP00007410,2024-09-09T18:00:00,Picked Up,North Jeremy,CO
SHP00007410,2024-09-10T09:00:00,In Transit,Vasquezville,AZ
SHP00007410,2024-09-11T02:00:00,Out For Delivery,Lindafort,IL
SHP00007410,2024-09-12T16:00:00,Delivered,Lake Jenniferfurt,NC
SHP00007411,2025-07-25T19:00:00,Label Created,New Elizabeth,CA
SHP00007411,2025-07-26T20:00:00,Picked Up,East Jason,WA
SHP00007411,2025-07-27T06:00:00,In Transit,New Robertfurt,IL
SHP00007411,2025-07-28T00:00:00,Out For Delivery,Onealtown,NC
SHP00007411,2025-07-29T02:00:00,Delivered,New Douglas,GA
SHP00007412,2025-03-10T02:00:00,Label Created,South Brenda,MA
SHP00007412,2025-03-11T12:00:00,Picked Up,Reginaton,IL
SHP00007412,2025-03-12T12:00:00,In Transit,New Michaeltown,IL
SHP00007412,2025-03-13T11:00:00,Out For Delivery,Hamiltonfurt,VA
SHP00007412,2025-03-14T00:00:00,Delivered,West Leahmouth,TX
SHP00007414,2024-11-01T18:00:00,Label Created,Lake Mary,GA
SHP00007414,2024-11-02T04:00:00,Picked Up,North Yvonne,CO
SHP00007414,2024-11-03T13:00:00,In Transit,Davidview,CO
SHP00007414,2024-11-04T12:00:00,Out For Delivery,Moralesside,TX
SHP00007414,2024-11-05T08:00:00,Delivered,Joshuaburgh,MA
SHP00007416,2025-10-22T17:00:00,Label Created,Lake Christy,MA
SHP00007416,2025-10-23T18:00:00,Picked Up,North Donald,WA
SHP00007416,2025-10-24T08:00:00,In Transit,North Michael,WA
SHP00007416,2025-10-25T02:00:00,Out For Delivery,Lake Cynthia,GA
SHP00007416,2025-10-26T09:00:00,Delivered,Nicholshaven,AZ
SHP00007418,2025-01-02T12:00:00,Label Created,New Gary,AZ
SHP00007418,2025-01-03T01:00:00,Picked Up,Lake Patrickchester,NC
SHP00007418,2025-01-04T04:00:00,In Transit,Michaelfurt,TX
SHP00007418,2025-01-05T04:00:00,Out For Delivery,Evanston,IL
SHP00007418,2025-01-06T01:00:00,Delivered,Jerryburgh,MA
SHP00007420,2025-09-23T14:00:00,Label Created,South Robertton,VA
SHP00007420,2025-09-24T02:00:00,Picked Up,North Brandy,WA
SHP00007420,2025-09-25T09:00:00,In Transit,Port Alexandria,MA
SHP00007420,2025-09-26T17:00:00,Out For Delivery,West Deannafurt,FL
SHP00007420,2025-09-27T08:00:00,Delivered,Port Susan,CO
SHP00007421,2025-09-25T13:00:00,Label Created,Sanchezland,GA
SHP00007421,2025-09-26T09:00:00,Picked Up,Lopezport,CO
SHP00007421,2025-09-27T02:00:00,In Transit,Robinsonshire,WA
SHP00007421,2025-09-28T05:00:00,Out For Delivery,Duranland,WA
