snapshot_date,warehouse_id,product_id,on_hand_qty,allocated_qty,reorder_point
2024-07-11,W006,P00596,465,67,96
2024-05-11,W006,P00102,411,112,64
2025-05-13,W006,P00560,141,107,54
2024-12-29,W006,P00094,401,30,84
2024-02-03,W006,P00156,378,99,72
2024-09-22,W006,P00390,678,49,104
2024-12-14,W006,P00538,413,46,83
2025-03-08,W006,P00013,309,70,97
2024-02-25,W006,P00070,671,115,107
2026-01-13,W006,P00029,449,1,83
2026-01-17,W006,P00548,607,72,66
2025-03-02,W006,P00194,663,70,91
2024-04-08,W006,P00125,742,68,117
2024-11-10,W006,P00341,312,25,94
2025-02-06,W006,P00450,655,89,21
2024-07-05,W006,P00003,657,97,94
2024-02-06,W006,P00211,135,103,38
2024-10-28,W006,P00245,488,85,104
2025-11-27,W006,P00554,659,19,67
2024-01-27,W006,P00275,716,72,56
2025-09-29,W006,P00213,16,1,116
2024-04-03,W006,P00195,345,61,39
2025-01-08,W006,P00229,349,104,68
2024-02-25,W006,P00577,384,49,15
2025-06-02,W006,P00383,198,65,19
2025-12-20,W006,P00572,70,3,104
2025-09-20,W006,P00350,368,65,82
2025-02-11,W006,P00567,319,102,89
2025-10-29,W006,P00518,152,90,103
2024-01-18,W006,P00018,665,17,14
2025-01-21,W006,P00339,746,106,62
2025-04-09,W006,P00163,315,59,116
2025-11-29,W006,P00193,770,107,35
2025-06-12,W006,P00422,259,94,75
2024-12-23,W006,P00313,77,25,26
2025-12-12,W006,P00306,1,0,18
2025-05-31,W006,P00545,798,99,66
2025-02-18,W006,P00361,517,61,102
2024-05-01,W006,P00549,64,18,94
2024-05-24,W006,P00581,535,107,21
2024-06-14,W006,P00525,190,81,37
2024-02-15,W006,P00571,688,51,72
2024-06-26,W006,P00487,598,11,96
2025-05-19,W006,P00563,344,34,49
2025-06-20,W006,P00380,431,51,34
2025-03-27,W006,P00221,780,83,16
2026-02-05,W006,P00034,188,68,28
2024-05-24,W006,P00145,317,79,94
2025-11-14,W006,P00130,44,20,85
2026-02-28,W006,P00393,625,68,107
2024-08-17,W006,P00257,450,18,78
2025-11-13,W006,P00270,102,94,101
2025-04-10,W006,P00062,124,74,81
2024-02-14,W006,P00126,420,68,84
2025-02-19,W006,P00061,639,11,73
2025-09-01,W006,P00376,770,45,119
2025-12-07,W006,P00370,596,68,87
2024-03-02,W006,P00474,127,70,65
2026-02-24,W006,P00310,287,70,95
2025-04-12,W006,P00091,394,118,58
2025-08-20,W006,P00431,254,85,109
2025-11-18,W006,P00555,350,51,71
2024-06-25,W006,P00044,109,60,13
2024-05-09,W006,P00374,460,11,90
2025-09-20,W006,P00355,209,96,74
2024-05-20,W006,P00115,125,90,29
2025-07-20,W006,P00434,28,10,39
2025-03-23,W006,P00207,656,103,24
2025-09-06,W006,P00588,468,106,42
2024-09-23,W006,P00337,245,87,18
2025-03-25,W006,P00332,141,66,61
2025-12-20,W006,P00196,542,120,43
2024-04-25,W006,P00323,207,106,86
2025-06-17,W006,P00247,329,100,55
2025-10-12,W006,P00449,769,60,28
2025-05-18,W006,P00083,158,0,74
2025-06-07,W006,P00074,110,104,28
2024-01-21,W006,P00153,188,63,52
2025-10-21,W006,P00428,525,36,37
2025-12-19,W006,P00173,676,108,107
2025-08-06,W006,P00466,63,20,103
2024-02-24,W006,P00515,229,120,101
2024-12-21,W006,P00253,426,6,79
2025-07-21,W006,P00114,104,20,34
2025-08-24,W006,P00527,705,58,60
2024-09-14,W006,P00510,458,36,78
2026-01-15,W006,P00294,30,20,21
2024-12-16,W006,P00055,385,11,120
2025-06-20,W006,P00556,358,56,48
2025-02-14,W006,P00090,142,48,44
2024-10-15,W006,P00349,565,79,107
2025-01-06,W006,P00303,686,17,86
2025-11-09,W006,P00197,359,22,88
2024-06-04,W006,P00179,158,4,32
2025-09-18,W006,P00082,773,102,112
2025-05-25,W006,P00273,111,94,54
2024-05-22,W006,P00479,534,98,114
2025-03-12,W006,P00060,7,5,35
2024-02-21,W006,P00576,478,78,95
2025-03-01,W006,P00101,474,18,19
2024-12-24,W006,P00216,226,50,73
2026-02-28,W006,P00511,404,6,20
2026-01-04,W006,P00011,541,28,63
2024-11-26,W006,P00358,104,96,52
2024-04-16,W006,P00591,359,113,59
2024-10-22,W006,P00569,634,40,64
2025-09-16,W007,P00083,319,70,69
2025-11-27,W007,P00169,364,54,53
2025-01-21,W007,P00364,26,2,33
2024-09-30,W007,P00532,275,49,28
2025-08-09,W007,P00595,85,35,101
2025-10-31,W007,P00255,166,35,85
2024-04-26,W007,P00381,713,12,18
2025-02-05,W007,P00038,541,63,90
2026-02-09,W007,P00357,29,23,91
2025-04-01,W007,P00125,282,39,79
2024-09-13,W007,P00332,63,41,27
2025-12-11,W007,P00175,784,5,103
2025-10-15,W007,P00570,384,100,56
2025-10-17,W007,P00403,228,77,82
2024-06-30,W007,P00513,493,85,78
2024-06-04,W007,P00028,405,49,103
2024-12-17,W007,P00052,177,86,45
2026-02-13,W007,P00453,11,4,110
2025-08-01,W007,P00335,511,67,34
2024-01-02,W007,P00515,432,2,105
2026-01-25,W007,P00252,457,120,73
2024-07-20,W007,P00297,597,102,79
2026-01-09,W007,P00174,303,23,67
2025-01-11,W007,P00487,303,56,74
2025-09-15,W007,P00036,614,77,104
2024-12-01,W007,P00600,27,26,43
2026-01-20,W007,P00113,329,62,33
2026-02-20,W007,P00550,161,98,26
2025-03-23,W007,P00225,413,86,22
2024-05-18,W007,P00410,416,75,16
2025-07-15,W007,P00370,254,26,60
2026-01-18,W007,P00411,594,54,89
2025-01-30,W007,P00495,753,56,31
2024-10-26,W007,P00557,522,62,92
2026-02-08,W007,P00128,500,101,16
2024-10-17,W007,P00366,265,48,72
2024-04-23,W007,P00180,460,60,41
2026-02-13,W007,P00120,487,104,69
2024-11-27,W007,P00093,316,34,84
2025-08-14,W007,P00414,669,77,101
2025-01-16,W007,P00314,617,19,91
2024-12-29,W007,P00343,651,82,15
2025-11-05,W007,P00291,423,53,46
2024-02-13,W007,P00001,353,20,11
2024-04-06,W007,P00012,649,81,101
2025-05-14,W007,P00456,503,43,77
2024-07-04,W007,P00246,250,30,69
2025-03-25,W007,P00498,796,17,112
2025-12-26,W007,P00524,177,24,44
2024-04-25,W007,P00067,204,80,30
2025-06-18,W007,P00359,170,0,54
2024-11-02,W007,P00564,315,97,91
2024-06-26,W007,P00517,302,115,35
2024-11-23,W007,P00500,540,38,99
2025-12-21,W007,P00303,756,27,120
2024-01-12,W007,P00200,61,11,94
2025-03-03,W007,P00222,606,101,63
2025-08-06,W007,P00559,310,50,38
2026-02-02,W007,P00444,424,13,83
2024-04-12,W007,P00518,159,88,56
2025-02-20,W007,P00576,175,2,36
2026-01-11,W007,P00197,234,25,72
2024-03-02,W007,P00061,607,7,31
2025-08-17,W007,P00512,786,89,112
2025-12-03,W007,P00523,199,57,42
2025-08-20,W007,P00235,153,30,62
2025-02-18,W007,P00333,744,92,33
2024-02-24,W007,P00048,358,107,63
2025-07-15,W007,P00171,510,24,103
2024-02-29,W007,P00284,428,41,62
2026-01-31,W007,P00390,428,90,22
2025-12-01,W007,P00003,634,111,12
2024-01-11,W007,P00026,35,20,112
2024-01-02,W007,P00421,642,98,113
2025-11-05,W007,P00079,672,44,95
2024-02-02,W007,P00467,566,88,105
2024-07-15,W007,P00591,201,75,30
2024-08-02,W007,P00244,524,70,72
2024-06-09,W007,P00382,681,69,41
2024-04-17,W007,P00101,547,47,42
2024-07-12,W007,P00114,317,13,114
2024-05-07,W007,P00270,105,71,66
2024-09-13,W007,P00435,600,40,67
2024-10-29,W007,P00363,362,112,14
2024-02-23,W007,P00441,55,44,64
2024-04-30,W007,P00380,582,5,120
2024-08-05,W007,P00300,633,70,53
2025-05-14,W007,P00017,655,103,16
2024-09-26,W007,P00237,201,58,78
2024-07-12,W007,P00033,302,23,11
2026-01-18,W007,P00295,682,40,79
2025-12-22,W007,P00109,126,9,34
2025-05-05,W007,P00415,327,97,86
2024-11-08,W007,P00484,492,94,18
2025-02-24,W007,P00184,210,54,98
2024-04-06,W007,P00470,125,84,57
2025-05-24,W007,P00452,75,53,59
2025-12-31,W007,P00232,253,86,97
2024-11-04,W007,P00583,34,20,29
2025-09-30,W007,P00096,713,113,59
2025-10-17,W007,P00124,175,109,86
2024-08-02,W007,P00497,700,89,22
2026-02-17,W007,P00187,41,25,86
2024-09-14,W007,P00018,795,14,10
2025-04-19,W007,P00587,107,43,40
2024-11-09,W007,P00405,14,11,68
2024-05-26,W007,P00464,381,54,115
2024-06-10,W007,P00092,432,118,74
2025-04-13,W007,P00015,397,22,86
2024-03-23,W007,P00217,258,76,30
2025-08-17,W007,P00519,785,43,17
2024-04-14,W007,P00212,567,28,30
2025-02-06,W007,P00536,738,7,87
2024-05-01,W007,P00528,649,21,50
2024-01-28,W007,P00483,168,18,96
2026-01-29,W007,P00013,90,44,62
2024-06-15,W007,P00378,181,102,110
2025-02-05,W007,P00041,76,60,51
2024-11-06,W007,P00097,698,95,16
2025-02-16,W007,P00302,462,92,90
2025-09-29,W007,P00466,105,0,113
2025-01-03,W007,P00533,381,51,24
2025-07-05,W007,P00408,661,37,54
2024-01-11,W007,P00538,634,39,32
2025-04-16,W007,P00565,479,43,13
2024-07-14,W007,P00318,486,5,97
2025-09-29,W007,P00471,346,2,91
2024-03-29,W007,P00446,666,91,43
2026-01-06,W007,P00126,587,57,79
2024-07-31,W007,P00142,249,35,52
2025-08-25,W007,P00131,164,95,119
2024-02-09,W007,P00160,400,46,65
2025-01-11,W007,P00006,8,0,101
2024-12-06,W007,P00560,693,109,84
2025-04-07,W007,P00204,717,29,41
2024-05-29,W007,P00298,391,46,61
2024-08-08,W007,P00227,725,90,74
2025-07-31,W007,P00104,752,74,31
2024-06-02,W007,P00569,434,47,70
2025-05-09,W007,P00086,776,107,61
2025-10-17,W007,P00578,41,16,104
2025-04-18,W007,P00248,63,37,57
2025-12-13,W007,P00406,415,58,15
2025-01-28,W007,P00193,377,77,80
2025-01-19,W007,P00153,688,2,81
2024-09-30,W007,P00321,643,110,14
2026-02-20,W007,P00353,343,66,28
2024-05-27,W007,P00275,558,33,100
2025-03-28,W007,P00445,276,88,98
2025-06-13,W007,P00504,163,79,83
2024-11-21,W007,P00469,741,70,107
2024-10-26,W007,P00264,487,112,116
2024-04-16,W007,P00119,308,94,92
2024-05-16,W007,P00491,207,9,19
2025-12-27,W007,P00165,713,100,49
2024-01-01,W007,P00375,619,11,62
2024-12-15,W007,P00575,780,92,117
2024-04-04,W007,P00024,319,114,15
2024-07-26,W007,P00340,742,117,21
2024-02-25,W007,P00147,28,21,94
2025-04-15,W007,P00044,238,9,44
2024-07-20,W007,P00055,72,18,85
2025-08-25,W007,P00203,347,20,21
2025-06-10,W007,P00486,586,47,69
2025-04-27,W007,P00095,355,5,38
2024-02-26,W007,P00209,694,23,23
2025-04-27,W007,P00010,246,26,112
2025-05-23,W007,P00558,530,85,50
2026-02-24,W007,P00571,151,9,86
2024-07-30,W007,P00137,614,79,104
2025-08-06,W007,P00593,553,76,117
2025-04-24,W007,P00461,783,28,70
2024-06-26,W007,P00269,67,38,62
2024-03-04,W007,P00134,151,97,28
2025-06-06,W007,P00477,452,48,115
2024-03-18,W007,P00416,158,38,17
2025-02-05,W007,P00285,737,23,59
2026-02-09,W007,P00123,765,75,21
2025-07-04,W007,P00279,444,96,52
2024-12-28,W007,P00572,612,77,40
2024-07-18,W007,P00417,560,88,108
2024-01-26,W007,P00186,666,120,74
2024-12-30,W007,P00045,389,0,33
2025-07-12,W007,P00407,610,43,78
2025-12-09,W007,P00194,576,17,31
2024-01-27,W007,P00580,148,20,96
2024-07-07,W007,P00224,776,64,87
2026-02-08,W007,P00502,797,101,32
2024-05-10,W007,P00351,67,6,88
2025-09-01,W007,P00440,662,2,78
2025-02-03,W007,P00315,251,47,113
2024-09-26,W007,P00062,618,7,96
2024-01-29,W007,P00413,385,50,24
2025-11-10,W007,P00434,523,85,104
2026-01-01,W007,P00188,372,89,92
2025-10-28,W007,P00111,386,20,108
2025-02-22,W007,P00422,168,94,17
2026-02-16,W007,P00329,475,84,80
2025-01-24,W007,P00496,91,90,96
2024-12-16,W007,P00510,337,45,79
2025-01-30,W007,P00530,719,1,17
2024-06-10,W007,P00460,747,86,90
2025-01-20,W007,P00164,447,73,42
2025-09-13,W007,P00020,642,94,30
2024-07-02,W007,P00520,516,71,10
2026-01-19,W007,P00257,371,84,85
2024-01-21,W007,P00145,416,120,114
2024-11-21,W007,P00425,419,40,116
2025-03-30,W007,P00099,81,79,83
2024-03-08,W007,P00011,407,63,57
2024-02-04,W007,P00210,185,26,62
2024-08-29,W007,P00379,422,0,19
2025-05-23,W007,P00215,124,117,88
2025-02-13,W007,P00042,627,119,54
2024-10-15,W007,P00309,256,84,69
2025-01-27,W007,P00181,112,10,109
2026-02-05,W007,P00400,319,107,37
2025-09-05,W007,P00499,217,75,27
2025-07-28,W007,P00263,127,74,87
2024-08-05,W007,P00383,293,17,105
2025-10-07,W007,P00198,431,110,17
2024-05-05,W007,P00116,778,46,63
2025-12-07,W007,P00433,757,86,10
2025-03-27,W007,P00549,363,32,85
2025-01-19,W007,P00084,53,41,64
2024-01-03,W007,P00394,12,4,117
2025-10-09,W007,P00190,150,84,107
2024-05-23,W007,P00296,320,44,42
2025-10-15,W007,P00443,611,72,101
2024-01-31,W007,P00133,511,106,30
2024-04-28,W007,P00439,131,71,67
2025-06-18,W007,P00105,24,21,52
2024-02-17,W007,P00598,533,24,84
2024-06-01,W007,P00323,67,51,91
2025-12-11,W007,P00256,520,47,27
2024-01-06,W007,P00529,93,63,72
2024-04-19,W007,P00391,329,73,101
2025-04-15,W007,P00507,42,1,28
2024-08-18,W007,P00438,609,36,103
2024-09-28,W007,P00022,398,52,105
2024-01-10,W007,P00218,326,92,76
2025-01-05,W007,P00454,536,4,55
2025-02-08,W007,P00192,499,67,114
2025-06-02,W007,P00573,650,58,10
2025-09-25,W007,P00554,596,61,97
2024-11-17,W007,P00347,259,80,12
2024-02-13,W007,P00539,200,68,52
2025-08-08,W007,P00155,23,3,81
2024-05-05,W007,P00138,638,61,10
2025-02-04,W007,P00505,459,5,40
2025-07-13,W008,P00571,371,110,84
2024-02-09,W008,P00577,653,110,98
2025-12-11,W008,P00251,343,14,48
2024-07-02,W008,P00163,90,77,35
2024-08-06,W008,P00191,634,64,96
2024-11-04,W008,P00274,162,110,19
2025-03-10,W008,P00367,331,84,108
2025-02-15,W008,P00201,601,74,49
2024-08-14,W008,P00500,507,15,106
2024-06-09,W008,P00153,368,75,92
2026-01-09,W008,P00240,348,6,114
2024-07-21,W008,P00366,82,13,80
2025-09-08,W008,P00038,773,40,70
2024-02-09,W008,P00110,781,28,42
2025-01-16,W008,P00182,288,115,22
2024-04-20,W008,P00218,1,0,99
2024-12-08,W008,P00234,265,51,39
2024-01-07,W008,P00147,624,81,50
2025-08-29,W008,P00154,57,29,11
2025-12-06,W008,P00356,681,90,58
2024-04-19,W008,P00527,640,120,107
2025-12-04,W008,P00253,179,63,68
2026-02-22,W008,P00086,760,43,119
2025-04-09,W008,P00379,711,59,111
2025-03-13,W008,P00084,549,90,73
2026-01-08,W008,P00285,33,6,108
2024-09-29,W008,P00058,428,9,113
2026-02-26,W008,P00461,588,26,34
2024-08-07,W008,P00241,469,114,61
2024-10-08,W008,P00149,16,5,99
2026-02-16,W008,P00547,84,1,33
2025-06-16,W008,P00170,568,98,16
2024-11-13,W008,P00572,9,7,35
2025-10-18,W008,P00187,526,51,89
2024-02-07,W008,P00568,27,4,13
2025-09-22,W008,P00233,598,39,83
2024-03-25,W008,P00166,265,59,35
2025-05-04,W008,P00540,682,44,110
2025-08-10,W008,P00027,545,76,41
2025-04-20,W008,P00498,408,68,21
2024-12-30,W008,P00083,503,86,111
2025-01-03,W008,P00165,547,18,50
2025-12-26,W008,P00428,714,81,15
2024-05-09,W008,P00143,236,49,82
2024-01-14,W008,P00546,740,63,36
2024-10-24,W008,P00261,62,24,115
2024-10-09,W008,P00364,179,8,107
2025-09-03,W008,P00195,294,54,95
2024-12-06,W008,P00280,321,4,95
2025-04-01,W008,P00418,355,63,57
2025-11-08,W008,P00219,304,45,114
2025-06-22,W008,P00047,410,88,28
2025-07-02,W008,P00188,46,7,12
2026-02-12,W008,P00121,738,20,70
2025-03-24,W008,P00042,795,21,43
2025-08-21,W008,P00070,663,114,11
2024-11-17,W008,P00427,652,89,115
2024-08-27,W008,P00129,97,82,86
2024-03-08,W008,P00374,559,32,11
2024-09-05,W008,P00247,354,115,92
2025-06-10,W008,P00250,529,82,103
2024-03-19,W008,P00297,321,74,68
2025-11-27,W008,P00175,248,111,112
2024-12-28,W008,P00291,147,61,72
2024-03-19,W008,P00085,379,113,87
2026-01-24,W008,P00389,33,18,64
2024-01-12,W008,P00026,121,88,118
2026-02-01,W008,P00079,33,25,41
2025-12-07,W008,P00202,642,107,49
2025-06-04,W008,P00307,348,84,75
2024-05-17,W008,P00452,608,22,70
2024-03-07,W008,P00226,186,9,20
2024-10-05,W008,P00376,650,38,41
2024-03-08,W008,P00573,409,96,61
2024-06-07,W008,P00543,143,49,108
2024-10-12,W008,P00397,719,88,83
2024-10-10,W008,P00381,668,1,59
2025-02-01,W008,P00256,134,29,118
2024-11-18,W008,P00576,114,65,83
2024-05-16,W008,P00459,519,21,82
2025-08-31,W008,P00337,97,54,39
2026-02-23,W008,P00342,124,102,93
2025-05-31,W008,P00176,324,92,44
2024-12-27,W008,P00276,219,28,64
2025-04-05,W008,P00560,282,88,16
2025-07-04,W008,P00531,205,118,29
2025-09-08,W008,P00491,400,92,110
2025-03-25,W008,P00258,659,20,43
2025-12-29,W008,P00212,293,115,118
2024-05-20,W008,P00229,76,36,86
2024-06-04,W008,P00431,572,15,76
2026-01-20,W008,P00341,33,1,39
2024-04-21,W008,P00186,371,115,117
2026-01-26,W008,P00064,599,33,69
2024-04-01,W008,P00148,325,76,43
2025-04-22,W008,P00410,475,69,45
2025-01-29,W008,P00542,137,104,84
2025-01-21,W008,P00215,704,87,74
2025-05-08,W008,P00100,80,46,39
2024-09-14,W008,P00347,502,65,108
2024-09-17,W008,P00567,124,30,13
2024-06-05,W008,P00371,437,97,74
2024-01-23,W008,P00197,201,99,42
2024-09-01,W008,P00288,225,107,109
2024-01-12,W008,P00053,68,36,52
2026-01-14,W008,P00090,26,16,118
2025-09-22,W008,P00548,495,91,62
2024-02-22,W008,P00112,740,90,23
2025-07-11,W008,P00239,767,25,82
2026-03-01,W008,P00331,375,11,47
2024-03-13,W008,P00006,158,115,26
2025-11-07,W008,P00423,748,33,95
2024-11-01,W008,P00097,753,20,81
2024-03-24,W008,P00473,204,76,45
2024-09-08,W008,P00323,568,77,27
2025-08-21,W008,P00301,739,54,50
2025-03-29,W008,P00114,217,45,32
2024-05-30,W008,P00314,30,25,28
2024-05-27,W008,P00266,748,85,15
2024-05-21,W008,P00310,594,21,36
2025-01-24,W008,P00065,714,96,114
2025-10-28,W008,P00589,73,49,88
2024-06-10,W008,P00525,112,14,54
2026-01-12,W008,P00044,12,5,60
2025-08-29,W008,P00594,158,16,24
2024-08-22,W008,P00220,687,114,39
2024-10-09,W008,P00336,607,79,90
2024-06-13,W008,P00426,175,34,14
2025-05-20,W008,P00334,71,41,100
2026-02-28,W008,P00242,152,44,34
2025-03-20,W008,P00332,86,76,16
2025-06-07,W008,P00059,208,88,73
2025-04-22,W008,P00018,607,10,102
2025-06-30,W008,P00458,259,85,50
2024-06-08,W008,P00248,542,60,94
2025-04-20,W008,P00160,319,62,42
2024-07-30,W008,P00403,484,63,22
2025-01-29,W008,P00369,215,64,87
2024-09-29,W008,P00299,484,99,59
2024-08-21,W008,P00164,8,1,55
2024-11-21,W008,P00565,259,47,68
2025-05-12,W008,P00420,665,52,92
2026-02-04,W008,P00179,628,100,63
2024-05-25,W008,P00335,747,2,98
2024-12-31,W008,P00136,120,12,80
2024-02-16,W008,P00375,324,34,18
2024-05-22,W008,P00564,582,70,10
2025-05-01,W008,P00106,703,118,90
2025-03-26,W008,P00095,386,73,50
2024-01-28,W008,P00550,745,64,117
2025-06-26,W008,P00587,342,76,77
2024-04-14,W008,P00230,246,3,24
2024-09-29,W008,P00439,775,93,110
2024-01-03,W008,P00072,269,53,74
2024-10-22,W008,P00312,319,111,91
2025-02-22,W008,P00050,546,8,27
2024-02-11,W008,P00262,636,102,113
2025-07-31,W008,P00096,724,46,10
2024-04-29,W008,P00350,182,65,56
2025-12-17,W008,P00177,269,71,89
2025-03-02,W008,P00252,400,6,116
2025-09-15,W008,P00272,204,82,26
2024-02-10,W008,P00441,666,83,110
2024-09-04,W008,P00590,281,84,77
2025-04-09,W008,P00286,183,111,90
2024-07-12,W008,P00514,257,15,102
2024-02-20,W008,P00530,707,25,20
2025-07-31,W008,P00227,34,33,35
2025-05-11,W008,P00046,473,26,37
2024-11-25,W008,P00126,56,49,32
2025-03-11,W008,P00390,208,27,28
2024-07-11,W008,P00135,684,67,90
2025-04-17,W008,P00595,65,46,46
2024-02-12,W008,P00333,591,76,52
2024-08-08,W008,P00320,177,32,68
2024-08-22,W008,P00437,543,57,118
2024-02-27,W008,P00544,47,23,31
2025-11-09,W008,P00472,672,3,11
2026-02-23,W008,P00411,70,53,33
2025-07-30,W008,P00181,326,21,76
2024-05-07,W008,P00340,44,18,120
2025-08-04,W008,P00194,315,75,16
2025-08-08,W008,P00462,418,99,100
2025-01-17,W008,P00122,587,48,75
2024-02-10,W008,P00407,363,45,43
2024-07-28,W008,P00385,495,17,87
2025-05-27,W008,P00034,787,49,107
2025-05-11,W008,P00295,685,20,47
2025-07-09,W008,P00345,476,13,106
2024-01-25,W008,P00283,599,53,105
2025-08-08,W008,P00092,546,48,88
2025-08-06,W008,P00113,351,64,38
2025-05-21,W008,P00482,544,79,39
2024-05-14,W008,P00030,20,7,80
2024-02-28,W008,P00425,46,16,113
2026-01-03,W008,P00598,589,111,15
2025-08-24,W008,P00584,260,90,98
2026-01-12,W008,P00485,789,26,88
2025-12-25,W008,P00008,310,37,83
2025-11-17,W008,P00294,313,22,29
2024-05-15,W008,P00538,6,1,51
2025-06-07,W008,P00329,28,28,20
2025-08-07,W008,P00338,594,78,36
2024-08-04,W008,P00015,77,20,95
2025-03-18,W008,P00412,426,24,49
2026-02-17,W008,P00361,0,0,115
2025-01-26,W008,P00388,685,86,106
2024-05-10,W008,P00524,120,85,36
2025-04-06,W008,P00505,523,17,92
2024-12-21,W008,P00268,134,96,23
2025-08-07,W008,P00444,672,10,31
2024-12-21,W008,P00580,484,44,117
2025-01-19,W008,P00278,242,46,116
2025-04-15,W008,P00370,426,52,40
2025-01-09,W008,P00348,477,67,11
2025-02-14,W008,P00037,335,115,77
2024-03-14,W008,P00455,518,19,87
2024-05-28,W008,P00346,183,104,88
2025-10-27,W008,P00222,788,37,118
2025-02-17,W008,P00460,625,103,55
2024-12-04,W008,P00057,315,3,70
2025-02-11,W008,P00124,49,16,97
2024-05-15,W008,P00486,190,37,117
2025-08-23,W008,P00271,508,39,23
2026-02-20,W008,P00120,38,22,85
2025-02-22,W008,P00282,793,64,86
2024-08-11,W008,P00467,395,43,16
2026-02-19,W008,P00066,52,9,45
2024-01-11,W008,P00036,532,93,117
2024-02-26,W008,P00290,98,18,43
2025-02-06,W008,P00115,502,6,78
2025-04-26,W008,P00043,294,99,80
2024-07-27,W008,P00277,742,111,55
2024-09-25,W008,P00196,339,6,70
2024-08-03,W008,P00087,473,102,17
2024-02-24,W008,P00103,31,6,46
2026-02-03,W008,P00245,719,94,48
2026-01-31,W008,P00228,646,30,109
2025-05-17,W008,P00255,522,17,91
2024-10-08,W008,P00414,555,77,105
2024-02-16,W008,P00062,762,88,68
2025-05-31,W008,P00093,636,57,100
2024-09-12,W008,P00475,328,50,66
2025-10-08,W008,P00545,143,66,118
2025-02-23,W008,P00099,688,5,75
2025-09-29,W008,P00116,454,44,120
2024-05-23,W008,P00581,347,93,40
2024-02-15,W008,P00522,466,56,74
2025-12-04,W008,P00421,101,64,49
2024-03-24,W008,P00168,708,91,104
2024-02-23,W009,P00204,517,54,38
2024-03-28,W009,P00219,611,85,80
2024-05-15,W009,P00163,170,92,18
2024-12-16,W009,P00552,67,50,111
2024-08-19,W009,P00250,369,17,47
2024-02-13,W009,P00367,470,47,116
2025-12-01,W009,P00255,252,98,45
2025-08-28,W009,P00346,515,7,65
2025-05-08,W009,P00372,521,82,65
2024-05-04,W009,P00582,797,5,15
2024-02-04,W009,P00546,466,3,97
2024-06-17,W009,P00404,29,4,44
2025-03-02,W009,P00385,302,75,84
2024-11-29,W009,P00328,533,3,19
2024-01-06,W009,P00451,521,83,45
2025-05-06,W009,P00198,570,95,111
2024-02-14,W009,P00476,427,98,35
2025-11-03,W009,P00470,532,98,19
2026-02-21,W009,P00386,640,58,24
2025-10-22,W009,P00146,65,10,18
2024-06-01,W009,P00380,435,76,97
2024-06-23,W009,P00025,349,24,114
2025-08-19,W009,P00152,571,64,34
2024-04-03,W009,P00562,189,28,87
2024-06-20,W009,P00036,136,6,99
2025-03-01,W009,P00284,772,41,43
2024-02-23,W009,P00488,0,0,44
2024-12-25,W009,P00037,734,7,53
2024-07-24,W009,P00446,609,28,113
2024-03-03,W009,P00535,72,56,108
2024-05-21,W009,P00526,363,33,30
2024-12-30,W009,P00153,766,74,30
2026-02-07,W009,P00034,320,9,75
2026-01-27,W009,P00203,590,58,109
2025-07-06,W009,P00029,358,96,24
2025-01-26,W009,P00283,250,12,101
2025-03-29,W009,P00212,699,27,91
2024-05-21,W009,P00018,567,82,60
2025-10-27,W009,P00235,340,46,85
2024-01-19,W009,P00502,122,103,66
2024-05-25,W009,P00150,720,70,80
2024-10-02,W009,P00299,291,60,17
2025-11-15,W009,P00548,617,50,116
2024-03-15,W009,P00286,506,9,34
2024-04-25,W009,P00577,24,3,53
2024-01-21,W009,P00319,705,10,103
2024-10-22,W009,P00055,68,5,58
2025-04-01,W009,P00559,365,18,47
2025-10-17,W009,P00170,589,11,21
2024-05-31,W009,P00316,417,5,39
2025-09-23,W009,P00094,43,35,18
2024-12-02,W009,P00167,487,93,34
2025-01-07,W009,P00215,522,28,57
2024-09-01,W009,P00290,405,55,43
2024-09-07,W009,P00138,274,18,101
2024-06-26,W009,P00307,648,78,94
2025-12-01,W009,P00594,305,105,110
2025-05-19,W009,P00578,351,98,41
2024-02-03,W009,P00362,529,61,77
2025-08-15,W009,P00382,465,47,63
2025-06-09,W009,P00422,514,15,86
2024-08-21,W009,P00317,723,2,50
2024-02-06,W009,P00507,91,91,48
2024-11-28,W009,P00441,651,107,72
2025-05-08,W009,P00006,237,89,16
2026-01-24,W009,P00301,721,81,107
2024-09-09,W009,P00409,459,52,49
2025-10-21,W009,P00168,236,76,47
2025-02-12,W009,P00518,103,90,26
2024-01-10,W009,P00003,714,44,22
2024-01-13,W009,P00330,400,89,84
2025-06-23,W009,P00504,42,38,37
2025-03-29,W009,P00059,33,21,113
2024-08-14,W009,P00375,585,42,24
2024-10-18,W009,P00581,13,1,32
2025-09-11,W009,P00028,20,19,53
2025-05-28,W009,P00077,26,17,22
2025-12-11,W009,P00322,527,85,45
2025-03-22,W009,P00365,180,70,68
2026-01-31,W009,P00129,675,48,13
2025-10-15,W009,P00185,558,19,80
2024-10-29,W009,P00239,95,86,31
2026-01-12,W009,P00189,687,83,62
2026-01-06,W009,P00339,105,105,24
2024-08-22,W009,P00220,230,105,39
2024-01-27,W009,P00481,349,95,44
2024-08-27,W009,P00295,322,91,39
2024-05-11,W009,P00475,339,84,77
2024-11-02,W009,P00023,516,9,25
2025-09-19,W009,P00257,541,118,61
2025-06-19,W009,P00560,45,9,85
2025-10-26,W009,P00421,313,47,36
