opportunity_id,product_id,quantity,unit_price,line_total
O001322,P00120,10,271.34,2713.4
O001323,P00313,35,41.85,1464.75
O001323,P00219,19,413.99,7865.81
O001323,P00336,8,79.0,632.0
O001323,P00557,30,91.21,2736.3
O001323,P00280,7,247.43,1732.01
O001324,P00321,13,267.76,3480.88
O001324,P00406,12,349.66,4195.92
O001324,P00206,42,176.24,7402.08
O001324,P00266,37,176.82,6542.34
O001324,P00271,2,225.3,450.6
O001324,P00171,17,200.9,3415.3
O001325,P00034,13,189.97,2469.61
O001325,P00037,47,142.15,6681.05
O001325,P00460,4,172.18,688.72
O001326,P00421,48,38.64,1854.72
O001326,P00261,9,328.95,2960.55
O001326,P00371,12,480.67,5768.04
O001326,P00346,20,312.96,6259.2
O001326,P00474,8,221.67,1773.36
O001326,P00600,31,489.53,15175.43
O001327,P00467,37,429.48,15890.76
O001327,P00271,25,244.82,6120.5
O001327,P00015,45,203.68,9165.6
O001328,P00261,40,319.62,12784.8
O001328,P00320,18,274.8,4946.4
O001329,P00304,23,254.08,5843.84
O001329,P00434,5,444.22,2221.1
O001329,P00176,38,173.29,6585.02
O001329,P00223,3,359.08,1077.24
O001329,P00465,15,174.95,2624.25
O001329,P00105,21,49.53,1040.13
O001330,P00449,19,219.9,4178.1
O001330,P00415,48,260.73,12515.04
O001330,P00169,35,492.06,17222.1
O001331,P00555,24,171.69,4120.56
O001331,P00514,28,124.06,3473.68
O001331,P00589,38,87.49,3324.62
O001332,P00599,10,64.29,642.9
O001332,P00250,45,70.13,3155.85
O001332,P00190,35,23.34,816.9
O001332,P00031,49,143.59,7035.91
O001332,P00590,18,168.23,3028.14
O001333,P00333,28,438.73,12284.44
O001334,P00264,15,198.05,2970.75
O001334,P00024,1,429.52,429.52
O001334,P00439,40,209.68,8387.2
O001334,P00498,28,256.91,7193.48
O001334,P00128,22,308.13,6778.86
O001335,P00099,4,343.21,1372.84
O001335,P00296,29,338.29,9810.41
O001336,P00593,13,396.1,5149.3
O001336,P00504,47,471.58,22164.26
O001336,P00186,21,34.28,719.88
O001336,P00063,13,357.05,4641.65
O001337,P00582,29,186.38,5405.02
O001337,P00412,38,294.42,11187.96
O001337,P00078,7,262.64,1838.48
O001337,P00465,44,180.67,7949.48
O001337,P00558,5,392.38,1961.9
O001338,P00481,6,76.6,459.6
O001339,P00217,31,114.74,3556.94
O001340,P00195,34,280.59,9540.06
O001340,P00323,19,504.55,9586.45
O001340,P00124,36,513.51,18486.36
O001340,P00087,9,285.47,2569.23
O001341,P00413,13,66.08,859.04
O001341,P00425,32,131.99,4223.68
O001341,P00045,49,412.08,20191.92
O001341,P00535,11,395.29,4348.19
O001341,P00409,24,449.6,10790.4
O001341,P00462,14,272.23,3811.22
O001342,P00166,47,349.14,16409.58
O001342,P00350,7,462.32,3236.24
O001342,P00518,5,195.39,976.95
O001342,P00238,45,225.06,10127.7
O001343,P00331,9,335.06,3015.54
O001343,P00022,21,82.15,1725.15
O001344,P00306,14,380.69,5329.66
O001344,P00377,14,503.58,7050.12
O001344,P00321,36,299.6,10785.6
O001344,P00285,14,197.49,2764.86
O001345,P00306,5,318.29,1591.45
O001345,P00083,22,415.76,9146.72
O001345,P00273,24,89.25,2142.0
O001345,P00426,44,30.85,1357.4
O001345,P00021,15,208.91,3133.65
O001345,P00186,44,28.77,1265.88
O001346,P00596,47,495.13,23271.11
O001346,P00518,17,189.12,3215.04
O001346,P00451,49,76.12,3729.88
O001347,P00428,33,52.21,1722.93
O001347,P00091,2,181.42,362.84
O001347,P00321,6,267.26,1603.56
O001347,P00278,48,191.97,9214.56
O001348,P00395,6,101.51,609.06
O001348,P00409,24,454.12,10898.88
O001348,P00083,36,400.06,14402.16
O001348,P00205,30,296.89,8906.7
O001349,P00468,1,490.77,490.77
O001350,P00104,23,631.87,14533.01
O001350,P00589,7,68.56,479.92
O001351,P00118,14,496.1,6945.4
O001352,P00478,2,258.95,517.9
O001352,P00316,31,213.73,6625.63
O001352,P00507,12,283.21,3398.52
O001352,P00014,15,447.85,6717.75
O001352,P00561,6,48.05,288.3
O001353,P00189,20,209.78,4195.6
O001353,P00509,22,95.93,2110.46
O001353,P00409,14,430.24,6023.36
O001353,P00580,27,154.89,4182.03
O001354,P00274,47,561.29,26380.63
O001354,P00554,27,248.9,6720.3
O001354,P00456,3,125.47,376.41
O001354,P00234,49,366.87,17976.63
O001355,P00032,32,363.59,11634.88
O001355,P00115,34,415.24,14118.16
O001355,P00594,31,256.13,7940.03
O001355,P00458,42,61.13,2567.46
O001355,P00544,22,467.08,10275.76
O001355,P00542,2,246.59,493.18
O001356,P00498,10,266.81,2668.1
O001356,P00006,8,180.13,1441.04
O001357,P00116,12,160.45,1925.4
O001358,P00578,45,243.36,10951.2
O001358,P00434,46,466.25,21447.5
O001358,P00491,50,161.78,8089.0
O001359,P00069,22,86.93,1912.46
O001359,P00082,10,162.55,1625.5
O001360,P00235,29,40.92,1186.68
O001361,P00175,49,409.75,20077.75
O001361,P00217,9,116.66,1049.94
O001361,P00427,2,197.53,395.06
O001361,P00215,19,253.16,4810.04
O001362,P00299,48,53.8,2582.4
O001362,P00262,32,474.22,15175.04
O001362,P00384,22,66.93,1472.46
O001363,P00195,24,266.06,6385.44
O001364,P00409,37,480.0,17760.0
O001364,P00357,40,313.32,12532.8
O001364,P00578,31,249.24,7726.44
O001364,P00586,15,165.98,2489.7
O001364,P00568,41,168.42,6905.22
O001364,P00242,50,563.04,28152.0
O001365,P00423,48,353.25,16956.0
O001365,P00113,32,307.06,9825.92
O001365,P00455,11,374.17,4115.87
O001365,P00535,12,324.76,3897.12
O001365,P00009,23,372.81,8574.63
O001366,P00380,1,274.01,274.01
O001366,P00512,19,209.87,3987.53
O001367,P00156,28,85.62,2397.36
O001367,P00316,46,237.72,10935.12
O001367,P00229,5,140.53,702.65
O001367,P00057,5,165.64,828.2
O001367,P00516,48,383.44,18405.12
O001368,P00143,29,138.47,4015.63
O001368,P00362,44,83.45,3671.8
O001368,P00541,43,42.57,1830.51
O001368,P00496,42,21.45,900.9
O001368,P00503,8,278.48,2227.84
O001369,P00383,19,11.05,209.95
O001369,P00345,31,153.41,4755.71
O001369,P00325,23,55.17,1268.91
O001369,P00232,2,206.69,413.38
O001369,P00281,24,356.87,8564.88
O001369,P00227,48,256.59,12316.32
O001370,P00313,38,43.99,1671.62
O001370,P00306,36,308.5,11106.0
O001371,P00079,5,361.02,1805.1
O001371,P00296,2,339.0,678.0
O001371,P00517,24,90.43,2170.32
O001371,P00276,30,358.36,10750.8
O001371,P00364,33,534.1,17625.3
O001372,P00324,46,104.68,4815.28
O001372,P00208,2,401.34,802.68
O001373,P00083,23,395.61,9099.03
O001374,P00358,35,384.2,13447.0
O001375,P00131,33,61.91,2043.03
O001375,P00373,18,13.85,249.3
O001375,P00480,48,259.74,12467.52
O001376,P00469,2,357.77,715.54
O001376,P00493,18,310.7,5592.6
O001377,P00503,28,239.28,6699.84
O001378,P00128,41,326.34,13379.94
O001379,P00322,24,32.55,781.2
O001379,P00367,39,425.97,16612.83
O001380,P00546,39,219.12,8545.68
O001381,P00158,17,370.98,6306.66
O001381,P00534,28,264.08,7394.24
O001381,P00196,48,500.17,24008.16
O001381,P00233,5,261.98,1309.9
O001381,P00355,13,87.79,1141.27
O001381,P00393,33,215.55,7113.15
O001382,P00046,31,306.3,9495.3
O001382,P00536,33,140.57,4638.81
O001382,P00435,49,196.58,9632.42
O001382,P00559,8,86.03,688.24
O001383,P00282,48,247.89,11898.72
O001383,P00556,34,625.35,21261.9
O001383,P00410,35,183.29,6415.15
O001383,P00105,8,55.76,446.08
O001383,P00002,42,572.24,24034.08
O001383,P00153,26,260.84,6781.84
O001384,P00365,13,238.72,3103.36
O001385,P00075,35,272.48,9536.8
O001385,P00536,30,142.9,4287.0
O001385,P00441,39,317.8,12394.2
O001385,P00024,40,367.13,14685.2
O001386,P00553,23,53.19,1223.37
O001386,P00441,17,304.59,5178.03
O001386,P00045,43,359.07,15440.01
O001386,P00246,49,125.89,6168.61
O001387,P00315,40,282.9,11316.0
O001387,P00028,4,208.0,832.0
O001387,P00433,6,508.34,3050.04
O001387,P00014,40,352.62,14104.8
O001387,P00058,31,125.82,3900.42
O001388,P00433,46,449.52,20677.92
O001388,P00090,6,514.3,3085.8
O001388,P00032,40,337.15,13486.0
O001388,P00357,8,342.48,2739.84
O001388,P00393,13,205.38,2669.94
O001389,P00085,17,486.53,8271.01
O001389,P00230,33,285.49,9421.17
O001389,P00240,46,11.54,530.84
O001389,P00515,12,458.4,5500.8
O001389,P00292,36,325.25,11709.0
O001390,P00276,23,295.03,6785.69
O001391,P00285,19,194.24,3690.56
O001391,P00466,44,193.2,8500.8
O001391,P00332,46,322.65,14841.9
O001391,P00543,23,225.41,5184.43
O001391,P00323,26,506.49,13168.74
O001392,P00502,19,45.45,863.55
O001393,P00180,35,461.93,16167.55
O001393,P00435,45,171.81,7731.45
O001393,P00556,9,579.1,5211.9
O001393,P00443,4,71.21,284.84
O001394,P00449,9,208.87,1879.83
O001394,P00374,49,212.31,10403.19
O001394,P00587,2,13.19,26.38
O001394,P00349,36,416.99,15011.64
O001394,P00495,3,72.17,216.51
O001394,P00288,11,200.7,2207.7
O001395,P00399,40,554.08,22163.2
O001395,P00138,35,35.07,1227.45
O001396,P00126,21,253.92,5332.32
O001396,P00249,50,259.98,12999.0
O001396,P00593,5,393.67,1968.35
O001396,P00118,39,499.53,19481.67
O001396,P00111,9,186.6,1679.4
O001397,P00302,17,207.23,3522.91
O001397,P00289,29,234.32,6795.28
O001398,P00103,42,181.84,7637.28
O001398,P00069,48,82.24,3947.52
O001398,P00528,7,416.43,2915.01
O001398,P00162,2,203.68,407.36
O001398,P00559,23,85.59,1968.57
O001398,P00033,9,205.13,1846.17
O001399,P00530,1,128.42,128.42
O001399,P00233,18,313.98,5651.64
O001399,P00158,45,366.83,16507.35
O001399,P00410,31,173.2,5369.2
O001400,P00317,47,84.97,3993.59
O001400,P00394,37,136.7,5057.9
O001401,P00356,38,227.88,8659.44
O001401,P00382,16,299.36,4789.76
O001401,P00336,33,81.42,2686.86
O001401,P00212,7,29.25,204.75
O001402,P00595,24,66.2,1588.8
O001402,P00185,39,293.83,11459.37
O001402,P00022,14,81.08,1135.12
O001402,P00057,17,166.96,2838.32
O001403,P00062,14,332.6,4656.4
O001403,P00587,19,10.55,200.45
O001403,P00364,13,550.04,7150.52
O001403,P00095,32,228.73,7319.36
O001404,P00158,29,310.82,9013.78
O001404,P00217,39,126.2,4921.8
O001404,P00300,45,50.14,2256.3
O001404,P00090,36,442.16,15917.76
O001404,P00565,23,57.84,1330.32
O001405,P00102,44,123.12,5417.28
O001405,P00549,45,449.94,20247.3
O001405,P00208,50,465.88,23294.0
O001405,P00032,43,345.64,14862.52
O001405,P00018,22,450.93,9920.46
O001406,P00089,22,219.5,4829.0
O001406,P00475,39,262.86,10251.54
O001407,P00103,20,197.15,3943.0
O001407,P00254,18,361.48,6506.64
O001407,P00425,27,113.15,3055.05
O001408,P00041,2,323.69,647.38
O001408,P00372,6,183.22,1099.32
O001408,P00414,4,357.85,1431.4
O001408,P00150,19,188.72,3585.68
O001408,P00398,4,270.48,1081.92
O001409,P00011,33,283.15,9343.95
O001409,P00586,16,185.45,2967.2
O001409,P00148,37,304.08,11250.96
O001409,P00219,43,433.88,18656.84
O001409,P00587,11,12.44,136.84
O001409,P00175,42,425.1,17854.2
O001410,P00143,49,174.57,8553.93
O001411,P00159,6,283.42,1700.52
O001411,P00057,45,151.71,6826.95
O001411,P00162,20,187.95,3759.0
O001411,P00567,31,361.12,11194.72
O001411,P00130,26,24.73,642.98
O001412,P00558,27,460.61,12436.47
O001412,P00103,44,219.55,9660.2
O001413,P00387,34,127.7,4341.8
O001413,P00139,23,277.58,6384.34
O001413,P00346,13,347.23,4513.99
O001414,P00063,38,298.34,11336.92
O001414,P00359,24,468.33,11239.92
O001414,P00458,49,72.67,3560.83
O001414,P00179,7,200.84,1405.88
O001414,P00286,7,41.02,287.14
O001415,P00509,6,86.69,520.14
O001415,P00483,35,393.58,13775.3
O001415,P00111,11,185.91,2045.01
O001415,P00458,20,68.07,1361.4
O001415,P00125,34,311.49,10590.66
O001416,P00125,23,315.91,7265.93
O001416,P00361,37,93.33,3453.21
O001416,P00296,3,287.24,861.72
O001416,P00221,42,280.09,11763.78
O001416,P00142,31,647.49,20072.19
O001416,P00326,6,23.58,141.48
O001417,P00396,42,92.7,3893.4
O001417,P00492,46,187.7,8634.2
O001417,P00029,20,79.72,1594.4
O001417,P00134,28,105.94,2966.32
O001418,P00090,34,552.63,18789.42
O001418,P00429,5,137.88,689.4
O001419,P00368,40,187.53,7501.2
O001419,P00355,17,96.72,1644.24
O001419,P00564,18,131.94,2374.92
O001419,P00238,21,237.85,4994.85
O001419,P00328,28,229.17,6416.76
O001419,P00467,37,365.96,13540.52
O001420,P00333,4,390.12,1560.48
O001420,P00145,38,407.37,15480.06
O001420,P00237,48,257.35,12352.8
O001420,P00047,32,118.57,3794.24
O001420,P00531,40,77.06,3082.4
O001421,P00395,21,105.54,2216.34
O001421,P00044,34,64.38,2188.92
O001421,P00473,25,402.14,10053.5
O001422,P00245,14,539.86,7558.04
O001422,P00551,39,232.97,9085.83
O001423,P00202,43,604.81,26006.83
O001423,P00226,20,9.88,197.6
O001423,P00496,5,23.15,115.75
O001423,P00357,31,340.65,10560.15
O001424,P00553,41,49.43,2026.63
O001424,P00199,46,405.01,18630.46
O001424,P00334,26,5.07,131.82
O001424,P00207,49,485.75,23801.75
O001425,P00004,47,136.27,6404.69
O001426,P00265,33,155.15,5119.95
O001426,P00358,17,351.29,5971.93
O001426,P00264,14,184.78,2586.92
O001426,P00066,44,92.98,4091.12
O001427,P00579,15,54.25,813.75
O001428,P00451,2,90.39,180.78
O001428,P00518,23,182.33,4193.59
O001429,P00154,13,341.43,4438.59
O001429,P00399,22,454.87,10007.14
O001430,P00518,29,217.52,6308.08
O001431,P00105,12,46.18,554.16
O001431,P00280,7,200.38,1402.66
O001431,P00577,14,495.27,6933.78
O001431,P00498,50,239.0,11950.0
O001432,P00473,24,342.65,8223.6
O001432,P00225,12,523.03,6276.36
O001432,P00233,48,249.04,11953.92
O001432,P00308,14,96.05,1344.7
O001432,P00341,34,376.23,12791.82
O001433,P00390,21,512.36,10759.56
O001433,P00001,21,227.68,4781.28
O001433,P00459,10,101.96,1019.6
O001433,P00469,14,388.38,5437.32
O001433,P00288,10,245.74,2457.4
O001434,P00322,46,34.73,1597.58
O001434,P00061,48,521.23,25019.04
O001434,P00209,36,285.39,10274.04
O001434,P00138,30,28.87,866.1
O001434,P00113,21,320.82,6737.22
O001435,P00418,5,137.91,689.55
O001435,P00164,12,395.27,4743.24
O001435,P00021,8,243.22,1945.76
O001436,P00466,24,203.65,4887.6
O001437,P00382,37,362.05,13395.85
O001438,P00541,22,40.46,890.12
O001438,P00053,49,101.9,4993.1
O001438,P00450,11,38.66,425.26
O001439,P00312,32,523.52,16752.64
O001439,P00419,37,496.55,18372.35
O001439,P00167,49,303.31,14862.19
O001439,P00475,26,217.8,5662.8
O001439,P00541,26,41.82,1087.32
O001439,P00252,37,32.45,1200.65
O001440,P00128,4,355.84,1423.36
O001441,P00252,13,31.45,408.85
O001441,P00538,9,345.97,3113.73
O001441,P00094,47,33.01,1551.47
O001441,P00056,17,177.12,3011.04
O001441,P00470,4,181.97,727.88
O001441,P00033,1,180.42,180.42
O001442,P00391,19,346.94,6591.86
O001442,P00007,3,337.87,1013.61
O001443,P00394,28,144.23,4038.44
O001443,P00282,45,214.61,9657.45
O001443,P00130,22,25.77,566.94
O001444,P00533,6,143.52,861.12
O001444,P00502,44,51.47,2264.68
O001444,P00553,5,57.19,285.95
O001445,P00297,22,387.91,8534.02
O001445,P00140,18,120.09,2161.62
O001445,P00509,22,83.32,1833.04
O001445,P00045,1,399.03,399.03
O001445,P00090,5,487.35,2436.75
O001446,P00051,25,413.16,10329.0
O001447,P00030,31,494.93,15342.83
O001447,P00345,25,158.67,3966.75
O001447,P00109,22,73.63,1619.86
O001447,P00451,29,91.84,2663.36
O001447,P00223,29,361.73,10490.17
O001448,P00317,44,76.79,3378.76
O001448,P00300,12,49.93,599.16
O001448,P00003,4,294.23,1176.92
O001449,P00256,38,202.57,7697.66
O001449,P00331,46,405.34,18645.64
O001450,P00360,48,55.18,2648.64
O001450,P00118,5,462.07,2310.35
O001450,P00514,49,112.95,5534.55
O001450,P00530,32,154.54,4945.28
O001450,P00386,28,273.32,7652.96
O001451,P00229,49,126.19,6183.31
O001451,P00078,6,259.12,1554.72
O001451,P00177,17,549.82,9346.94
O001451,P00270,3,126.12,378.36
O001451,P00194,12,94.61,1135.32
O001452,P00450,18,33.14,596.52
O001452,P00309,14,221.93,3107.02
O001452,P00196,47,476.13,22378.11
O001452,P00597,39,109.71,4278.69
O001453,P00444,15,338.78,5081.7
O001453,P00038,30,548.13,16443.9
O001453,P00375,37,25.09,928.33
O001453,P00311,3,316.88,950.64
O001453,P00253,8,270.23,2161.84
O001453,P00495,9,69.36,624.24
O001454,P00043,33,47.22,1558.26
O001454,P00474,30,259.13,7773.9
O001454,P00415,49,246.07,12057.43
O001454,P00138,33,31.64,1044.12
O001454,P00214,40,323.76,12950.4
O001454,P00284,42,546.5,22953.0
O001455,P00535,32,345.87,11067.84
O001455,P00072,16,126.42,2022.72
O001455,P00418,45,139.05,6257.25
O001455,P00264,8,223.65,1789.2
O001455,P00392,50,261.87,13093.5
O001456,P00190,47,29.03,1364.41
O001456,P00284,19,522.85,9934.15
O001456,P00143,25,175.11,4377.75
O001456,P00097,25,219.66,5491.5
O001456,P00313,7,41.83,292.81
O001457,P00447,8,15.63,125.04
O001457,P00172,23,239.22,5502.06
O001457,P00114,48,109.88,5274.24
O001457,P00504,19,534.49,10155.31
O001458,P00330,43,250.31,10763.33
O001458,P00479,50,404.51,20225.5
O001458,P00547,44,358.53,15775.32
O001459,P00535,27,375.66,10142.82
O001459,P00413,15,60.18,902.7
O001460,P00332,2,290.61,581.22
O001460,P00100,19,158.13,3004.47
O001460,P00551,16,230.42,3686.72
O001460,P00544,41,431.06,17673.46
O001460,P00055,33,49.94,1648.02
O001460,P00181,22,241.16,5305.52
O001461,P00491,6,168.76,1012.56
O001461,P00528,9,331.39,2982.51
O001461,P00575,26,126.78,3296.28
O001461,P00223,1,424.04,424.04
O001461,P00015,37,229.69,8498.53
O001462,P00103,26,211.48,5498.48
O001462,P00434,15,381.56,5723.4
O001463,P00254,21,369.2,7753.2
O001464,P00236,9,184.2,1657.8
O001465,P00179,45,185.91,8365.95
O001465,P00310,34,86.52,2941.68
O001465,P00270,5,131.31,656.55
O001465,P00021,8,250.43,2003.44
O001465,P00288,39,233.57,9109.23
O001466,P00267,27,428.22,11561.94
O001466,P00179,32,218.11,6979.52
O001466,P00312,22,480.53,10571.66
O001466,P00180,35,500.57,17519.95
O001467,P00072,5,108.38,541.9
O001467,P00157,9,137.15,1234.35
O001468,P00168,47,196.91,9254.77
O001468,P00012,33,440.4,14533.2
O001468,P00417,41,402.87,16517.67
O001469,P00319,41,408.47,16747.27
O001469,P00453,39,77.75,3032.25
O001469,P00300,49,42.49,2082.01
O001469,P00041,13,306.25,3981.25
O001470,P00445,46,128.9,5929.4
O001470,P00034,48,193.7,9297.6
O001470,P00544,44,457.21,20117.24
O001470,P00134,48,104.4,5011.2
O001471,P00073,43,235.39,10121.77
O001471,P00322,43,31.43,1351.49
O001471,P00063,37,381.75,14124.75
O001471,P00087,16,265.75,4252.0
O001471,P00232,14,255.63,3578.82
O001471,P00106,36,273.21,9835.56
O001472,P00433,40,504.17,20166.8
O001473,P00546,5,229.01,1145.05
O001473,P00314,27,144.62,3904.74
O001473,P00335,21,115.19,2418.99
O001473,P00049,34,77.03,2619.02
O001473,P00461,12,87.8,1053.6
O001474,P00119,4,71.21,284.84
O001474,P00373,43,13.11,563.73
O001475,P00455,37,388.78,14384.86
O001475,P00060,13,189.6,2464.8
O001475,P00482,23,63.79,1467.17
O001476,P00293,37,234.15,8663.55
O001476,P00414,17,309.91,5268.47
O001476,P00138,41,33.31,1365.71
O001477,P00085,7,513.23,3592.61
O001477,P00368,44,194.62,8563.28
O001477,P00398,10,277.15,2771.5
O001477,P00308,35,87.58,3065.3
O001478,P00009,11,402.95,4432.45
O001478,P00489,5,461.28,2306.4
O001478,P00290,11,551.84,6070.24
O001478,P00241,14,124.78,1746.92
O001479,P00038,48,539.13,25878.24
O001479,P00098,6,271.52,1629.12
O001479,P00016,36,243.02,8748.72
O001479,P00542,22,213.05,4687.1
O001479,P00315,41,291.66,11958.06
O001479,P00282,23,233.75,5376.25
O001480,P00299,27,59.34,1602.18
O001480,P00590,31,176.12,5459.72
O001480,P00470,11,217.15,2388.65
O001480,P00201,44,253.89,11171.16
O001480,P00530,42,135.39,5686.38
O001480,P00088,14,334.74,4686.36
O001481,P00149,21,314.88,6612.48
O001481,P00253,39,223.72,8725.08
O001481,P00364,46,567.15,26088.9
O001481,P00392,1,291.31,291.31
O001482,P00285,7,192.66,1348.62
O001482,P00257,2,203.75,407.5
O001482,P00369,9,133.89,1205.01
O001482,P00289,34,233.35,7933.9
O001482,P00175,46,467.65,21511.9
O001483,P00196,15,566.65,8499.75
O001483,P00233,35,274.3,9600.5
O001483,P00060,39,199.76,7790.64
O001483,P00570,7,312.11,2184.77
O001483,P00421,48,35.64,1710.72
O001483,P00293,20,229.09,4581.8
O001484,P00212,24,35.48,851.52
O001484,P00150,35,186.28,6519.8
O001484,P00247,18,205.34,3696.12
O001484,P00016,46,254.37,11701.02
O001485,P00401,30,172.04,5161.2
O001485,P00049,35,77.51,2712.85
O001485,P00053,48,85.29,4093.92
O001485,P00350,39,378.02,14742.78
O001485,P00484,13,210.52,2736.76
O001486,P00463,4,386.42,1545.68
O001486,P00299,17,58.34,991.78
O001486,P00069,28,72.37,2026.36
O001487,P00110,21,260.91,5479.11
O001487,P00465,18,160.38,2886.84
O001488,P00416,25,316.45,7911.25
O001488,P00473,17,376.98,6408.66
O001488,P00390,44,465.12,20465.28
O001489,P00453,41,78.91,3235.31
O001489,P00372,25,187.57,4689.25
O001489,P00260,13,498.92,6485.96
O001490,P00196,4,488.79,1955.16
O001490,P00267,23,429.83,9886.09
O001490,P00428,34,53.89,1832.26
O001490,P00231,32,206.06,6593.92
O001490,P00481,26,81.58,2121.08
O001490,P00165,45,162.42,7308.9
O001491,P00405,20,73.13,1462.6
O001491,P00505,47,85.57,4021.79
O001491,P00579,26,53.57,1392.82
O001491,P00142,16,646.84,10349.44
O001491,P00572,47,373.23,17541.81
O001491,P00073,49,216.12,10589.88
O001492,P00488,39,85.16,3321.24
O001493,P00320,10,320.97,3209.7
O001493,P00297,16,371.64,5946.24
O001493,P00249,23,318.83,7333.09
O001493,P00082,20,158.69,3173.8
O001493,P00201,27,240.62,6496.74
O001493,P00443,13,72.46,941.98
O001494,P00503,30,239.56,7186.8
O001495,P00028,11,245.6,2701.6
O001495,P00202,9,510.91,4598.19
O001495,P00323,43,513.66,22087.38
O001495,P00473,19,342.61,6509.59
O001495,P00580,12,143.71,1724.52
O001496,P00323,23,507.72,11677.56
O001497,P00299,22,58.04,1276.88
O001498,P00266,44,213.94,9413.36
O001498,P00498,48,268.3,12878.4
O001499,P00472,41,110.6,4534.6
O001499,P00487,37,167.96,6214.52
O001499,P00089,39,232.8,9079.2
O001499,P00061,41,526.86,21601.26
O001500,P00562,14,49.56,693.84
O001500,P00559,42,90.91,3818.22
O001500,P00051,41,437.22,17926.02
O001501,P00166,46,408.32,18782.72
O001501,P00261,24,366.09,8786.16
O001502,P00488,35,75.83,2654.05
O001503,P00584,50,216.89,10844.5
O001503,P00165,24,147.73,3545.52
O001503,P00475,44,237.61,10454.84
O001503,P00254,17,390.71,6642.07
O001503,P00118,16,521.95,8351.2
O001504,P00377,26,583.66,15175.16
O001504,P00460,2,157.32,314.64
O001504,P00462,7,285.93,2001.51
O001504,P00342,38,83.37,3168.06
O001504,P00151,5,435.88,2179.4
O001504,P00312,25,552.39,13809.75
O001505,P00468,30,517.37,15521.1
O001505,P00072,34,123.75,4207.5
O001505,P00213,27,424.97,11474.19
O001505,P00407,43,596.84,25664.12
O001505,P00064,12,463.19,5558.28
O001506,P00173,29,258.71,7502.59
O001506,P00584,27,217.1,5861.7
O001506,P00119,46,65.49,3012.54
O001506,P00189,26,234.76,6103.76
O001506,P00015,7,248.66,1740.62
O001507,P00236,50,185.56,9278.0
O001507,P00532,45,42.22,1899.9
O001507,P00321,43,293.1,12603.3
O001507,P00409,11,457.56,5033.16
O001507,P00243,10,121.64,1216.4
O001508,P00193,3,179.8,539.4
O001508,P00070,7,68.43,479.01
O001508,P00244,6,377.73,2266.38
O001508,P00123,48,382.95,18381.6
O001508,P00275,3,342.38,1027.14
O001508,P00514,23,124.93,2873.39
O001509,P00408,8,118.28,946.24
O001509,P00005,28,67.1,1878.8
O001510,P00450,41,35.32,1448.12
O001510,P00342,5,77.41,387.05
O001510,P00427,29,207.67,6022.43
O001511,P00378,43,488.92,21023.56
O001511,P00319,44,347.83,15304.52
O001511,P00155,7,145.15,1016.05
O001511,P00239,23,366.67,8433.41
O001512,P00260,30,488.45,14653.5
O001512,P00378,28,472.3,13224.4
O001512,P00584,8,194.75,1558.0
O001512,P00557,40,90.6,3624.0
O001513,P00131,13,65.29,848.77
O001513,P00080,27,185.76,5015.52
O001513,P00562,31,48.97,1518.07
O001513,P00525,28,234.28,6559.84
O001514,P00180,32,450.55,14417.6
O001514,P00210,20,309.79,6195.8
O001514,P00160,4,155.95,623.8
O001514,P00295,12,422.65,5071.8
O001515,P00353,33,464.29,15321.57
O001515,P00204,10,256.44,2564.4
O001515,P00015,36,221.21,7963.56
O001515,P00203,49,282.51,13842.99
O001515,P00590,30,162.0,4860.0
O001516,P00328,37,214.77,7946.49
O001516,P00460,3,191.84,575.52
O001517,P00237,13,269.68,3505.84
O001517,P00075,3,270.18,810.54
O001517,P00504,46,475.61,21878.06
O001518,P00507,44,256.08,11267.52
O001519,P00368,35,174.67,6113.45
O001519,P00224,19,409.74,7785.06
O001520,P00582,35,179.91,6296.85
O001520,P00364,21,477.92,10036.32
O001520,P00294,50,164.45,8222.5
O001520,P00465,15,191.96,2879.4
O001520,P00053,24,90.59,2174.16
O001521,P00462,48,290.18,13928.64
O001521,P00069,25,80.23,2005.75
O001522,P00206,26,176.96,4600.96
O001522,P00475,28,222.04,6217.12
O001522,P00309,22,231.25,5087.5
O001522,P00010,4,363.71,1454.84
O001522,P00582,16,207.85,3325.6
O001523,P00508,23,260.35,5988.05
O001523,P00009,18,411.66,7409.88
O001523,P00498,29,237.46,6886.34
O001524,P00594,44,264.83,11652.52
O001524,P00170,3,229.44,688.32
O001524,P00079,37,371.25,13736.25
O001525,P00162,5,207.52,1037.6
O001525,P00416,7,300.03,2100.21
O001525,P00012,29,515.49,14949.21
O001525,P00378,15,408.13,6121.95
O001526,P00374,8,257.37,2058.96
O001526,P00357,6,361.52,2169.12
O001526,P00301,2,64.75,129.5
O001526,P00192,23,263.45,6059.35
O001527,P00119,6,68.58,411.48
O001527,P00126,11,249.96,2749.56
O001528,P00307,31,246.27,7634.37
O001528,P00553,5,62.92,314.6
O001528,P00482,45,73.14,3291.3
O001528,P00370,48,55.85,2680.8
O001529,P00197,37,9.82,363.34
O001530,P00425,44,139.37,6132.28
O001530,P00100,34,144.37,4908.58
O001531,P00107,37,30.36,1123.32
O001531,P00321,37,296.29,10962.73
O001531,P00342,43,70.69,3039.67
O001531,P00208,33,426.02,14058.66
O001531,P00050,16,355.22,5683.52
O001532,P00543,49,192.27,9421.23
