account_id,account_name,industry,tier,employees,geo_id,created_at,updated_at,is_deleted
A00450,Shelton-Henry,Logistics,Tier 3,191,GEO0579,2024-01-08T21:08:51,2024-11-09T08:43:50,0
A00451,Lewis Ltd,Retail,Tier 1,20,GEO0402,2025-08-29T00:32:23,2025-11-18T21:51:31,0
A00452,Burns PLC,Retail,Tier 3,58,GEO0365,2024-10-13T12:17:06,2025-04-22T03:56:07,0
A00453,Matthews PLC,Healthcare,Tier 1,16702,GEO0345,2024-05-19T22:55:10,2025-12-30T11:03:04,0
A00454,Jackson Inc,Manufacturing,Tier 1,12359,GEO0423,2024-05-10T03:13:36,2025-12-22T20:43:08,0
A00455,Smith Ltd,Government,Tier 3,779,GEO0746,2026-01-03T07:20:02,2026-01-14T04:06:45,0
A00456,Jackson PLC,Retail,Tier 2,7530,GEO0762,2025-09-24T18:21:14,2025-10-30T02:00:21,0
A00457,"Middleton, Taylor and Ward",Energy,Tier 3,55,GEO0006,2025-05-05T09:59:41,2025-09-08T20:20:53,0
A00458,Armstrong-Clarke,Energy,Tier 3,450,GEO0446,2025-12-29T19:50:34,2026-02-22T02:31:26,0
A00459,"Mccullough, Wright and Mccormick",Retail,Tier 3,177,GEO0627,2024-01-23T11:17:51,2024-08-24T23:07:52,0
A00460,"Lamb, Contreras and Hebert",Telecom,Tier 1,30,GEO0735,2025-12-08T00:59:19,2026-02-17T16:08:52,0
A00461,Reynolds Inc,Energy,Tier 3,11544,GEO0683,2025-02-20T20:01:40,2025-03-05T19:35:12,0
A00462,Thompson and Sons,Telecom,Tier 1,120,GEO0672,2024-06-29T20:44:42,2026-01-26T06:39:29,0
A00463,Williams-Smith,Healthcare,Tier 1,1505,GEO0600,2025-01-17T11:26:44,2026-01-26T14:39:45,0
A00464,"Mcdonald, May and Smith",FinTech,Tier 2,32403,GEO0438,2026-02-19T09:51:17,2026-02-19T03:14:01,0
A00465,Barton-Garcia,Telecom,Tier 1,92,GEO0194,2025-08-13T20:47:10,2025-10-31T20:37:29,0
A00466,Buchanan Inc,Telecom,Tier 3,27954,GEO0021,2024-02-14T13:55:35,2025-07-19T15:35:53,0
A00467,Weaver-Hernandez,Healthcare,Tier 1,10943,GEO0136,2024-04-28T04:34:44,2025-04-15T09:02:17,0
A00468,Smith-Hicks,FinTech,Tier 1,27570,GEO0399,2024-05-24T21:16:20,2024-07-25T03:20:50,0
A00469,"Hogan, Wood and Johnston",Healthcare,Tier 1,1832,GEO0544,2026-02-05T16:07:39,2026-03-01T00:26:00,0
A00470,"Williams, Nguyen and Shah",Healthcare,Tier 3,1324,GEO0255,2024-12-06T15:02:21,2025-11-10T23:27:19,0
A00471,Norman and Sons,Retail,Tier 2,47,GEO0633,2025-04-17T12:36:32,2025-06-04T10:52:15,0
A00472,"Dalton, Butler and Reyes",Government,Tier 1,59,GEO0275,2024-10-04T00:39:40,2025-02-22T13:38:29,0
A00473,Smith PLC,Manufacturing,Tier 1,40,GEO0754,2025-06-06T16:21:44,2025-08-23T01:41:23,0
A00474,"Hanson, Bryant and Norris",Government,Tier 3,219,GEO0615,2024-09-21T08:03:21,2025-09-22T13:22:46,0
A00475,"Ramirez, Rodriguez and Maxwell",Retail,Tier 3,18846,GEO0763,2025-01-08T07:49:38,2026-02-06T11:02:16,0
A00476,Brooks PLC,Energy,Tier 3,11182,GEO0072,2024-10-30T00:37:23,2025-03-22T10:23:17,0
A00477,Young LLC,Retail,Tier 1,144,GEO0053,2025-09-09T14:56:44,2026-02-02T09:59:57,0
A00478,"Le, Wright and Martinez",Energy,Tier 1,57,GEO0713,2024-10-27T04:39:40,2025-08-16T10:42:32,0
A00479,Austin-Pham,Energy,Tier 1,28891,GEO0636,2025-04-15T07:00:54,2025-09-04T19:54:20,0
A00480,Fischer and Sons,Government,Tier 1,1820,GEO0659,2025-10-24T17:41:43,2026-01-29T22:18:04,0
A00481,Guzman-Simmons,Manufacturing,Tier 3,13041,GEO0600,2025-03-20T21:58:04,2025-03-26T23:21:46,0
A00482,Boyd-Harris,Healthcare,Tier 2,36,GEO0437,2025-07-31T16:37:46,2025-10-11T12:10:15,0
A00483,Hale PLC,FinTech,Tier 2,1897,GEO0778,2024-03-26T07:57:40,2025-06-05T07:00:03,0
A00484,"Watts, Weaver and Guerrero",Energy,Tier 3,22954,GEO0774,2025-11-27T01:05:22,2026-01-16T09:00:29,0
A00485,"Henry, Rogers and Levine",Government,Tier 2,1026,GEO0059,2025-10-06T02:16:59,2026-01-13T23:58:28,0
A00486,"Dalton, Pacheco and Dennis",Healthcare,Tier 3,139,GEO0017,2024-12-14T11:48:30,2025-08-05T08:44:06,0
A00487,"Vaughn, Merritt and Nunez",Retail,Tier 2,1052,GEO0205,2025-02-06T14:25:19,2025-02-12T12:13:15,0
A00488,"Blake, Nguyen and Washington",Government,Tier 3,110,GEO0326,2025-01-01T02:03:27,2025-10-20T13:29:36,0
A00489,"Turner, Powers and Pena",Manufacturing,Tier 3,57,GEO0789,2025-09-05T07:19:18,2025-10-26T13:38:58,0
A00490,Williams Inc,Government,Tier 1,14165,GEO0391,2025-05-30T16:13:31,2025-10-22T14:28:40,0
A00491,"Burnett, Harmon and Bush",Telecom,Tier 3,657,GEO0111,2024-03-11T23:03:07,2024-05-04T15:34:27,0
A00492,Hall and Sons,Logistics,Tier 2,64,GEO0425,2025-01-27T06:21:59,2025-11-03T22:49:06,0
A00493,Morales and Sons,Government,Tier 2,37398,GEO0400,2025-11-19T20:03:40,2026-02-13T12:06:32,0
A00494,Hanson-Wilson,FinTech,Tier 2,1814,GEO0427,2024-11-15T00:33:42,2025-05-23T14:57:25,0
A00495,White-Baker,Logistics,Tier 1,15284,GEO0795,2025-03-15T05:56:18,2025-05-20T17:49:27,0
A00496,Mullins-Miller,Healthcare,Tier 2,35,GEO0444,2024-07-01T14:14:26,2025-08-01T23:21:27,0
A00497,Patel-Griffith,Manufacturing,Tier 3,973,GEO0259,2025-04-13T05:31:43,2025-12-22T05:59:50,0
A00498,"Brewer, Hamilton and Wright",FinTech,Tier 2,192,GEO0558,2024-07-18T08:29:44,2025-10-03T13:22:44,0
A00499,Lucero Ltd,Telecom,Tier 3,40,GEO0627,2026-01-31T05:10:25,2026-02-03T22:42:47,0
A00500,Estrada-Weaver,Manufacturing,Tier 2,1644,GEO0548,2024-05-10T23:28:11,2025-02-07T22:16:38,0
A00501,Bennett Inc,FinTech,Tier 2,1670,GEO0530,2025-04-11T03:19:51,2026-01-04T20:04:01,0
A00502,Torres-Garrison,Government,Tier 3,6653,GEO0108,2025-09-01T07:13:33,2026-02-11T00:31:00,0
A00503,Rodriguez Ltd,Manufacturing,Tier 3,918,GEO0124,2025-10-09T15:00:21,2025-11-27T07:41:53,0
A00504,"Wolf, Oliver and Morgan",Government,Tier 1,15058,GEO0798,2024-02-11T21:24:03,2025-03-23T18:25:44,0
A00505,Harper-Kline,Government,Tier 2,199,GEO0173,2024-11-10T01:53:12,2024-11-16T17:53:58,0
A00506,"Hernandez, Mckinney and Nguyen",Government,Tier 3,38392,GEO0024,2025-03-27T20:48:01,2025-08-06T01:51:18,0
A00507,"Rogers, Alvarez and Hall",Retail,Tier 2,28592,GEO0730,2024-10-01T20:43:06,2025-04-25T00:25:12,0
A00508,"Price, Torres and Wilson",Government,Tier 1,7776,GEO0560,2024-10-17T00:18:50,2025-07-07T00:32:35,0
A00509,Davis Group,Government,Tier 3,36261,GEO0285,2024-01-07T22:31:23,2025-07-02T22:16:50,0
A00510,Johnson-Duran,Healthcare,Tier 2,699,GEO0095,2024-02-24T02:52:13,2025-08-28T19:38:48,0
A00511,Graves PLC,Manufacturing,Tier 2,19245,GEO0355,2025-04-14T08:21:50,2026-01-16T23:56:49,0
A00512,"Brown, Wilson and Rodriguez",Government,Tier 3,15254,GEO0162,2024-01-24T01:07:37,2026-02-26T19:20:08,0
A00513,Wright-Martin,Energy,Tier 3,31177,GEO0735,2024-03-17T16:10:53,2025-01-13T11:46:40,0
A00514,Monroe-Young,Manufacturing,Tier 2,64,GEO0091,2025-03-10T04:33:58,2025-04-21T13:12:53,0
A00515,Reed-Baker,FinTech,Tier 1,32,GEO0532,2025-09-24T06:55:35,2025-12-23T12:35:40,0
A00516,"Morrow, Edwards and Wade",Government,Tier 2,20,GEO0079,2025-02-07T10:43:02,2026-02-03T07:17:13,0
A00517,"Garrett, Mason and May",Healthcare,Tier 3,611,GEO0135,2025-03-14T05:07:54,2025-07-14T08:52:12,0
A00518,Mason-Beck,Telecom,Tier 1,233,GEO0236,2025-01-13T09:39:08,2025-02-17T07:40:34,0
A00519,Brown-Cole,FinTech,Tier 3,57,GEO0701,2024-01-03T21:42:32,2025-04-06T01:09:16,0
A00520,Reed and Sons,Energy,Tier 3,93,GEO0384,2025-02-15T21:53:03,2025-10-13T12:40:37,0
A00521,Riley-Leach,Telecom,Tier 1,1768,GEO0579,2024-02-26T01:35:36,2025-05-17T14:19:16,0
A00522,Stafford and Sons,Government,Tier 3,25853,GEO0561,2025-10-21T15:58:04,2026-02-02T22:43:07,0
A00523,Richardson-Reeves,FinTech,Tier 1,997,GEO0343,2025-01-06T21:05:01,2026-01-25T22:43:05,0
A00524,"Moses, Harris and Villegas",Healthcare,Tier 1,27,GEO0424,2024-09-05T07:56:25,2026-01-26T05:27:32,0
A00525,Jensen-Williams,Manufacturing,Tier 1,28940,GEO0750,2025-03-27T01:12:21,2025-04-10T06:46:47,0
A00526,Franklin Inc,Logistics,Tier 2,24506,GEO0296,2024-05-11T16:47:00,2025-02-16T04:18:57,0
A00527,Blanchard Group,Government,Tier 1,30233,GEO0269,2025-07-21T23:35:47,2025-09-16T18:10:04,0
A00528,"Nguyen, Austin and Davis",Energy,Tier 1,34477,GEO0628,2024-03-07T11:33:28,2024-11-01T06:51:47,0
A00529,"Miles, Lopez and Mata",FinTech,Tier 2,28163,GEO0540,2024-09-27T04:39:13,2024-11-21T00:47:31,0
A00530,Miller Group,Logistics,Tier 1,1127,GEO0585,2025-04-28T13:54:17,2025-08-24T16:42:21,0
A00531,"Chung, Jackson and Lloyd",Healthcare,Tier 2,1123,GEO0684,2025-06-21T08:57:47,2025-12-31T10:49:22,0
A00532,Smith-Sexton,Manufacturing,Tier 2,1248,GEO0686,2024-06-16T20:16:11,2024-09-23T01:37:17,0
A00533,"Young, Williams and Reed",Logistics,Tier 2,31834,GEO0266,2025-07-10T20:46:16,2026-01-16T16:37:32,0
A00534,Elliott-Andrews,Retail,Tier 3,5246,GEO0764,2024-01-07T00:49:45,2025-04-30T11:50:45,0
A00535,Rios Group,Manufacturing,Tier 3,1688,GEO0050,2024-08-13T12:28:48,2025-10-20T00:01:55,0
A00536,Smith-Wilson,Energy,Tier 1,132,GEO0773,2025-12-22T19:26:48,2026-02-02T09:47:52,0
A00537,West-Brown,Energy,Tier 3,16169,GEO0384,2025-06-22T20:00:58,2025-12-26T11:13:59,0
A00538,Alexander Group,Manufacturing,Tier 2,7212,GEO0500,2025-02-24T12:31:32,2025-03-16T08:49:52,0
A00539,Garcia-Ballard,Logistics,Tier 2,1603,GEO0546,2025-03-30T11:50:08,2026-01-23T05:23:32,0
A00540,Jacobs-Gallegos,Retail,Tier 2,213,GEO0406,2024-09-25T08:20:36,2025-03-21T03:41:32,0
A00541,Fernandez LLC,Retail,Tier 3,909,GEO0185,2024-07-26T12:49:33,2025-09-08T19:46:16,0
A00542,Ramsey LLC,Retail,Tier 3,1931,GEO0351,2025-01-24T10:46:31,2025-02-25T08:06:42,0
A00543,"Nelson, Vaughn and Marquez",Telecom,Tier 2,181,GEO0332,2025-07-18T10:25:26,2025-09-05T04:26:57,0
A00544,Wheeler Inc,FinTech,Tier 1,24290,GEO0774,2024-10-10T21:40:31,2025-07-14T23:26:21,0
A00545,"Diaz, Kirby and Hamilton",Government,Tier 2,985,GEO0452,2024-08-26T14:57:13,2025-11-05T00:14:58,0
A00546,"Love, Scott and Cunningham",Retail,Tier 3,1668,GEO0259,2024-04-08T10:35:27,2024-07-01T11:56:17,0
A00547,Scott Group,Energy,Tier 2,8638,GEO0440,2025-09-17T21:22:04,2026-02-17T19:26:32,0
A00548,"Rodriguez, Hernandez and Ewing",Healthcare,Tier 2,11248,GEO0075,2025-12-08T18:40:03,2026-02-11T04:58:14,0
A00549,"Kelley, Dennis and Smith",Logistics,Tier 2,161,GEO0006,2024-04-22T06:14:44,2026-01-03T16:01:17,0
A00550,"Nielsen, Mccoy and Grant",Manufacturing,Tier 1,135,GEO0699,2025-12-26T08:12:44,2026-02-26T10:34:47,0
A00551,Holder-Bush,Retail,Tier 1,24540,GEO0380,2026-01-05T12:58:47,2026-02-13T23:54:28,0
A00552,"Allen, Brown and George",Government,Tier 1,749,GEO0425,2024-03-07T14:53:07,2025-04-04T06:07:44,0
A00553,Fuller and Sons,Manufacturing,Tier 3,22,GEO0713,2025-09-22T20:47:57,2026-01-18T16:48:25,0
A00554,Henry PLC,Retail,Tier 3,156,GEO0067,2024-04-23T17:14:43,2025-02-04T22:43:17,0
A00555,Marshall Group,FinTech,Tier 3,4978,GEO0059,2024-05-13T16:56:57,2024-12-29T10:42:35,0
A00556,Wright Ltd,Telecom,Tier 2,1510,GEO0139,2026-01-20T20:19:03,2026-02-21T10:49:59,0
A00557,Murphy PLC,Healthcare,Tier 1,25750,GEO0657,2024-10-24T08:59:39,2025-01-23T16:31:24,0
A00558,"Wilson, Lucas and Moran",Government,Tier 2,16909,GEO0616,2025-04-23T13:26:35,2026-01-12T02:19:21,0
A00559,"Santos, Martin and Gonzales",Healthcare,Tier 3,88,GEO0697,2024-08-05T23:56:12,2025-12-18T06:12:51,0
A00560,Garcia-Cox,Energy,Tier 1,397,GEO0195,2025-02-08T09:35:36,2025-03-10T04:01:33,0
A00561,Gardner Group,Telecom,Tier 1,9153,GEO0602,2024-05-23T04:05:20,2025-09-22T21:32:27,0
A00562,"Heath, Collins and Baker",Energy,Tier 3,12693,GEO0325,2024-09-20T13:05:51,2025-03-10T00:50:20,0
A00563,Graham-Graves,Telecom,Tier 1,19,GEO0486,2025-11-22T12:10:18,2026-01-15T11:09:57,0
A00564,Brown Ltd,Healthcare,Tier 1,1030,GEO0439,2025-10-05T09:14:29,2026-01-19T04:53:39,0
A00565,Ballard LLC,Logistics,Tier 2,917,GEO0505,2024-06-08T13:56:41,2025-08-12T15:03:59,0
A00566,"Wallace, Jenkins and Crawford",Logistics,Tier 2,5347,GEO0142,2025-03-26T11:45:56,2025-09-28T15:49:22,0
A00567,Morgan LLC,Healthcare,Tier 2,1127,GEO0240,2025-06-03T22:13:29,2025-07-20T03:30:41,0
A00568,Gardner-Salinas,Government,Tier 3,9005,GEO0255,2024-03-14T02:45:46,2025-07-10T17:05:32,0
A00569,Carroll-Good,Government,Tier 3,38035,GEO0086,2025-05-14T03:33:40,2025-12-19T04:15:38,0
A00570,Miller-Myers,Energy,Tier 1,138,GEO0792,2025-04-22T18:23:30,2025-06-01T11:54:25,0
A00571,Berry-Winters,Retail,Tier 1,1896,GEO0730,2024-06-30T15:45:50,2024-09-09T18:48:18,0
A00572,Waller Inc,Government,Tier 2,142,GEO0587,2025-03-20T06:57:28,2025-03-22T17:59:26,0
A00573,"Padilla, Johnson and Johns",Energy,Tier 2,62,GEO0205,2024-03-05T04:50:55,2025-06-18T20:18:11,0
A00574,Cook Ltd,Manufacturing,Tier 2,176,GEO0315,2025-04-27T03:46:55,2025-09-14T15:00:05,1
A00575,Collins-Duncan,FinTech,Tier 3,1731,GEO0645,2024-05-29T22:44:58,2024-11-05T19:08:25,0
A00576,Banks LLC,Healthcare,Tier 1,109,GEO0653,2025-08-25T07:18:09,2025-09-20T08:45:32,0
A00577,Clayton Group,FinTech,Tier 1,501,GEO0115,2025-05-26T04:32:07,2025-07-06T17:01:12,0
A00578,Sanchez-Berger,FinTech,Tier 3,143,GEO0199,2025-08-25T11:37:04,2025-10-13T23:22:59,0
A00579,"Bryant, Parsons and Burnett",FinTech,Tier 1,1702,GEO0085,2024-07-10T16:58:33,2026-01-03T04:19:21,0
A00580,Bauer Ltd,Retail,Tier 3,143,GEO0757,2025-09-26T23:13:13,2026-02-18T03:50:31,0
A00581,Ellis Group,Healthcare,Tier 3,16749,GEO0661,2024-07-21T05:45:44,2025-11-01T10:19:05,0
A00582,Paul-Tucker,Telecom,Tier 1,853,GEO0526,2024-07-27T00:51:59,2025-07-05T22:19:31,0
A00583,"Hernandez, Scott and Evans",Manufacturing,Tier 1,430,GEO0255,2024-12-26T19:02:51,2025-08-27T01:50:54,0
A00584,Coffey and Sons,Energy,Tier 3,20181,GEO0681,2026-01-12T03:00:44,2026-02-11T03:30:52,0
A00585,Monroe LLC,FinTech,Tier 2,15351,GEO0385,2025-04-15T12:58:00,2025-04-15T08:53:49,0
A00586,Lawrence-Snyder,Energy,Tier 2,137,GEO0552,2024-11-16T15:55:23,2025-03-13T14:13:29,0
A00587,Morse-Reed,FinTech,Tier 3,157,GEO0581,2024-06-19T14:09:16,2025-05-04T08:36:30,0
A00588,"Jones, Bolton and Ramirez",Healthcare,Tier 1,106,GEO0079,2024-05-03T09:41:56,2026-02-14T07:26:38,0
A00589,Flynn Group,Logistics,Tier 3,1790,GEO0755,2024-02-17T22:51:32,2025-03-05T07:55:19,0
A00590,"Hall, Walker and Williams",Healthcare,Tier 3,35292,GEO0583,2024-02-22T11:15:32,2026-02-14T19:30:01,0
A00591,"Fisher, Hunt and Baxter",Energy,Tier 1,620,GEO0313,2025-03-21T17:36:25,2025-12-01T17:51:08,0
A00592,"Taylor, Thomas and Wilson",Telecom,Tier 2,458,GEO0399,2024-08-15T02:00:21,2025-04-21T03:34:58,0
A00593,Perry-Clark,Energy,Tier 2,783,GEO0514,2024-10-28T01:51:47,2025-10-15T10:50:06,0
A00594,"Lucas, Howard and Mckee",Energy,Tier 3,13,GEO0514,2025-08-22T10:26:40,2025-10-02T14:00:57,0
A00595,Miller Ltd,Logistics,Tier 3,5814,GEO0790,2024-03-18T03:31:51,2024-07-03T19:40:23,0
A00596,Thompson-Butler,Healthcare,Tier 3,33649,GEO0649,2025-03-27T08:00:35,2026-02-04T17:33:19,0
A00597,Wagner-Massey,Telecom,Tier 2,6909,GEO0289,2025-08-14T23:07:23,2026-02-18T09:20:47,0
A00598,Martinez Group,Energy,Tier 1,200,GEO0637,2025-03-07T16:34:15,2025-09-20T14:00:02,0
A00599,Lee Ltd,Energy,Tier 1,29204,GEO0174,2025-04-11T04:49:35,2025-12-18T23:22:31,0
A00600,Pace-Bryan,Telecom,Tier 1,172,GEO0047,2024-04-08T21:28:21,2025-03-29T15:53:35,0
A00601,Miller PLC,Retail,Tier 2,1960,GEO0227,2025-10-27T03:47:51,2025-11-21T00:02:46,0
A00602,Lewis Ltd,Manufacturing,Tier 1,244,GEO0068,2025-09-26T12:11:01,2026-01-11T20:27:31,0
A00603,Schneider Inc,Manufacturing,Tier 2,22003,GEO0368,2025-09-22T02:46:55,2025-09-29T05:54:32,0
A00604,Martin Ltd,Healthcare,Tier 3,35484,GEO0350,2025-11-14T00:11:27,2025-12-23T19:55:41,0
A00605,Williams Ltd,Logistics,Tier 1,9032,GEO0655,2024-06-06T05:10:47,2025-08-21T10:41:50,0
A00606,Ruiz-Parker,Telecom,Tier 2,1391,GEO0066,2024-03-28T14:33:12,2025-06-05T07:26:33,0
A00607,Davis-Glass,Manufacturing,Tier 1,93,GEO0013,2024-05-10T10:08:27,2024-06-28T01:04:40,0
A00608,"Hogan, Robinson and Wilson",Retail,Tier 1,72,GEO0601,2025-07-06T16:33:52,2026-03-01T17:42:03,0
A00609,Peterson LLC,Healthcare,Tier 1,19295,GEO0771,2024-03-19T06:47:49,2026-02-15T13:22:08,0
A00610,"Hunter, Morris and Perry",Logistics,Tier 1,1107,GEO0339,2024-04-07T05:58:55,2024-05-25T23:22:45,0
A00611,"Peters, Murray and Lee",Retail,Tier 1,165,GEO0522,2024-02-05T10:32:01,2025-07-11T11:40:07,0
A00612,Frank LLC,Retail,Tier 2,15,GEO0097,2025-12-11T05:52:10,2026-01-23T01:53:04,0
A00613,"Peck, Allison and Young",Telecom,Tier 2,1267,GEO0146,2024-06-19T14:51:02,2025-01-04T18:03:37,0
A00614,Hart-Rodriguez,Logistics,Tier 2,1407,GEO0572,2024-09-09T19:15:31,2024-12-28T19:05:02,0
A00615,Hoover PLC,Retail,Tier 2,26997,GEO0501,2025-01-13T17:32:50,2025-03-15T15:20:48,0
A00616,King-Bean,Logistics,Tier 3,1337,GEO0088,2024-03-06T17:46:15,2025-02-16T19:04:52,0
A00617,Walton-Gray,Government,Tier 1,1725,GEO0722,2025-04-23T15:39:39,2025-05-21T11:11:48,0
A00618,Banks and Sons,Manufacturing,Tier 3,1676,GEO0446,2025-11-30T10:00:51,2026-02-11T02:57:30,0
A00619,"Williams, Cooley and Martin",Government,Tier 3,592,GEO0567,2024-07-16T01:40:59,2025-07-28T16:21:32,0
A00620,Chang-Arnold,Retail,Tier 3,917,GEO0762,2024-03-15T02:30:01,2025-06-11T14:23:30,0
A00621,"Williams, Smith and Hunt",Healthcare,Tier 2,28,GEO0287,2025-03-19T01:18:11,2025-04-04T07:01:30,0
A00622,Decker LLC,Government,Tier 1,153,GEO0663,2025-12-21T16:04:20,2026-02-18T17:01:00,0
A00623,Burns-Novak,FinTech,Tier 1,119,GEO0058,2025-04-23T16:20:15,2025-09-03T22:29:20,0
A00624,"Miller, Anderson and Trujillo",Telecom,Tier 2,403,GEO0760,2024-03-03T09:15:48,2025-10-28T08:17:26,0
A00625,Garcia-Garcia,Healthcare,Tier 2,112,GEO0521,2025-09-08T19:57:22,2025-10-02T18:44:33,0
A00626,"Lee, Clay and Lee",Manufacturing,Tier 3,20304,GEO0770,2026-01-01T19:41:19,2026-01-06T10:58:21,0
A00627,Bond Inc,Healthcare,Tier 2,128,GEO0570,2024-07-03T06:23:34,2025-08-28T03:58:51,0
A00628,Andrews-Jones,Logistics,Tier 1,62,GEO0324,2024-01-24T21:40:31,2025-06-20T14:04:51,0
A00629,Adams-Terry,Telecom,Tier 3,32226,GEO0696,2025-07-07T22:33:41,2026-02-08T18:10:36,0
A00630,Soto-Andrade,Logistics,Tier 3,1795,GEO0016,2024-09-04T04:52:20,2025-07-06T01:52:50,0
A00631,Doyle-Reilly,Logistics,Tier 2,57,GEO0535,2025-09-12T18:49:17,2025-12-25T22:24:42,0
A00632,"Bennett, Cooper and Jenkins",Government,Tier 1,116,GEO0219,2024-01-04T05:52:23,2026-01-31T11:46:10,0
A00633,Garcia Inc,Telecom,Tier 1,1507,GEO0082,2025-06-01T00:28:42,2025-06-06T08:56:07,0
A00634,"Taylor, Perez and Hester",Healthcare,Tier 2,1040,GEO0574,2024-01-28T14:08:12,2025-06-21T18:40:28,0
A00635,"Mata, Holt and Martinez",Logistics,Tier 3,13,GEO0721,2024-08-22T01:07:43,2025-02-02T10:07:54,0
A00636,Peterson-Cooper,FinTech,Tier 2,18932,GEO0549,2025-06-23T11:47:49,2025-09-12T01:10:13,0
A00637,"Griffith, Thompson and Vang",Telecom,Tier 3,1652,GEO0111,2024-09-11T03:54:22,2025-10-03T11:03:13,0
A00638,Donovan and Sons,Retail,Tier 2,198,GEO0094,2025-04-29T15:16:35,2026-01-17T07:57:32,0
A00639,Spence-Anderson,Healthcare,Tier 1,30,GEO0764,2025-03-22T22:50:57,2025-05-16T10:51:09,0
A00640,Davis-Esparza,Logistics,Tier 2,29888,GEO0352,2024-06-26T15:36:23,2025-11-12T10:43:29,0
A00641,Perez-Robinson,FinTech,Tier 3,124,GEO0392,2026-01-17T00:27:54,2026-02-24T14:15:27,0
A00642,"Lee, Lloyd and Blanchard",Telecom,Tier 3,19102,GEO0601,2025-06-11T22:09:54,2025-09-26T03:40:22,0
A00643,Moon-Shepherd,Logistics,Tier 3,34340,GEO0312,2024-04-22T06:05:14,2025-03-25T14:04:58,0
A00644,"Oliver, Sims and Moore",Manufacturing,Tier 3,1070,GEO0481,2024-03-01T13:23:32,2025-08-02T02:33:50,0
A00645,Jones LLC,Telecom,Tier 2,6436,GEO0478,2024-09-02T22:28:04,2025-01-15T11:21:44,0
A00646,Benjamin PLC,Government,Tier 3,14826,GEO0607,2025-04-06T03:51:42,2025-12-07T17:10:53,0
A00647,Ramos Inc,Energy,Tier 1,19676,GEO0651,2025-03-05T08:19:13,2025-07-23T01:11:56,0
A00648,"Velazquez, Lane and Swanson",Government,Tier 3,90,GEO0046,2025-06-18T16:29:28,2025-08-12T15:20:53,0
A00649,Cain-Patterson,Manufacturing,Tier 2,135,GEO0729,2025-01-21T23:32:04,2025-10-23T13:48:33,0
A00650,Martinez-Walters,Logistics,Tier 1,15361,GEO0439,2024-06-14T23:43:25,2025-05-16T09:14:28,0
A00651,"Hale, Wilson and Mejia",Retail,Tier 1,13712,GEO0423,2024-04-18T19:29:41,2024-09-04T04:16:36,0
A00652,Mora-Conley,FinTech,Tier 1,1796,GEO0091,2025-03-31T17:31:30,2026-02-23T21:24:02,0
A00653,Jones Inc,Retail,Tier 1,1479,GEO0317,2024-08-15T04:16:23,2025-03-05T02:58:07,0
A00654,Salazar Inc,Telecom,Tier 1,485,GEO0027,2024-11-17T04:11:55,2025-07-08T03:44:00,0
A00655,Sosa LLC,Energy,Tier 2,1923,GEO0767,2025-06-26T13:23:34,2025-08-29T01:18:11,0
A00656,Johnson-Hoover,Retail,Tier 3,640,GEO0588,2026-01-01T18:28:12,2026-01-28T09:23:26,0
A00657,Wong Inc,Healthcare,Tier 1,21621,GEO0242,2024-03-16T17:46:54,2025-06-15T13:40:57,0
A00658,Richards-Clayton,Government,Tier 2,131,GEO0513,2024-03-17T21:15:59,2024-05-22T22:39:05,0
A00659,Nichols-Morales,FinTech,Tier 3,71,GEO0130,2025-08-19T16:10:36,2025-12-12T13:31:46,0
A00660,Davis-Gonzalez,Logistics,Tier 2,31,GEO0602,2024-07-01T11:01:52,2025-02-18T06:26:26,0
A00661,"Howard, Kennedy and Chen",Energy,Tier 3,1438,GEO0292,2026-02-08T17:13:27,2026-02-23T15:17:18,0
A00662,Stevens Ltd,Healthcare,Tier 2,9492,GEO0090,2024-07-11T10:54:23,2025-04-14T18:48:27,0
A00663,"Hall, Berry and White",Telecom,Tier 1,126,GEO0171,2024-09-16T08:04:58,2025-03-13T17:05:30,0
A00664,"Smith, Peterson and Lewis",Telecom,Tier 1,1399,GEO0121,2024-04-23T09:11:41,2025-11-18T06:37:24,0
A00665,Adams-Stephens,Energy,Tier 2,20,GEO0544,2024-06-26T18:43:42,2025-07-11T10:46:45,0
A00666,Vasquez Group,Retail,Tier 1,22,GEO0225,2025-04-25T02:24:35,2025-05-16T17:02:24,0
A00667,"Montoya, Page and Kelly",Healthcare,Tier 2,33063,GEO0784,2025-07-28T14:25:44,2025-11-28T10:12:08,0
A00668,Bauer-Edwards,Manufacturing,Tier 3,33484,GEO0725,2025-09-30T10:38:36,2025-10-13T11:32:33,0
A00669,Armstrong PLC,Energy,Tier 3,764,GEO0075,2024-04-29T21:58:56,2024-08-25T02:55:33,0
A00670,Spencer Inc,Manufacturing,Tier 3,79,GEO0216,2024-01-05T22:01:27,2024-04-23T13:38:13,0
A00671,Henderson-Farmer,Telecom,Tier 1,3921,GEO0608,2024-09-28T12:15:31,2024-10-02T21:28:10,0
A00672,Russo LLC,Government,Tier 1,461,GEO0362,2025-07-29T02:25:15,2025-10-15T01:21:18,0
A00673,Sutton-Green,Government,Tier 3,1746,GEO0033,2024-10-19T11:10:52,2025-03-26T01:44:00,0
A00674,Perkins-Becker,Government,Tier 2,799,GEO0263,2025-04-10T14:35:07,2025-09-04T02:09:30,0
A00675,Avery Group,Logistics,Tier 1,197,GEO0439,2025-05-12T16:31:38,2025-07-20T21:34:15,0
