payment_id,order_id,payment_date,method,amount,status
PAY00004669,ORD00004669,2025-04-03,Wire,4115.42,Succeeded
PAY00004670,ORD00004670,2025-10-28,PayPal,3043.97,Succeeded
PAY00004671,ORD00004671,2025-11-05,Wire,6301.16,Succeeded
PAY00004672,ORD00004672,2024-12-13,ACH,4411.89,Succeeded
PAY00004673,ORD00004673,2024-08-16,Wire,5145.28,Succeeded
PAY00004674,ORD00004674,2024-03-02,Wire,1213.81,Failed
PAY00004676,ORD00004676,2024-10-17,ACH,1139.92,Succeeded
PAY00004677,ORD00004677,2024-04-25,Card,2374.35,Succeeded
PAY00004678,ORD00004678,2024-05-25,PayPal,3674.74,Pending
PAY00004679,ORD00004679,2024-07-16,Wire,7660.74,Succeeded
PAY00004680,ORD00004680,2025-04-05,PayPal,6751.19,Succeeded
PAY00004681,ORD00004681,2024-12-14,Card,2291.97,Succeeded
PAY00004682,ORD00004682,2024-04-25,ACH,4773.66,Pending
PAY00004684,ORD00004684,2025-03-31,Card,3162.79,Succeeded
PAY00004685,ORD00004685,2025-09-14,Wire,4073.67,Succeeded
PAY00004686,ORD00004686,2026-02-14,Card,1551.92,Succeeded
PAY00004687,ORD00004687,2025-02-19,Wire,4620.52,Succeeded
PAY00004688,ORD00004688,2024-11-12,PayPal,79.17,Succeeded
PAY00004689,ORD00004689,2025-03-06,PayPal,347.99,Succeeded
PAY00004690,ORD00004690,2024-08-25,PayPal,3444.24,Succeeded
PAY00004692,ORD00004692,2026-01-06,Wire,222.89,Succeeded
PAY00004694,ORD00004694,2024-01-20,ACH,3006.09,Succeeded
PAY00004695,ORD00004695,2025-01-06,Wire,1404.01,Succeeded
PAY00004696,ORD00004696,2024-10-22,PayPal,5464.68,Succeeded
PAY00004697,ORD00004697,2025-09-22,Card,930.03,Succeeded
PAY00004698,ORD00004698,2025-08-26,PayPal,4460.02,Succeeded
PAY00004699,ORD00004699,2024-10-08,Wire,1444.64,Succeeded
PAY00004700,ORD00004700,2024-07-05,Wire,5409.69,Succeeded
PAY00004701,ORD00004701,2024-11-22,Card,6353.3,Pending
PAY00004703,ORD00004703,2025-07-10,PayPal,5308.54,Succeeded
PAY00004704,ORD00004704,2025-06-18,Card,3311.91,Succeeded
PAY00004705,ORD00004705,2024-12-28,ACH,583.78,Succeeded
PAY00004706,ORD00004706,2024-10-23,PayPal,2638.37,Succeeded
PAY00004707,ORD00004707,2025-02-12,PayPal,2431.25,Succeeded
PAY00004708,ORD00004708,2024-01-21,Card,2753.56,Succeeded
PAY00004709,ORD00004709,2024-06-18,ACH,2796.23,Pending
PAY00004710,ORD00004710,2024-11-20,PayPal,3576.74,Succeeded
PAY00004711,ORD00004711,2025-05-07,PayPal,5748.49,Succeeded
PAY00004712,ORD00004712,2025-06-22,Card,2622.69,Succeeded
PAY00004713,ORD00004713,2025-08-03,PayPal,7447.34,Succeeded
PAY00004714,ORD00004714,2025-04-01,ACH,457.98,Succeeded
PAY00004715,ORD00004715,2025-08-23,Wire,5081.7,Succeeded
PAY00004716,ORD00004716,2025-03-15,ACH,5842.06,Succeeded
PAY00004717,ORD00004717,2025-08-04,PayPal,4229.14,Succeeded
PAY00004719,ORD00004719,2024-06-25,Card,7071.15,Succeeded
PAY00004720,ORD00004720,2025-03-23,ACH,6020.43,Succeeded
PAY00004721,ORD00004721,2024-07-16,Wire,4547.71,Succeeded
PAY00004722,ORD00004722,2024-04-16,Card,4308.65,Succeeded
PAY00004723,ORD00004723,2024-05-05,Card,3473.21,Succeeded
PAY00004724,ORD00004724,2024-06-21,Wire,988.46,Succeeded
PAY00004725,ORD00004725,2025-02-08,Wire,5378.31,Succeeded
PAY00004726,ORD00004726,2025-09-23,PayPal,3762.09,Succeeded
PAY00004727,ORD00004727,2024-02-11,Wire,6912.93,Succeeded
PAY00004728,ORD00004728,2025-10-20,ACH,4761.9,Succeeded
PAY00004729,ORD00004729,2024-08-19,Card,4672.0,Succeeded
PAY00004730,ORD00004730,2024-01-30,Card,33.63,Succeeded
PAY00004731,ORD00004731,2025-08-11,PayPal,1798.14,Succeeded
PAY00004732,ORD00004732,2024-12-16,Card,5926.06,Succeeded
PAY00004733,ORD00004733,2025-11-29,Card,5818.32,Succeeded
PAY00004734,ORD00004734,2024-06-25,Wire,896.15,Succeeded
PAY00004735,ORD00004735,2024-06-04,Wire,2466.62,Succeeded
PAY00004736,ORD00004736,2025-02-28,Card,5070.16,Succeeded
PAY00004737,ORD00004737,2025-10-31,Card,585.92,Succeeded
PAY00004738,ORD00004738,2026-03-02,PayPal,5017.12,Pending
PAY00004739,ORD00004739,2024-08-08,Wire,2022.61,Succeeded
PAY00004740,ORD00004740,2025-03-16,Wire,3534.1,Succeeded
PAY00004742,ORD00004742,2024-05-25,Card,2296.91,Failed
PAY00004743,ORD00004743,2024-04-15,PayPal,1060.43,Succeeded
PAY00004744,ORD00004744,2024-01-30,Wire,6616.95,Succeeded
PAY00004746,ORD00004746,2024-08-30,Wire,1236.96,Succeeded
PAY00004747,ORD00004747,2025-07-04,PayPal,1004.62,Succeeded
PAY00004748,ORD00004748,2024-07-28,Card,3782.74,Succeeded
PAY00004749,ORD00004749,2025-10-22,PayPal,939.85,Succeeded
PAY00004750,ORD00004750,2025-11-06,PayPal,7051.08,Succeeded
PAY00004751,ORD00004751,2025-02-11,Wire,2661.25,Succeeded
PAY00004752,ORD00004752,2025-06-20,Wire,5619.38,Succeeded
PAY00004753,ORD00004753,2025-12-09,PayPal,3822.98,Succeeded
PAY00004754,ORD00004754,2025-12-17,ACH,6007.7,Succeeded
PAY00004756,ORD00004756,2024-12-24,Wire,4617.97,Succeeded
PAY00004757,ORD00004757,2025-10-14,Wire,4251.14,Succeeded
PAY00004758,ORD00004758,2024-01-21,Card,1397.94,Succeeded
PAY00004759,ORD00004759,2025-06-22,Card,169.15,Succeeded
PAY00004760,ORD00004760,2024-01-07,Wire,1860.61,Succeeded
PAY00004761,ORD00004761,2025-07-10,Card,3094.2,Succeeded
PAY00004762,ORD00004762,2024-08-05,PayPal,3339.45,Succeeded
PAY00004763,ORD00004763,2025-04-22,Wire,1727.83,Succeeded
PAY00004764,ORD00004764,2024-08-11,Card,1315.43,Succeeded
PAY00004765,ORD00004765,2026-03-03,ACH,313.69,Succeeded
PAY00004766,ORD00004766,2025-04-23,ACH,3289.38,Succeeded
PAY00004767,ORD00004767,2026-03-01,Wire,5189.29,Succeeded
PAY00004768,ORD00004768,2024-06-12,Card,3435.29,Succeeded
PAY00004769,ORD00004769,2025-02-03,Card,8762.36,Succeeded
PAY00004770,ORD00004770,2025-03-03,PayPal,4562.69,Succeeded
PAY00004771,ORD00004771,2024-07-07,Wire,4110.69,Pending
PAY00004772,ORD00004772,2025-10-17,Wire,1733.12,Succeeded
PAY00004773,ORD00004773,2025-04-13,Card,2985.75,Succeeded
PAY00004774,ORD00004774,2025-12-25,PayPal,6654.9,Succeeded
PAY00004775,ORD00004775,2025-04-09,ACH,3374.57,Failed
PAY00004776,ORD00004776,2024-05-20,Wire,4986.69,Succeeded
PAY00004777,ORD00004777,2024-05-01,Wire,470.03,Succeeded
PAY00004778,ORD00004778,2024-10-02,ACH,2267.08,Succeeded
PAY00004779,ORD00004779,2024-06-09,Card,2287.05,Succeeded
PAY00004780,ORD00004780,2025-04-20,PayPal,2516.16,Succeeded
PAY00004781,ORD00004781,2025-01-14,Wire,6266.11,Succeeded
PAY00004782,ORD00004782,2025-06-14,Wire,3527.26,Succeeded
PAY00004783,ORD00004783,2024-01-27,Wire,3851.03,Succeeded
PAY00004784,ORD00004784,2024-03-30,Card,3292.31,Succeeded
PAY00004785,ORD00004785,2025-05-24,ACH,4078.09,Succeeded
PAY00004786,ORD00004786,2025-08-06,Card,3465.41,Succeeded
PAY00004787,ORD00004787,2025-07-11,ACH,4108.44,Succeeded
PAY00004788,ORD00004788,2025-12-05,ACH,3802.89,Succeeded
PAY00004789,ORD00004789,2024-05-13,Wire,3078.68,Succeeded
PAY00004790,ORD00004790,2024-03-13,Card,646.16,Succeeded
PAY00004791,ORD00004791,2025-06-02,ACH,4369.81,Succeeded
PAY00004792,ORD00004792,2024-10-01,Wire,3507.63,Succeeded
PAY00004793,ORD00004793,2024-02-28,PayPal,3327.1,Succeeded
PAY00004794,ORD00004794,2026-03-01,PayPal,2487.1,Succeeded
PAY00004795,ORD00004795,2024-02-06,ACH,1698.9,Succeeded
PAY00004796,ORD00004796,2024-12-10,Wire,1813.92,Succeeded
PAY00004798,ORD00004798,2024-04-26,ACH,866.99,Succeeded
PAY00004799,ORD00004799,2024-12-13,ACH,2059.41,Succeeded
PAY00004800,ORD00004800,2025-01-14,Wire,1181.67,Succeeded
PAY00004801,ORD00004801,2024-03-26,PayPal,5265.53,Succeeded
PAY00004802,ORD00004802,2025-08-09,PayPal,124.6,Succeeded
PAY00004803,ORD00004803,2026-02-18,PayPal,412.59,Succeeded
PAY00004804,ORD00004804,2026-01-08,Card,4363.06,Succeeded
PAY00004805,ORD00004805,2024-06-16,Card,2817.17,Succeeded
PAY00004806,ORD00004806,2025-01-03,PayPal,4359.14,Succeeded
PAY00004807,ORD00004807,2025-12-28,ACH,3341.15,Failed
PAY00004808,ORD00004808,2025-06-11,Card,5165.34,Succeeded
PAY00004809,ORD00004809,2025-12-10,PayPal,300.24,Succeeded
PAY00004810,ORD00004810,2024-12-22,PayPal,2444.64,Succeeded
PAY00004811,ORD00004811,2025-03-23,Wire,6036.13,Succeeded
PAY00004812,ORD00004812,2024-09-04,PayPal,2837.99,Succeeded
PAY00004814,ORD00004814,2025-12-28,ACH,5652.79,Succeeded
PAY00004815,ORD00004815,2024-03-01,Card,1812.16,Succeeded
PAY00004816,ORD00004816,2024-02-26,ACH,2386.62,Succeeded
PAY00004818,ORD00004818,2024-07-03,Card,1718.08,Succeeded
PAY00004819,ORD00004819,2025-02-09,Wire,5418.33,Succeeded
PAY00004820,ORD00004820,2025-10-18,ACH,5163.62,Succeeded
PAY00004822,ORD00004822,2025-02-24,PayPal,206.3,Succeeded
PAY00004823,ORD00004823,2025-04-27,Card,2689.17,Succeeded
PAY00004824,ORD00004824,2025-05-16,Card,6652.78,Succeeded
PAY00004825,ORD00004825,2025-03-21,Card,5777.21,Succeeded
PAY00004826,ORD00004826,2025-08-07,ACH,1755.66,Succeeded
PAY00004827,ORD00004827,2024-03-05,PayPal,3855.26,Succeeded
PAY00004828,ORD00004828,2024-09-02,ACH,836.8,Succeeded
PAY00004831,ORD00004831,2024-04-01,PayPal,1336.02,Succeeded
PAY00004832,ORD00004832,2025-11-05,PayPal,4886.33,Succeeded
PAY00004833,ORD00004833,2024-10-07,Card,379.34,Succeeded
PAY00004834,ORD00004834,2025-07-02,Card,4233.67,Succeeded
PAY00004836,ORD00004836,2026-01-28,ACH,3138.66,Succeeded
PAY00004837,ORD00004837,2024-01-02,ACH,6346.99,Succeeded
PAY00004838,ORD00004838,2024-02-14,Wire,11312.93,Succeeded
PAY00004839,ORD00004839,2024-02-14,PayPal,5899.35,Succeeded
PAY00004841,ORD00004841,2024-02-03,Wire,1722.33,Succeeded
PAY00004842,ORD00004842,2025-01-05,Card,3780.11,Succeeded
PAY00004843,ORD00004843,2025-05-13,ACH,2527.34,Succeeded
PAY00004844,ORD00004844,2026-02-24,Wire,5882.01,Succeeded
PAY00004845,ORD00004845,2024-03-30,ACH,2502.45,Succeeded
PAY00004846,ORD00004846,2026-02-26,ACH,5755.36,Succeeded
PAY00004847,ORD00004847,2025-09-15,Wire,1849.62,Failed
PAY00004848,ORD00004848,2025-06-01,ACH,2521.16,Succeeded
PAY00004849,ORD00004849,2024-04-21,Card,3528.09,Succeeded
PAY00004850,ORD00004850,2025-12-20,Card,242.41,Succeeded
PAY00004851,ORD00004851,2024-08-22,Wire,2853.9,Succeeded
PAY00004852,ORD00004852,2024-01-06,Card,2018.81,Succeeded
PAY00004854,ORD00004854,2025-05-16,PayPal,1942.16,Succeeded
PAY00004855,ORD00004855,2024-01-03,Card,4398.57,Succeeded
PAY00004856,ORD00004856,2024-11-30,ACH,6392.86,Succeeded
PAY00004857,ORD00004857,2026-01-04,ACH,7595.8,Succeeded
PAY00004858,ORD00004858,2025-03-28,Card,2091.77,Failed
PAY00004859,ORD00004859,2024-02-16,PayPal,5292.24,Failed
PAY00004860,ORD00004860,2024-03-03,Wire,1298.62,Succeeded
PAY00004861,ORD00004861,2024-10-02,ACH,1060.18,Pending
PAY00004862,ORD00004862,2024-07-30,ACH,935.35,Succeeded
PAY00004863,ORD00004863,2025-07-24,Wire,6327.1,Succeeded
PAY00004864,ORD00004864,2024-07-24,ACH,2711.76,Succeeded
PAY00004865,ORD00004865,2024-12-25,PayPal,1771.54,Succeeded
PAY00004866,ORD00004866,2024-07-22,Card,3089.37,Succeeded
PAY00004867,ORD00004867,2025-08-23,PayPal,2846.7,Succeeded
PAY00004868,ORD00004868,2024-01-18,ACH,3359.66,Succeeded
PAY00004869,ORD00004869,2025-07-10,Card,2153.24,Succeeded
PAY00004870,ORD00004870,2024-05-15,Card,1397.16,Succeeded
PAY00004871,ORD00004871,2024-11-18,PayPal,1418.62,Succeeded
PAY00004872,ORD00004872,2025-03-19,PayPal,611.44,Succeeded
PAY00004873,ORD00004873,2025-03-07,PayPal,6668.52,Succeeded
PAY00004874,ORD00004874,2025-02-28,Card,3508.27,Succeeded
PAY00004875,ORD00004875,2024-12-05,Wire,5041.97,Succeeded
PAY00004876,ORD00004876,2025-10-30,PayPal,2095.84,Succeeded
PAY00004877,ORD00004877,2025-10-21,ACH,6579.82,Succeeded
PAY00004878,ORD00004878,2024-07-31,Card,1113.67,Succeeded
PAY00004879,ORD00004879,2024-09-29,PayPal,9394.64,Succeeded
PAY00004880,ORD00004880,2025-08-16,Card,3142.57,Succeeded
PAY00004881,ORD00004881,2026-01-12,PayPal,1933.22,Succeeded
PAY00004882,ORD00004882,2024-05-04,Card,3418.2,Failed
PAY00004883,ORD00004883,2026-02-13,PayPal,1842.21,Succeeded
PAY00004885,ORD00004885,2025-12-02,ACH,2955.18,Succeeded
PAY00004886,ORD00004886,2024-11-05,ACH,5388.52,Succeeded
PAY00004887,ORD00004887,2024-06-04,PayPal,3063.23,Succeeded
PAY00004888,ORD00004888,2025-08-17,Wire,8494.86,Succeeded
PAY00004889,ORD00004889,2025-01-04,ACH,1216.51,Succeeded
PAY00004890,ORD00004890,2025-03-17,ACH,1527.74,Succeeded
PAY00004891,ORD00004891,2025-05-26,Wire,426.56,Succeeded
PAY00004893,ORD00004893,2024-08-26,Card,4766.85,Succeeded
PAY00004894,ORD00004894,2025-02-23,ACH,2302.28,Succeeded
PAY00004895,ORD00004895,2024-08-06,PayPal,3820.77,Succeeded
PAY00004896,ORD00004896,2026-02-03,Wire,4448.24,Succeeded
PAY00004898,ORD00004898,2024-03-03,PayPal,2362.07,Succeeded
PAY00004899,ORD00004899,2025-07-21,PayPal,6339.78,Succeeded
PAY00004900,ORD00004900,2024-02-11,Card,687.64,Succeeded
PAY00004901,ORD00004901,2025-04-17,ACH,4145.37,Succeeded
PAY00004902,ORD00004902,2025-10-02,PayPal,1799.37,Succeeded
PAY00004903,ORD00004903,2025-01-11,Wire,3062.82,Succeeded
PAY00004904,ORD00004904,2025-10-04,Wire,3307.47,Succeeded
PAY00004905,ORD00004905,2024-12-12,ACH,4322.17,Succeeded
PAY00004906,ORD00004906,2024-08-26,PayPal,1633.34,Succeeded
PAY00004907,ORD00004907,2024-07-29,ACH,4922.84,Succeeded
PAY00004908,ORD00004908,2025-10-07,Wire,3271.48,Succeeded
PAY00004909,ORD00004909,2025-10-02,PayPal,370.86,Succeeded
PAY00004910,ORD00004910,2026-01-26,ACH,5459.55,Succeeded
PAY00004911,ORD00004911,2025-10-02,Card,3011.64,Succeeded
PAY00004912,ORD00004912,2024-11-22,Wire,753.68,Succeeded
PAY00004913,ORD00004913,2024-10-19,ACH,1445.86,Succeeded
PAY00004915,ORD00004915,2025-09-05,ACH,3689.89,Succeeded
PAY00004916,ORD00004916,2025-08-04,PayPal,1317.42,Pending
PAY00004917,ORD00004917,2024-10-19,PayPal,2801.17,Succeeded
PAY00004918,ORD00004918,2026-02-04,ACH,6754.63,Succeeded
PAY00004919,ORD00004919,2025-03-15,PayPal,4217.45,Succeeded
PAY00004920,ORD00004920,2025-05-18,Card,1746.52,Pending
PAY00004921,ORD00004921,2025-07-26,PayPal,3265.19,Succeeded
PAY00004922,ORD00004922,2024-11-12,PayPal,1439.98,Succeeded
PAY00004923,ORD00004923,2025-06-30,PayPal,3591.73,Succeeded
PAY00004924,ORD00004924,2024-01-07,Wire,2865.17,Succeeded
PAY00004925,ORD00004925,2025-07-23,Card,5039.7,Succeeded
PAY00004926,ORD00004926,2024-05-08,ACH,2581.42,Succeeded
PAY00004927,ORD00004927,2024-02-03,ACH,1853.27,Succeeded
PAY00004928,ORD00004928,2025-02-13,Wire,6196.54,Pending
PAY00004929,ORD00004929,2024-04-23,PayPal,3621.45,Succeeded
PAY00004930,ORD00004930,2024-03-20,Card,5259.3,Succeeded
PAY00004931,ORD00004931,2026-03-02,PayPal,4255.8,Succeeded
PAY00004932,ORD00004932,2024-04-10,ACH,2921.54,Succeeded
PAY00004933,ORD00004933,2024-02-15,Card,2671.91,Succeeded
PAY00004934,ORD00004934,2025-12-18,PayPal,2604.23,Succeeded
PAY00004935,ORD00004935,2025-12-29,PayPal,4303.43,Succeeded
PAY00004936,ORD00004936,2025-01-11,PayPal,3883.73,Succeeded
PAY00004937,ORD00004937,2024-12-13,Card,9611.88,Succeeded
PAY00004938,ORD00004938,2026-01-20,Card,4165.72,Succeeded
PAY00004939,ORD00004939,2025-10-01,PayPal,837.81,Succeeded
PAY00004940,ORD00004940,2024-06-30,PayPal,5647.19,Succeeded
PAY00004941,ORD00004941,2025-12-07,PayPal,5909.71,Succeeded
PAY00004942,ORD00004942,2025-07-30,Wire,1266.09,Succeeded
PAY00004943,ORD00004943,2024-10-29,Wire,4256.06,Succeeded
PAY00004944,ORD00004944,2024-06-30,ACH,386.54,Succeeded
PAY00004945,ORD00004945,2025-12-24,Wire,3234.51,Succeeded
PAY00004946,ORD00004946,2026-02-15,Wire,2244.79,Succeeded
PAY00004947,ORD00004947,2024-11-02,ACH,3875.26,Succeeded
PAY00004948,ORD00004948,2025-01-07,ACH,6216.13,Succeeded
PAY00004949,ORD00004949,2024-02-13,Wire,901.2,Pending
PAY00004950,ORD00004950,2024-12-25,Card,2941.22,Succeeded
PAY00004951,ORD00004951,2024-10-15,Card,5515.43,Pending
PAY00004952,ORD00004952,2025-03-16,Card,5235.99,Succeeded
PAY00004953,ORD00004953,2025-01-05,PayPal,3980.14,Succeeded
PAY00004954,ORD00004954,2024-10-22,Card,2100.95,Succeeded
PAY00004955,ORD00004955,2025-06-25,Card,4537.48,Succeeded
PAY00004956,ORD00004956,2025-01-23,ACH,9821.94,Succeeded
PAY00004958,ORD00004958,2024-10-23,PayPal,4074.23,Succeeded
PAY00004959,ORD00004959,2025-04-29,Wire,2798.15,Succeeded
PAY00004960,ORD00004960,2024-05-26,PayPal,1172.38,Succeeded
PAY00004961,ORD00004961,2024-09-30,ACH,849.32,Succeeded
PAY00004963,ORD00004963,2024-05-03,Wire,3777.0,Succeeded
PAY00004964,ORD00004964,2024-05-04,Wire,3939.79,Succeeded
PAY00004965,ORD00004965,2025-05-30,Wire,1784.96,Succeeded
PAY00004966,ORD00004966,2025-05-07,PayPal,1594.87,Succeeded
PAY00004968,ORD00004968,2025-01-18,Wire,3010.81,Succeeded
PAY00004969,ORD00004969,2025-12-15,Card,2894.37,Succeeded
PAY00004970,ORD00004970,2024-08-27,ACH,2080.49,Succeeded
PAY00004972,ORD00004972,2024-11-19,ACH,3748.76,Succeeded
PAY00004973,ORD00004973,2025-11-15,Wire,2985.86,Succeeded
PAY00004974,ORD00004974,2025-07-08,Wire,9584.34,Pending
PAY00004977,ORD00004977,2025-10-12,PayPal,43.15,Succeeded
PAY00004978,ORD00004978,2025-09-18,ACH,7087.39,Succeeded
PAY00004979,ORD00004979,2025-10-01,Wire,3954.53,Succeeded
PAY00004980,ORD00004980,2025-07-05,Wire,2818.44,Succeeded
PAY00004981,ORD00004981,2025-07-19,Card,3100.03,Succeeded
PAY00004982,ORD00004982,2024-04-18,Card,10193.55,Succeeded
PAY00004983,ORD00004983,2025-11-15,Card,8682.26,Succeeded
PAY00004984,ORD00004984,2024-04-17,ACH,4636.51,Succeeded
PAY00004985,ORD00004985,2025-10-18,Wire,11548.25,Succeeded
PAY00004986,ORD00004986,2025-10-03,Card,8696.1,Succeeded
PAY00004987,ORD00004987,2024-11-12,Wire,2217.64,Succeeded
PAY00004988,ORD00004988,2025-02-10,Wire,7216.05,Pending
PAY00004989,ORD00004989,2026-02-08,ACH,5420.94,Succeeded
PAY00004990,ORD00004990,2025-04-20,PayPal,8311.1,Succeeded
PAY00004991,ORD00004991,2026-01-27,PayPal,8335.09,Succeeded
PAY00004992,ORD00004992,2025-08-13,PayPal,826.38,Succeeded
PAY00004993,ORD00004993,2024-02-03,ACH,2784.72,Succeeded
PAY00004994,ORD00004994,2024-05-12,Card,2197.53,Succeeded
PAY00004995,ORD00004995,2025-09-29,PayPal,4629.51,Succeeded
PAY00004996,ORD00004996,2024-02-08,Wire,7319.25,Succeeded
PAY00004997,ORD00004997,2025-03-12,Card,5402.28,Succeeded
PAY00004998,ORD00004998,2024-10-08,Wire,1207.06,Succeeded
PAY00004999,ORD00004999,2025-05-26,Card,1186.51,Succeeded
PAY00005000,ORD00005000,2025-05-08,Card,10486.5,Succeeded
PAY00005002,ORD00005002,2025-07-21,ACH,1805.28,Succeeded
PAY00005003,ORD00005003,2025-01-13,Card,6636.22,Succeeded
PAY00005004,ORD00005004,2025-10-09,Wire,1892.25,Failed
PAY00005005,ORD00005005,2024-04-23,Card,3431.34,Succeeded
PAY00005007,ORD00005007,2025-04-23,PayPal,3228.83,Succeeded
PAY00005008,ORD00005008,2025-04-01,Card,5007.95,Succeeded
PAY00005009,ORD00005009,2024-10-09,ACH,4502.99,Succeeded
PAY00005010,ORD00005010,2026-01-11,Card,3533.04,Succeeded
PAY00005011,ORD00005011,2025-02-23,Card,1175.54,Succeeded
PAY00005012,ORD00005012,2025-12-23,PayPal,3222.16,Succeeded
PAY00005013,ORD00005013,2025-02-05,PayPal,1370.64,Succeeded
PAY00005014,ORD00005014,2024-11-26,Card,992.01,Succeeded
PAY00005015,ORD00005015,2024-12-12,PayPal,687.76,Succeeded
PAY00005016,ORD00005016,2024-11-14,Card,1898.87,Succeeded
PAY00005017,ORD00005017,2024-03-24,ACH,4783.21,Succeeded
PAY00005018,ORD00005018,2025-12-18,Card,3639.31,Succeeded
PAY00005019,ORD00005019,2025-02-24,ACH,3297.02,Succeeded
PAY00005020,ORD00005020,2025-07-27,Wire,2226.46,Succeeded
PAY00005021,ORD00005021,2024-04-02,Card,6267.09,Succeeded
PAY00005022,ORD00005022,2024-01-31,Wire,2736.6,Succeeded
PAY00005023,ORD00005023,2024-10-06,ACH,787.16,Succeeded
PAY00005024,ORD00005024,2026-02-21,ACH,7563.41,Succeeded
PAY00005025,ORD00005025,2024-04-30,Card,2677.19,Succeeded
PAY00005026,ORD00005026,2024-02-12,PayPal,4342.36,Succeeded
PAY00005027,ORD00005027,2025-06-20,Wire,1023.82,Succeeded
PAY00005028,ORD00005028,2024-04-09,PayPal,956.45,Succeeded
PAY00005030,ORD00005030,2024-03-17,PayPal,4714.37,Succeeded
PAY00005031,ORD00005031,2024-09-16,Card,5502.59,Succeeded
PAY00005032,ORD00005032,2025-09-03,PayPal,2005.42,Succeeded
PAY00005033,ORD00005033,2025-02-17,Card,778.97,Pending
PAY00005034,ORD00005034,2026-03-03,Card,3004.92,Pending
PAY00005035,ORD00005035,2025-03-09,Card,2669.85,Succeeded
PAY00005036,ORD00005036,2025-05-06,PayPal,2279.64,Succeeded
PAY00005037,ORD00005037,2024-06-28,Card,4374.57,Succeeded
PAY00005038,ORD00005038,2025-01-07,ACH,972.54,Succeeded
PAY00005039,ORD00005039,2024-02-17,Wire,3118.84,Succeeded
PAY00005040,ORD00005040,2024-10-27,Wire,222.76,Succeeded
PAY00005041,ORD00005041,2025-06-08,Wire,5879.08,Succeeded
PAY00005042,ORD00005042,2024-06-06,Card,4026.7,Succeeded
PAY00005043,ORD00005043,2025-03-30,PayPal,743.78,Succeeded
PAY00005044,ORD00005044,2024-12-29,PayPal,1321.6,Succeeded
PAY00005045,ORD00005045,2025-10-28,PayPal,1845.8,Succeeded
PAY00005046,ORD00005046,2024-01-24,Wire,4459.18,Succeeded
PAY00005047,ORD00005047,2024-06-26,Wire,258.49,Succeeded
PAY00005048,ORD00005048,2024-12-18,Wire,1366.28,Succeeded
PAY00005049,ORD00005049,2025-05-07,PayPal,4890.41,Succeeded
PAY00005050,ORD00005050,2025-04-16,PayPal,2832.44,Succeeded
PAY00005051,ORD00005051,2024-03-21,PayPal,3016.87,Succeeded
PAY00005052,ORD00005052,2024-04-28,PayPal,5111.02,Succeeded
PAY00005053,ORD00005053,2025-05-10,PayPal,2743.97,Succeeded
PAY00005054,ORD00005054,2025-11-01,PayPal,2866.78,Succeeded
PAY00005055,ORD00005055,2024-09-11,ACH,2430.98,Succeeded
PAY00005056,ORD00005056,2025-08-04,ACH,256.96,Succeeded
PAY00005057,ORD00005057,2025-10-12,ACH,3890.48,Succeeded
PAY00005058,ORD00005058,2024-10-12,PayPal,2746.49,Succeeded
PAY00005059,ORD00005059,2025-06-11,Wire,5708.09,Succeeded
PAY00005061,ORD00005061,2025-04-05,PayPal,943.77,Succeeded
PAY00005062,ORD00005062,2024-04-10,Wire,3020.71,Succeeded
PAY00005063,ORD00005063,2025-06-30,Card,5212.99,Succeeded
PAY00005064,ORD00005064,2024-09-02,PayPal,5862.7,Succeeded
PAY00005065,ORD00005065,2024-05-23,PayPal,5532.94,Succeeded
PAY00005066,ORD00005066,2024-12-15,Card,3988.19,Succeeded
PAY00005067,ORD00005067,2025-05-09,PayPal,6043.81,Succeeded
PAY00005068,ORD00005068,2025-12-02,Card,3966.81,Succeeded
PAY00005069,ORD00005069,2024-02-05,Card,4829.8,Pending
PAY00005070,ORD00005070,2024-08-30,Wire,4448.07,Succeeded
PAY00005072,ORD00005072,2025-04-05,PayPal,4753.73,Succeeded
PAY00005073,ORD00005073,2024-08-27,ACH,1293.91,Succeeded
PAY00005074,ORD00005074,2025-10-20,ACH,981.73,Succeeded
PAY00005075,ORD00005075,2024-04-12,Card,4035.53,Succeeded
PAY00005076,ORD00005076,2024-02-22,PayPal,2010.36,Succeeded
PAY00005077,ORD00005077,2024-02-03,ACH,4730.33,Failed
PAY00005078,ORD00005078,2024-05-20,Wire,4242.33,Succeeded
PAY00005079,ORD00005079,2025-09-15,PayPal,992.21,Succeeded
PAY00005080,ORD00005080,2026-01-25,ACH,906.05,Succeeded
PAY00005081,ORD00005081,2025-10-08,PayPal,5768.79,Succeeded
PAY00005082,ORD00005082,2025-12-04,PayPal,5136.93,Succeeded
PAY00005083,ORD00005083,2024-03-07,Card,5744.42,Succeeded
PAY00005084,ORD00005084,2024-11-01,PayPal,4496.24,Succeeded
PAY00005086,ORD00005086,2024-07-10,Wire,2341.74,Succeeded
PAY00005087,ORD00005087,2025-08-16,Wire,520.77,Pending
PAY00005088,ORD00005088,2025-09-24,ACH,740.14,Failed
PAY00005089,ORD00005089,2024-12-31,Wire,1025.32,Succeeded
PAY00005090,ORD00005090,2025-10-31,Wire,590.07,Succeeded
PAY00005091,ORD00005091,2025-07-29,PayPal,5383.08,Succeeded
PAY00005092,ORD00005092,2024-01-04,Card,4701.56,Succeeded
PAY00005093,ORD00005093,2024-03-21,ACH,4353.12,Succeeded
