movement_id,movement_ts,warehouse_id,product_id,movement_type,qty_delta,reference_id
IM00004694,2024-05-29T05:21:52,W004,P00459,ADJUSTMENT,8,a84adcab-740c-4fd0-bff3-df789addc180
IM00004695,2024-07-03T21:37:27,W011,P00086,TRANSFER_OUT,-18,94a4fa76-a70f-44d5-9a92-5d29f7e02fcd
IM00004696,2024-07-08T01:49:02,W004,P00089,ADJUSTMENT,9,9dc5e90f-9ce0-481e-9959-df36c10db89f
IM00004697,2025-05-16T01:50:38,W001,P00095,SHIP,-10,1c708514-bf55-499a-a57a-21fb078d7c56
IM00004698,2024-11-08T15:07:46,W013,P00450,RECEIPT,14,e40add90-3c4f-49e0-b740-878b85dc592e
IM00004699,2026-02-25T14:12:15,W015,P00390,ADJUSTMENT,4,ef1050de-2890-4dd1-a1c2-61f5691c1202
IM00004700,2025-10-26T22:46:25,W015,P00279,TRANSFER_IN,46,24f0c7e5-4c68-4080-bc97-3c83d090a5e3
IM00004701,2025-03-27T10:39:34,W016,P00182,TRANSFER_IN,45,800d8d9e-b86a-4abe-baa1-81a67af726de
IM00004702,2025-07-28T10:25:31,W010,P00182,TRANSFER_IN,39,648e873d-a077-4044-b7f0-17093c0e0368
IM00004703,2025-11-30T03:32:04,W014,P00482,TRANSFER_IN,4,41dc475c-a6ea-4e3d-af87-d16e2ebb3869
IM00004704,2025-12-18T11:51:20,W017,P00436,RECEIPT,33,2e504422-f677-4c35-a444-cf0403cd48e3
IM00004705,2024-09-16T17:46:39,W004,P00337,SHIP,-45,5ba6b5c2-a51a-4d24-ad9a-21d1188e62fe
IM00004706,2025-10-19T21:37:56,W011,P00477,TRANSFER_IN,35,fffa320f-7c4b-493f-b4e4-0283dc2d4071
IM00004707,2025-09-11T07:30:44,W012,P00175,SHIP,-29,de8c2663-ea27-495e-b5b4-59ca853f4a0e
IM00004708,2025-02-23T17:22:09,W004,P00573,ADJUSTMENT,46,534d776b-3e5a-435f-8fd3-8817916b1e45
IM00004709,2024-09-16T08:14:18,W004,P00020,SHIP,-35,dd20521e-fe7c-439a-bb08-dfd0ed387a34
IM00004710,2025-07-30T09:36:49,W009,P00305,TRANSFER_IN,29,f6154ecd-6bfa-4bdf-8b78-38bcdfa80076
IM00004711,2025-10-03T09:08:19,W017,P00021,TRANSFER_OUT,-20,63c59fe4-b139-48f1-a3f4-72bb98a5f62a
IM00004712,2024-12-25T23:17:16,W001,P00365,ADJUSTMENT,38,f66bf1d4-8b66-47d0-832d-86adf9b1ca67
IM00004713,2026-02-27T08:35:54,W007,P00010,SHIP,-31,838eaf0d-0174-48d3-b887-ffd25b822b59
IM00004714,2024-06-29T10:27:44,W008,P00193,SHIP,-24,bcd18e00-6534-4c61-b964-e880ba5391d7
IM00004715,2024-06-28T04:02:53,W009,P00211,TRANSFER_OUT,-45,401f4f2a-9314-4e87-aa51-fc7505afd172
IM00004716,2024-07-17T01:57:25,W008,P00081,RECEIPT,33,3f1b6cd5-445e-42e7-b985-53c54e2d924d
IM00004717,2025-03-24T00:25:27,W015,P00261,TRANSFER_OUT,-49,f9144da0-39c5-4685-90ef-31a8fa3cf377
IM00004718,2025-07-07T08:41:26,W006,P00391,TRANSFER_IN,36,03661402-183d-4eb9-b09f-7a44491e2dff
IM00004719,2026-01-09T23:17:08,W012,P00021,RECEIPT,39,499b25a9-94c3-460d-9f56-5ed49739e2ad
IM00004720,2025-07-25T23:46:44,W007,P00352,TRANSFER_OUT,-42,b5f1992e-5ee2-4c01-ab57-1dd0cce0ae19
IM00004721,2026-01-22T22:59:05,W011,P00165,SHIP,-32,779fab80-2d1c-4a26-93d5-bcd508af91df
IM00004722,2025-04-19T19:39:48,W007,P00392,TRANSFER_IN,1,8ca488f7-19a3-4ad9-a1a1-b188be832015
IM00004723,2025-12-06T18:03:41,W002,P00243,RECEIPT,24,e8d1a664-dd37-4d91-8815-c69304ed9e73
IM00004724,2024-10-02T01:40:44,W011,P00408,TRANSFER_IN,19,3dbf6015-1d7a-42ea-ac27-823a27e063cb
IM00004725,2025-12-24T01:20:08,W014,P00140,SHIP,-46,fea5f09e-688b-4027-aa26-dc91c6f5f06b
IM00004726,2025-09-17T04:29:16,W002,P00497,SHIP,-37,8cc79c05-bb6a-42b1-8bb9-143232ff62a2
IM00004727,2025-12-10T00:47:49,W011,P00364,RECEIPT,28,8f69ca72-e4de-4b61-b17c-92ffe8670e07
IM00004728,2026-02-26T21:12:48,W005,P00306,TRANSFER_OUT,-4,710bde3d-48e8-4f02-91cf-9bc021471eef
IM00004729,2026-01-27T07:45:06,W010,P00493,TRANSFER_IN,28,f59ea71d-8dc7-4845-9179-4317abce89b7
IM00004730,2025-04-08T11:11:40,W002,P00213,SHIP,-8,d8d126cc-c78b-4d25-afa4-9fd366f6dddc
IM00004731,2024-07-07T21:44:24,W012,P00569,TRANSFER_IN,29,e3c60f39-5d66-4274-9181-464277a14eb0
IM00004732,2025-04-09T22:20:45,W009,P00290,SHIP,-3,47cff5a9-2f5e-4003-818e-55b66357cced
IM00004733,2026-01-23T04:44:41,W001,P00528,RECEIPT,28,b5f85fb8-f54f-4f5a-a92e-2208f8d9ba9c
IM00004734,2025-12-31T21:56:13,W007,P00323,ADJUSTMENT,39,4f411bed-b8af-4858-8378-2d9fa8c00994
IM00004735,2025-08-12T01:13:04,W017,P00085,TRANSFER_OUT,-29,6bc6ae93-0a38-46fb-a200-f8833110a252
IM00004736,2024-07-15T04:14:08,W003,P00140,RECEIPT,41,3a7629d7-1c5c-4717-80a2-de3e109cf9c2
IM00004737,2025-06-04T21:59:00,W015,P00482,RECEIPT,10,84ced906-6211-410e-afb7-5c6a8d9d7128
IM00004738,2024-07-29T20:42:02,W017,P00484,TRANSFER_OUT,-47,0b217b69-80d3-4bf2-b899-f318042aa918
IM00004739,2025-08-09T06:01:00,W014,P00449,SHIP,-17,fe220acf-4ac5-4565-beb8-62aec5c855cb
IM00004740,2025-12-25T01:35:35,W009,P00188,TRANSFER_IN,32,18d266bc-b5f2-4f3d-a920-30ef9c8ad919
IM00004741,2026-02-02T13:23:24,W001,P00097,RECEIPT,30,cc78c7a8-8934-40bf-892b-fde990e3a610
IM00004742,2025-06-26T01:41:33,W006,P00035,TRANSFER_OUT,-49,6a95566d-3136-46a0-b168-b73858a03473
IM00004743,2026-01-15T04:35:51,W001,P00204,TRANSFER_IN,21,41b1453c-4c17-4d12-83bb-9dea8116dd2f
IM00004744,2024-12-28T15:54:49,W012,P00091,ADJUSTMENT,23,3177c2d1-873e-417f-af00-c8e8a50494dc
IM00004745,2024-07-23T12:23:00,W014,P00209,TRANSFER_IN,44,e9d3114c-e5ce-460a-9228-d02eed31d2a9
IM00004746,2024-09-12T17:06:15,W010,P00436,TRANSFER_OUT,-3,89ce8e22-8a4f-48a0-847a-cb1dc7fec4e7
IM00004747,2025-03-02T05:38:24,W009,P00131,SHIP,-42,213bab2c-04d6-4f15-bb09-8fc53839379f
IM00004748,2024-06-03T17:56:57,W007,P00063,ADJUSTMENT,22,90bfdea4-1929-4d77-b707-31608332faa4
IM00004749,2024-04-03T13:47:57,W006,P00485,TRANSFER_OUT,-20,866f3b4a-f8e0-405d-9c6c-500ff1cb229c
IM00004750,2025-07-16T22:47:16,W003,P00234,TRANSFER_IN,11,f9e076d0-9eb2-41ea-802c-7394b640e9f4
IM00004751,2025-10-10T22:37:56,W012,P00476,TRANSFER_OUT,-34,c1368846-d6d5-45f5-91eb-8c5738dbbb3d
IM00004752,2024-06-07T13:08:24,W016,P00146,TRANSFER_OUT,-24,aeea5863-4a3a-4cb6-af5a-f92be4ae7a1e
IM00004753,2025-06-08T01:08:14,W009,P00323,RECEIPT,26,80c9ea3d-e52b-4647-998a-45a20cda6f4a
IM00004754,2025-10-09T23:28:56,W009,P00089,ADJUSTMENT,40,2ed35a93-52fb-4137-9db2-90d83f740bc0
IM00004755,2024-01-09T16:48:01,W002,P00011,SHIP,-4,b3bf6c51-aeac-4067-87ff-b6099f1f48a5
IM00004756,2025-05-26T09:27:40,W015,P00391,TRANSFER_OUT,-29,91a8be64-3795-4d36-9643-a84c51429671
IM00004757,2024-10-27T14:31:48,W008,P00535,ADJUSTMENT,13,bc62a5e3-2633-491b-b3cd-87bc5b97f210
IM00004758,2025-09-23T10:09:01,W017,P00207,TRANSFER_OUT,-15,c8f41b6b-248b-45da-8089-b79bbb8db5ab
IM00004759,2026-01-14T15:37:50,W010,P00092,ADJUSTMENT,18,028fb945-e237-4f3c-b24d-63ecb0f65abd
IM00004760,2025-11-06T13:22:17,W008,P00131,TRANSFER_IN,16,29504b17-cf4a-4b32-804a-7e5c0ebe4431
IM00004761,2026-02-23T02:18:11,W014,P00507,SHIP,-37,04f02fa7-c47a-4674-b224-f042e9e1bd2a
IM00004762,2025-04-24T06:02:28,W007,P00564,RECEIPT,1,0cb89931-d457-4cc0-8f14-4691642aab83
IM00004763,2025-07-04T12:13:21,W015,P00447,RECEIPT,10,0a412b11-5f95-4192-9ad5-7f284a428dde
IM00004764,2024-12-20T01:02:28,W005,P00516,ADJUSTMENT,6,09b7eb3c-b01c-4ca1-8344-78dc744a747a
IM00004765,2025-08-05T01:46:21,W012,P00166,ADJUSTMENT,11,01b2ff51-b452-4391-b4a0-38e649a12dc1
IM00004766,2025-11-21T20:21:49,W013,P00118,TRANSFER_IN,10,f13215f9-4061-47fd-b66e-6a6484c5107e
IM00004767,2025-07-08T17:29:40,W008,P00213,ADJUSTMENT,2,6e3a7d7d-3585-430c-87f2-52ccbfb3e733
IM00004768,2026-02-03T11:33:24,W011,P00291,ADJUSTMENT,41,1bede272-3888-4de1-8b8b-7815ed2b7268
IM00004769,2024-04-28T11:15:51,W013,P00158,TRANSFER_OUT,-29,c53c577d-d6ed-430c-bca2-7db7ebd10fce
IM00004770,2024-06-19T19:26:33,W003,P00451,RECEIPT,1,c5ec94f6-8bb3-4b1c-9f8e-12dedb77c08a
IM00004771,2024-06-29T16:31:58,W005,P00537,ADJUSTMENT,11,fac5df7f-4887-446a-82b3-8034409ec6a6
IM00004772,2025-09-21T15:09:14,W004,P00440,TRANSFER_IN,3,9c111ea6-0768-4cac-86e3-7da240db05b0
IM00004773,2024-04-28T07:07:22,W017,P00400,SHIP,-45,d229783f-3b01-4cb6-ac68-78cb7accb252
IM00004774,2024-10-21T06:08:39,W013,P00588,TRANSFER_OUT,-4,144c177b-5c8f-406e-8a7d-ffcfff16df7a
IM00004775,2024-08-10T01:04:32,W008,P00528,TRANSFER_IN,30,54b61c86-20c7-45b5-ba53-aca0f8af9ee7
IM00004776,2025-06-07T02:40:16,W009,P00169,TRANSFER_IN,30,aaec2dc6-c5c5-4cd5-b5c3-7c316620d475
IM00004777,2025-11-02T07:12:57,W008,P00376,SHIP,-22,076c3b2e-d777-4db8-a94f-9c4b9e928d66
IM00004778,2025-03-01T03:32:43,W002,P00179,TRANSFER_OUT,-21,c1486bb3-05c0-41c7-ad9f-273279c406f7
IM00004779,2025-03-23T03:22:58,W009,P00537,TRANSFER_OUT,-5,d2db3823-16f5-4e31-8ec9-7e807c0875b4
IM00004780,2025-07-26T23:25:49,W010,P00535,ADJUSTMENT,33,20fec573-8dea-4a87-9aa2-e1cdbb5ab381
IM00004781,2025-06-05T09:42:32,W003,P00221,ADJUSTMENT,40,a514f647-d3fe-4fc8-936f-d6b5f7c3beee
IM00004782,2024-05-23T04:48:08,W012,P00018,RECEIPT,17,9437d7f0-84f2-4e05-a042-76211fdc4d6a
IM00004783,2024-03-12T13:23:16,W003,P00476,RECEIPT,46,cf865184-bb37-4d14-ba07-a46bdc510490
IM00004784,2025-07-31T01:22:38,W004,P00128,TRANSFER_OUT,-21,14f30421-a31d-4b28-8033-b82ee0af2b17
IM00004785,2024-11-12T01:05:05,W001,P00156,ADJUSTMENT,26,2ff5261c-395f-4c38-809a-547f34e2470e
IM00004786,2025-11-18T16:17:03,W008,P00007,ADJUSTMENT,29,ce46c831-c80d-4bd7-aa67-f87e3bb30a27
IM00004787,2025-04-30T06:18:56,W013,P00282,ADJUSTMENT,35,c3c8e7ba-87d1-4cd6-9f77-c12b4bdf2f40
IM00004788,2024-12-12T06:09:29,W003,P00471,RECEIPT,30,2731ecc7-5e29-4d2f-b860-8a2c8a7d2ca0
IM00004789,2025-12-05T13:10:11,W011,P00260,RECEIPT,10,3a15a00d-5a42-4c32-b95d-380479dca319
IM00004790,2025-01-12T09:09:56,W010,P00353,RECEIPT,24,ad1ff8f0-a4c0-4098-9c45-a2a6191a3e19
IM00004791,2025-12-28T00:34:45,W003,P00221,SHIP,-24,928970b3-91cb-4579-867d-19973f2503e2
IM00004792,2025-04-01T02:47:31,W007,P00078,SHIP,-30,e30ee20c-beca-4fff-af46-05ade246afb1
IM00004793,2024-06-18T06:26:40,W009,P00217,RECEIPT,23,43afcb74-c321-4687-b50b-98c660fd86c0
IM00004794,2024-05-19T00:07:48,W004,P00403,TRANSFER_OUT,-4,66a2e759-d136-4899-b722-d23f343270fc
IM00004795,2025-01-29T11:30:32,W009,P00481,RECEIPT,6,04a62710-7799-406a-b855-181cd7cca578
IM00004796,2024-08-07T04:44:42,W008,P00001,TRANSFER_IN,18,45b476e6-3cd9-463a-b2a4-1024c1941d7e
IM00004797,2025-12-17T03:18:55,W008,P00242,ADJUSTMENT,17,7cbb72ae-c133-4f80-a15f-6aecd8e86f33
IM00004798,2025-06-29T19:23:44,W011,P00036,SHIP,-18,dcd6cd6d-d016-4e5a-bec2-63227b02aafc
IM00004799,2025-12-03T05:36:54,W009,P00190,TRANSFER_IN,37,64355123-fa1a-4c9e-ac8c-af388d4c156f
IM00004800,2025-03-10T09:21:25,W003,P00140,TRANSFER_IN,17,b457ac11-df8c-4611-9d5c-1a3fd76a6d58
IM00004801,2024-04-16T14:13:43,W016,P00316,RECEIPT,22,fe679f1a-82f4-4203-84ce-3ebc6f3a88ab
IM00004802,2025-07-29T01:28:35,W005,P00263,TRANSFER_OUT,-47,58bc46cd-c358-4fa1-ac80-173f554506b1
IM00004803,2025-01-15T11:19:16,W005,P00035,RECEIPT,33,3cb4ab25-37df-4de9-ac73-e13b651bfd91
IM00004804,2024-06-02T15:12:11,W003,P00282,TRANSFER_IN,45,dc138949-93f6-46ec-a49a-a329eaa0a10a
IM00004805,2025-05-06T21:38:43,W013,P00048,TRANSFER_OUT,-41,f85024ae-6464-4633-bace-0e6f290c48e2
IM00004806,2024-12-25T22:48:44,W016,P00056,RECEIPT,33,44f559c6-c5c4-45c5-a049-2178b27c63b8
IM00004807,2025-11-19T21:01:00,W001,P00288,ADJUSTMENT,34,a9ea6d5c-ca9d-408e-9a7b-d4b4ae5b9a3b
IM00004808,2024-07-12T09:12:49,W016,P00527,TRANSFER_IN,6,cfb13384-f346-48aa-8113-fc450a1fefd6
IM00004809,2025-09-29T15:30:52,W011,P00089,TRANSFER_IN,5,c0c7af45-de91-4a3d-bac5-8eca16a267f5
IM00004810,2025-12-22T21:31:41,W017,P00100,TRANSFER_IN,32,fbe6b655-f8ef-4154-a12f-92fbd264d91f
IM00004811,2024-06-04T15:49:01,W012,P00469,SHIP,-39,461a43c2-ae54-45f1-a5ac-48a6a01f89f2
IM00004812,2025-07-09T20:42:48,W008,P00265,TRANSFER_IN,1,46944702-9707-4249-b280-cbe99d9c2095
IM00004813,2024-03-04T17:37:42,W004,P00360,TRANSFER_IN,10,4ad4c3d8-88ac-4880-837d-dbeeba273ce8
IM00004814,2025-12-10T19:38:26,W015,P00463,RECEIPT,40,f37e803c-e811-4aea-bb0c-34ba42e10d36
IM00004815,2025-10-22T22:11:12,W016,P00091,RECEIPT,4,431a1270-b695-4162-ae24-90b68edc88a4
IM00004816,2024-08-01T20:07:36,W007,P00578,SHIP,-31,a37fcebb-4bd3-4f87-846b-3217da949db3
IM00004817,2025-12-17T18:57:36,W004,P00535,TRANSFER_OUT,-4,f180241d-f94b-4e82-a440-d553a5875d38
IM00004818,2024-05-15T00:55:39,W006,P00287,SHIP,-11,c4a89544-f5f2-4eb1-af4c-3c02c16f8f20
IM00004819,2024-01-12T23:36:31,W002,P00008,TRANSFER_OUT,-6,6a90579a-bf87-4546-be78-4f4339db39c9
IM00004820,2025-07-09T13:34:35,W013,P00130,SHIP,-40,4266c179-428d-4fbd-ae3b-5fea384a562f
IM00004821,2025-01-11T16:08:03,W007,P00114,ADJUSTMENT,9,ab9c5956-03c0-4f34-96ab-e33719dd588e
IM00004822,2025-10-25T06:47:09,W003,P00436,ADJUSTMENT,10,d2d2ea9e-4606-4f26-8eef-6d4fe5c9e90a
IM00004823,2025-05-25T10:31:03,W005,P00045,TRANSFER_IN,40,4e1a6ecb-eb9a-444a-a775-fe8ec02c4ced
IM00004824,2025-04-12T22:51:00,W002,P00177,TRANSFER_OUT,-27,0bf828af-b109-4ad1-8b64-6253357f3c59
IM00004825,2025-06-15T18:43:17,W016,P00598,ADJUSTMENT,5,c0d60d67-eaea-4706-8fe7-bfc4b42957ae
IM00004826,2026-03-01T12:19:56,W017,P00122,RECEIPT,16,291b7ebf-ddf1-46f5-bae7-8b5e363042e6
IM00004827,2024-06-03T04:56:41,W016,P00399,SHIP,-38,ab957a09-a954-44ac-b6ef-ff5faae30dd1
IM00004828,2024-02-26T18:45:44,W014,P00386,TRANSFER_OUT,-8,ddc36162-809a-4b96-acef-526c1b12a57c
IM00004829,2025-06-18T07:51:31,W015,P00031,ADJUSTMENT,12,f44715b4-570b-47f4-9669-9fb484fa4ebd
IM00004830,2024-11-09T13:22:16,W014,P00331,TRANSFER_IN,37,656f5501-5eb0-4773-b3af-d4870d87dd08
IM00004831,2025-04-01T00:49:36,W002,P00011,TRANSFER_OUT,-16,d12201a3-82cb-4c67-abb3-9b0f36fe80fa
IM00004832,2025-01-17T17:35:52,W009,P00387,TRANSFER_IN,44,056915dc-2cc4-416e-8377-bd6b05c0471b
IM00004833,2024-03-31T03:22:18,W002,P00264,RECEIPT,41,df0399e9-7649-413d-a86d-59b5d11f263a
IM00004834,2024-11-07T18:59:20,W002,P00264,RECEIPT,18,7ba04582-ec84-4d2f-8bef-b9e9d7156d8d
IM00004835,2026-01-30T19:55:08,W012,P00250,RECEIPT,22,d953d8b4-1cf0-41e0-ac29-877a9b7331b5
IM00004836,2024-09-29T03:41:58,W008,P00493,SHIP,-23,053b224d-c5b7-4084-81d6-070b7f9aaa8a
IM00004837,2024-01-19T00:37:19,W010,P00032,ADJUSTMENT,46,17291eb5-8fec-4737-a414-3af4f6e1ac6f
IM00004838,2025-03-04T13:53:16,W003,P00435,ADJUSTMENT,34,a2b11b9f-40f9-4c53-ac17-6502dfe8b923
IM00004839,2026-01-09T19:56:44,W011,P00043,TRANSFER_IN,4,d2d1c405-b381-40ae-9f5d-e8296b3e7052
IM00004840,2025-10-06T03:59:30,W016,P00382,ADJUSTMENT,1,d288b1cb-cfcb-4914-bb6c-1de11efcaec6
IM00004841,2025-07-08T01:45:30,W017,P00547,TRANSFER_OUT,-28,5efcca7d-a103-4d11-a038-fcf87c860b0a
IM00004842,2026-02-02T02:33:52,W003,P00105,SHIP,-20,ada27e85-9b87-4423-a7e6-593bf9b32e91
IM00004843,2025-06-22T22:00:34,W014,P00027,SHIP,-13,9fe5faeb-8724-4115-bb92-446cc4903d21
IM00004844,2025-07-20T23:04:46,W004,P00290,SHIP,-34,0093ed48-8972-4e41-ba04-a42a039ba4bd
IM00004845,2025-11-03T22:31:12,W010,P00002,TRANSFER_OUT,-15,b962da52-690d-47a3-af8f-c4b9d27c39e5
IM00004846,2024-01-07T07:40:33,W006,P00290,RECEIPT,32,79b50fe2-bad4-48f2-841b-44186daee261
IM00004847,2024-12-26T11:16:48,W013,P00017,ADJUSTMENT,13,75817f7c-8441-4c4c-ae58-8db2a760743e
IM00004848,2024-02-10T13:48:42,W011,P00170,RECEIPT,28,47889f2b-7f97-4cd3-be02-c254d72a726e
IM00004849,2024-07-30T03:06:31,W012,P00031,RECEIPT,23,c6f63119-9559-4066-97e7-054d2a1a114c
IM00004850,2024-02-08T21:33:32,W007,P00443,TRANSFER_IN,11,5ddf4edd-f481-44ea-ae63-b07e9a73625a
IM00004851,2025-05-01T21:05:49,W004,P00178,TRANSFER_OUT,-13,6a557b70-1597-41fb-92c1-1626ee476da9
IM00004852,2025-07-22T16:15:28,W009,P00469,ADJUSTMENT,45,90fa2ff6-0733-4d4a-8682-c23fd7cba74b
IM00004853,2024-07-02T09:43:32,W016,P00534,TRANSFER_IN,33,63979cc9-e43b-4ac8-a512-9aaf03b20973
IM00004854,2025-09-11T15:38:13,W012,P00311,TRANSFER_OUT,-5,c59fb039-fced-413b-be77-1aa1d21ec298
IM00004855,2025-08-10T20:33:54,W014,P00530,SHIP,-26,5b4d39cc-ab9f-44fb-be73-e37971901d74
IM00004856,2025-09-20T23:17:38,W007,P00142,TRANSFER_IN,45,0454282f-ac5b-4014-ad6a-fc0fbda9be6b
IM00004857,2024-10-08T03:22:04,W001,P00316,ADJUSTMENT,38,3cefa2ab-73c9-4b31-9518-77e6daf0489a
IM00004858,2024-08-03T11:46:17,W005,P00577,TRANSFER_IN,4,f6f9e67d-f150-4311-b9ee-71e05c1128b1
IM00004859,2024-06-08T19:31:59,W003,P00047,ADJUSTMENT,43,a4eb6de5-de12-4433-8453-8929ec0f36d2
IM00004860,2025-12-18T16:38:59,W005,P00070,ADJUSTMENT,24,665aa51a-2464-4203-a27c-1055f174b030
IM00004861,2024-08-30T15:35:10,W003,P00304,RECEIPT,30,b346894d-61af-4a3a-93ab-044a712f5396
IM00004862,2025-02-14T17:59:54,W003,P00004,TRANSFER_OUT,-46,02698a5d-6c03-4b02-91e0-7904195db09f
IM00004863,2024-11-03T20:11:56,W013,P00427,RECEIPT,42,46aecd80-6c14-4e57-9f2a-4755d9ea1483
IM00004864,2025-09-14T04:00:17,W013,P00268,ADJUSTMENT,49,47df809b-3e60-4562-9312-10c9d050530f
IM00004865,2025-04-07T02:20:41,W014,P00291,RECEIPT,34,38d4c7ef-d774-429e-b0ec-4a4bc4ebe932
IM00004866,2026-01-13T23:59:22,W009,P00098,ADJUSTMENT,39,37c9fdfc-0ddd-45a7-95f4-28344a33af46
IM00004867,2024-03-12T12:09:56,W001,P00415,TRANSFER_IN,1,bd308135-3931-402a-bd3e-b7bffa86a8b2
IM00004868,2024-10-21T21:24:38,W001,P00517,TRANSFER_IN,25,f064bc3e-73d4-4916-8967-36f96153a32a
IM00004869,2026-02-06T03:18:02,W015,P00284,TRANSFER_OUT,-5,ee6b53d3-7e88-4772-a659-e690451f4237
IM00004870,2026-02-06T09:56:20,W006,P00449,TRANSFER_IN,21,2c050f8a-520e-4d3d-9017-95385d446605
IM00004871,2025-05-20T13:33:12,W017,P00422,TRANSFER_OUT,-27,2c0cc43a-60fa-420b-8d76-2b5b0ca32f28
IM00004872,2024-08-15T22:34:50,W014,P00316,TRANSFER_IN,40,cc8482cb-dacc-4405-a53e-007012cd485e
IM00004873,2024-10-21T01:15:43,W007,P00594,TRANSFER_OUT,-4,b8be29aa-7ec4-4967-b781-c4a0b36f1c96
IM00004874,2025-04-27T09:10:23,W010,P00397,RECEIPT,18,4804e342-8640-4209-bd12-4e4fd550bfaf
IM00004875,2024-10-26T03:26:45,W016,P00202,TRANSFER_OUT,-38,140ec125-518c-4a2a-9a36-799e30f28264
IM00004876,2024-02-01T22:04:21,W013,P00059,TRANSFER_IN,7,fb17074b-5a9b-4078-ac68-18211442bf0f
IM00004877,2025-10-10T17:43:16,W013,P00036,SHIP,-21,cdac7241-80c7-466b-9994-5cc2fbfbbe8a
IM00004878,2024-12-20T15:01:15,W007,P00326,TRANSFER_OUT,-30,5a955979-5e91-447a-ba10-5611d5694f37
IM00004879,2025-03-30T09:16:47,W006,P00033,RECEIPT,26,a0059877-3f9c-4be5-a13a-3e879537513b
IM00004880,2024-10-11T07:42:11,W005,P00025,SHIP,-42,6948be3f-9d84-4458-8fb2-729af7906aee
IM00004881,2024-11-27T14:23:50,W001,P00237,RECEIPT,15,1a4e3b30-c0cd-4039-82d7-7264a4cb2eb4
IM00004882,2025-03-20T15:16:48,W005,P00578,ADJUSTMENT,40,60511db8-781a-41ce-8322-7ec8cd99dc7c
IM00004883,2024-12-16T04:16:48,W007,P00136,SHIP,-11,3cb58e9b-283a-476a-86ec-29d096dc3249
IM00004884,2024-04-09T07:23:41,W010,P00506,TRANSFER_IN,34,03cb76a1-366a-44c0-a936-c6283cc676cc
IM00004885,2026-01-24T19:20:06,W013,P00402,TRANSFER_OUT,-44,3c293af9-947d-47f9-b2fe-4f95e153bae7
IM00004886,2025-08-22T00:51:48,W002,P00192,SHIP,-36,cb4b1117-d313-481d-9f9a-ef3aa9dfdec4
IM00004887,2025-10-14T06:48:02,W016,P00170,TRANSFER_OUT,-44,3b7eb0cf-b23c-4b31-9682-4ea9ad3f7ab2
IM00004888,2025-09-25T01:21:16,W003,P00411,TRANSFER_IN,4,b8f48283-c8a6-4426-9d74-362b80c1de79
IM00004889,2024-08-19T18:34:01,W013,P00593,TRANSFER_IN,25,6f4e717c-cbf4-4e98-94c3-ae2bbb3aaf99
IM00004890,2025-10-08T20:50:09,W001,P00459,ADJUSTMENT,9,7a65c113-562b-47b4-997d-a8408a5cda90
IM00004891,2024-12-19T22:29:58,W002,P00215,RECEIPT,10,4fb9f67c-6134-44df-850a-6d7f9818389c
IM00004892,2024-05-17T06:46:30,W008,P00344,RECEIPT,20,5b8aee20-8a37-4a01-ab71-0949c3183374
IM00004893,2024-08-14T22:20:01,W007,P00453,ADJUSTMENT,3,c38d24f4-b564-4a49-9afd-9b135bfcf382
IM00004894,2024-04-11T21:58:11,W006,P00549,ADJUSTMENT,25,9ca742a5-451c-4be1-98e1-a3de50b87989
IM00004895,2024-03-31T19:36:26,W004,P00404,RECEIPT,42,39953725-01ee-4d62-909e-26a076c6f07f
IM00004896,2024-01-22T06:02:26,W013,P00125,SHIP,-11,7bb2abc8-4318-4033-a9d0-575a64313728
IM00004897,2025-09-20T07:26:18,W017,P00169,TRANSFER_IN,37,a915ceca-acf1-498e-b6a2-67fe2eb45acf
IM00004898,2025-11-29T08:27:29,W010,P00109,RECEIPT,43,7255ff14-269c-4201-9ea4-138765eef0bc
IM00004899,2024-10-14T18:38:47,W012,P00300,RECEIPT,29,1582c7a2-756e-461e-b953-565d930726c8
IM00004900,2024-09-08T12:07:22,W006,P00231,TRANSFER_IN,34,6887c681-e84a-440f-b780-1c2db12a4756
IM00004901,2025-12-22T20:08:21,W007,P00527,RECEIPT,7,e5a8dfd5-ccfc-47cf-b2bc-9e07438e3c53
IM00004902,2025-03-26T20:10:53,W007,P00470,TRANSFER_OUT,-15,b40bd9c9-57a4-46c2-8c63-7268d4cf5ae1
IM00004903,2024-03-01T03:26:35,W002,P00117,TRANSFER_IN,40,44dcecac-8dc0-4bce-be2d-c6dcab7913ca
IM00004904,2025-05-06T20:41:55,W006,P00306,TRANSFER_IN,11,dfab13f0-4a93-4874-a2e2-1d3af1eec106
IM00004905,2024-05-01T10:19:53,W011,P00394,TRANSFER_OUT,-49,419ca5d6-4a11-4565-b65b-e59badb64d7a
IM00004906,2024-07-09T15:55:23,W013,P00551,ADJUSTMENT,45,ffe6c17a-12b3-4d15-98c9-f9a13d8c53d8
IM00004907,2025-06-12T17:23:57,W015,P00083,SHIP,-49,510adbe9-f2b6-49c2-b65c-493462b2b355
IM00004908,2026-01-19T11:42:22,W011,P00390,SHIP,-37,1331bd4b-b403-4400-98ab-4ce10c66b8f8
IM00004909,2025-01-09T12:01:02,W014,P00148,TRANSFER_IN,18,8e1d0d56-ac6a-415c-913d-160f78785128
IM00004910,2025-08-31T13:21:56,W004,P00462,RECEIPT,2,97dce990-9437-4072-8241-bc9b81c9780a
