activity_id,account_id,contact_id,activity_type,outcome,activity_ts,owner_role
ACT011296,A01011,CT000562,Call,Follow-up Needed,2025-12-24T14:41:37,AE
ACT011297,A00350,CT000468,Task,Connected,2025-05-12T18:43:47,CSM
ACT011298,A00329,CT000184,Email,Booked Meeting,2026-01-07T04:53:13,CSM
ACT011299,A00354,CT001875,Call,Booked Meeting,2025-02-08T11:42:05,SDR
ACT011300,A01045,CT002092,Meeting,Booked Meeting,2024-10-26T13:17:53,SDR
ACT011301,A01086,CT001568,Meeting,Replied,2025-10-11T10:07:06,CSM
ACT011302,A00204,CT000279,Task,No Answer,2024-05-13T07:43:39,CSM
ACT011303,A00539,CT001419,Email,Left VM,2024-09-05T09:55:06,CSM
ACT011304,A00406,CT001896,Task,Left VM,2024-05-11T04:31:08,AM
ACT011305,A00995,CT001864,Task,Connected,2025-04-16T19:59:55,AE
ACT011306,A01000,CT000108,Task,Follow-up Needed,2024-10-25T15:11:39,SDR
ACT011307,A00618,CT000942,Call,Booked Meeting,2024-09-02T01:18:01,AM
ACT011308,A00971,CT002083,Email,Booked Meeting,2024-04-28T18:43:25,SDR
ACT011309,A01026,CT000716,Call,No Answer,2025-02-25T06:42:51,AE
ACT011310,A00510,CT002009,Call,Connected,2024-05-04T00:45:43,AM
ACT011311,A01008,CT000466,Email,Connected,2024-05-06T20:37:42,AE
ACT011312,A00783,CT001819,Call,Replied,2024-10-31T04:37:45,CSM
ACT011313,A00479,CT001337,Call,Booked Meeting,2025-01-18T19:28:02,CSM
ACT011314,A00541,CT001911,Email,Connected,2024-08-18T23:00:47,CSM
ACT011315,A00473,CT000038,Task,Follow-up Needed,2024-01-19T15:04:27,AM
ACT011316,A00049,CT000943,Call,Booked Meeting,2025-09-25T01:50:22,CSM
ACT011317,A00600,CT000772,Task,Connected,2024-11-06T02:04:00,CSM
ACT011318,A00547,CT000945,Email,Replied,2025-01-16T04:14:24,AM
ACT011319,A00483,CT000817,Email,Left VM,2025-03-14T12:43:05,AE
ACT011320,A00697,CT001569,Email,Booked Meeting,2025-11-11T07:04:07,AM
ACT011321,A00015,CT001666,Task,Follow-up Needed,2025-12-09T06:46:35,AM
ACT011322,A00782,CT002164,Task,Booked Meeting,2026-02-20T17:52:06,CSM
ACT011323,A00151,CT002113,Task,No Answer,2025-09-27T17:26:47,AE
ACT011324,A00547,CT001365,Email,Connected,2024-03-10T22:36:56,SDR
ACT011325,A00667,CT000734,Call,Connected,2025-07-21T18:02:50,CSM
ACT011326,A00804,CT000899,Email,Left VM,2025-07-22T23:26:06,CSM
ACT011327,A00933,CT001295,Email,Connected,2025-08-10T20:11:46,AE
ACT011328,A00119,CT001606,Call,Connected,2025-06-20T15:19:01,AM
ACT011329,A00136,CT000193,Email,Booked Meeting,2026-01-09T03:42:29,SDR
ACT011330,A00433,CT001434,Call,No Answer,2024-10-23T20:36:23,AM
ACT011331,A00414,CT001653,Task,Booked Meeting,2025-11-19T12:16:27,AE
ACT011332,A00821,CT001156,Task,Replied,2026-01-01T18:11:39,SDR
ACT011333,A00766,CT001843,Meeting,Left VM,2025-11-26T01:12:03,AE
ACT011334,A01047,CT002019,Meeting,Follow-up Needed,2024-01-30T05:38:03,SDR
ACT011335,A01074,CT000424,Call,Replied,2024-10-05T14:44:21,CSM
ACT011336,A00070,CT000889,Email,Follow-up Needed,2025-07-15T17:52:52,AE
ACT011337,A00628,CT001022,Task,Replied,2024-10-17T03:26:24,SDR
ACT011338,A00749,CT001568,Meeting,No Answer,2025-10-28T11:19:31,CSM
ACT011339,A01000,CT001521,Meeting,Booked Meeting,2025-12-14T20:50:48,AM
ACT011340,A00769,CT000738,Meeting,Left VM,2025-06-16T20:47:42,AE
ACT011341,A01198,CT000206,Task,No Answer,2025-01-30T03:41:59,CSM
ACT011342,A00804,CT001255,Email,Connected,2024-06-16T19:09:04,CSM
ACT011343,A00121,CT000381,Task,Connected,2025-02-05T07:05:46,CSM
ACT011344,A01017,CT001117,Task,Follow-up Needed,2024-07-28T13:52:28,AE
ACT011345,A00128,CT000869,Call,Booked Meeting,2024-06-04T16:13:29,AE
ACT011346,A00200,CT001924,Email,Replied,2025-04-26T19:13:21,CSM
ACT011347,A00241,CT001848,Meeting,Left VM,2024-04-18T02:54:19,AE
ACT011348,A00469,CT001674,Call,Replied,2024-08-11T18:27:39,CSM
ACT011349,A01073,CT001119,Task,Booked Meeting,2024-06-08T04:44:20,AE
ACT011350,A00222,CT000503,Email,Replied,2024-05-11T18:59:13,CSM
ACT011351,A00088,CT000134,Call,Connected,2024-07-22T05:30:20,AE
ACT011352,A00826,CT001731,Task,No Answer,2024-12-19T22:43:14,AE
ACT011353,A00978,CT001887,Task,No Answer,2026-01-22T08:54:40,AE
ACT011354,A00216,CT002014,Call,Left VM,2024-05-04T15:04:25,SDR
ACT011355,A00124,CT001749,Task,Connected,2025-07-05T07:02:17,CSM
ACT011356,A00603,CT000336,Meeting,No Answer,2024-07-23T09:29:10,CSM
ACT011357,A00665,CT001499,Task,Follow-up Needed,2024-07-31T14:21:50,CSM
ACT011358,A00924,CT000604,Email,No Answer,2024-07-05T19:17:12,AE
ACT011359,A00916,CT000478,Email,Replied,2025-11-06T23:06:08,CSM
ACT011360,A00602,CT000305,Call,Replied,2024-09-06T23:29:33,AM
ACT011361,A00948,CT000570,Meeting,Replied,2025-07-08T19:24:21,AE
ACT011362,A00683,CT000520,Task,Left VM,2024-01-20T07:17:11,AM
ACT011363,A00232,CT002040,Task,Replied,2024-06-30T08:04:30,AM
ACT011364,A01039,CT000705,Call,No Answer,2025-06-15T05:39:02,CSM
ACT011365,A00038,CT000488,Meeting,Left VM,2024-05-02T16:17:12,AE
ACT011366,A01123,CT001534,Meeting,Connected,2025-08-10T16:17:55,AM
ACT011367,A00852,CT001469,Email,Replied,2024-11-10T11:57:51,AM
ACT011368,A01061,CT002118,Meeting,No Answer,2024-08-16T08:03:03,AM
ACT011369,A00386,CT000822,Meeting,No Answer,2025-04-18T11:21:59,AE
ACT011370,A00224,CT000567,Meeting,Connected,2024-04-04T23:37:44,CSM
ACT011371,A00967,CT000503,Task,No Answer,2025-11-14T02:49:47,AE
ACT011372,A00605,CT000306,Task,Left VM,2024-03-18T05:51:27,CSM
ACT011373,A00108,CT001301,Email,Follow-up Needed,2024-12-23T08:55:01,CSM
ACT011374,A00714,CT001696,Task,Booked Meeting,2025-05-03T10:24:28,AE
ACT011375,A00674,CT001329,Email,Follow-up Needed,2026-01-13T07:40:42,SDR
ACT011376,A00207,CT001595,Call,Replied,2025-09-18T05:15:59,AM
ACT011377,A00424,CT000864,Call,Connected,2024-07-12T11:19:18,AM
ACT011378,A00704,CT001157,Meeting,No Answer,2025-12-26T10:38:54,AE
ACT011379,A00373,CT001191,Meeting,Booked Meeting,2025-07-06T17:38:58,CSM
ACT011380,A00706,CT001921,Email,Connected,2024-11-20T05:31:45,AM
ACT011381,A01060,CT000121,Meeting,Booked Meeting,2024-05-15T16:41:47,CSM
ACT011382,A00848,CT000818,Call,Booked Meeting,2024-04-13T07:05:23,SDR
ACT011383,A00667,CT001311,Email,Connected,2025-12-11T20:46:02,SDR
ACT011384,A00418,CT002012,Task,Connected,2025-06-14T02:33:38,CSM
ACT011385,A00154,CT000855,Email,Connected,2024-08-12T14:52:36,AE
ACT011386,A00495,CT002002,Email,Connected,2025-04-11T07:33:30,AE
ACT011387,A00738,CT001053,Task,Follow-up Needed,2024-01-20T07:03:50,AM
ACT011388,A00065,CT001669,Task,Booked Meeting,2024-04-01T23:52:46,AE
ACT011389,A00895,CT000573,Email,Left VM,2024-04-08T13:33:34,AE
ACT011390,A00119,CT001101,Call,Booked Meeting,2024-03-02T01:48:42,CSM
ACT011391,A00425,CT000683,Task,Booked Meeting,2024-08-15T20:13:13,CSM
ACT011392,A00153,CT000452,Email,Left VM,2024-10-06T20:56:53,SDR
ACT011393,A00693,CT001065,Meeting,Replied,2025-05-29T07:07:10,AM
ACT011394,A00215,CT000973,Email,Connected,2024-05-17T19:56:41,AE
ACT011395,A01068,CT000855,Task,Follow-up Needed,2025-03-15T01:43:35,AE
ACT011396,A00567,CT001610,Task,Replied,2025-11-23T00:55:13,AM
ACT011397,A00441,CT000085,Email,Connected,2025-12-15T17:24:25,SDR
ACT011398,A01094,CT000818,Call,Booked Meeting,2025-11-26T03:03:32,CSM
ACT011399,A00740,CT000556,Meeting,Replied,2024-06-03T13:56:38,AM
ACT011400,A00632,CT001197,Meeting,Connected,2024-07-10T16:25:47,CSM
ACT011401,A00002,CT000309,Call,Left VM,2026-01-11T04:30:09,SDR
ACT011402,A00142,CT001360,Email,No Answer,2024-02-18T09:12:10,AM
ACT011403,A00329,CT000666,Call,Left VM,2024-05-30T18:57:20,AE
ACT011404,A00439,CT000711,Meeting,Connected,2025-04-10T11:03:20,SDR
ACT011405,A00866,CT001943,Task,Booked Meeting,2024-03-05T06:29:50,AM
ACT011406,A00779,CT001090,Email,Connected,2026-01-07T03:08:59,SDR
ACT011407,A01012,CT002073,Call,No Answer,2024-05-16T19:32:26,AE
ACT011408,A01039,CT001952,Call,Booked Meeting,2024-10-22T02:08:21,CSM
ACT011409,A00946,CT001653,Email,Replied,2025-03-15T02:52:46,CSM
ACT011410,A00071,CT001798,Task,Booked Meeting,2024-10-26T23:12:35,AM
ACT011411,A00174,CT002049,Email,Replied,2025-04-06T09:32:19,SDR
ACT011412,A00421,CT000229,Task,Follow-up Needed,2025-11-27T01:03:58,AM
ACT011413,A00473,CT001706,Task,Replied,2025-12-20T00:56:10,AM
ACT011414,A00903,CT000438,Task,Left VM,2025-01-27T10:11:28,SDR
ACT011415,A01080,CT000847,Call,Booked Meeting,2025-03-25T21:21:18,AM
ACT011416,A00475,CT001685,Call,Replied,2025-12-28T17:24:27,AE
ACT011417,A00484,CT001959,Email,Follow-up Needed,2025-10-01T22:01:42,CSM
ACT011418,A00095,CT001486,Task,Connected,2024-07-17T01:38:54,CSM
ACT011419,A00712,CT002113,Meeting,Connected,2024-05-27T08:07:40,AM
ACT011420,A00900,CT001834,Task,Left VM,2024-02-09T13:40:08,SDR
ACT011421,A00863,CT001220,Call,No Answer,2025-11-17T08:31:20,AM
ACT011422,A00695,CT001178,Call,No Answer,2024-03-09T11:31:09,AE
ACT011423,A00649,CT001923,Call,Left VM,2024-11-05T11:52:52,AE
ACT011424,A00160,CT000214,Task,Booked Meeting,2025-08-13T11:27:00,AE
ACT011425,A00135,CT001303,Call,Follow-up Needed,2024-08-23T12:47:35,AM
ACT011426,A01112,CT002014,Meeting,Connected,2025-12-07T02:15:53,AE
ACT011427,A00053,CT001177,Meeting,Left VM,2025-08-26T23:06:34,AE
ACT011428,A00032,CT001464,Email,No Answer,2025-05-04T07:10:03,SDR
ACT011429,A00207,CT001257,Email,Replied,2024-02-14T19:54:43,CSM
ACT011430,A01141,CT000736,Call,Replied,2024-07-02T06:51:59,AM
ACT011431,A00229,CT000841,Meeting,Left VM,2024-07-25T23:43:59,SDR
ACT011432,A00233,CT001933,Meeting,Follow-up Needed,2024-03-24T14:27:50,CSM
ACT011433,A00471,CT000033,Task,Left VM,2024-02-24T15:50:24,SDR
ACT011434,A00673,CT000377,Task,Booked Meeting,2024-01-19T14:50:04,CSM
ACT011435,A01158,CT000208,Email,Follow-up Needed,2026-01-25T20:23:49,SDR
ACT011436,A00319,CT001523,Email,No Answer,2025-08-10T00:46:02,AE
ACT011437,A00391,CT000462,Call,Replied,2024-08-19T23:37:12,SDR
ACT011438,A00113,CT002097,Task,Replied,2024-09-17T22:46:44,AE
ACT011439,A01041,CT001784,Email,Follow-up Needed,2025-05-12T12:17:45,SDR
ACT011440,A01168,CT000019,Call,Booked Meeting,2025-04-06T16:13:56,AE
ACT011441,A00245,CT000932,Meeting,Replied,2025-12-23T21:54:30,CSM
ACT011442,A00059,CT000613,Call,Left VM,2025-01-18T22:35:23,AE
ACT011443,A00240,CT001544,Call,Follow-up Needed,2024-10-26T17:08:54,CSM
ACT011444,A00328,CT001115,Meeting,Connected,2026-02-08T22:34:20,SDR
ACT011445,A00738,CT000898,Task,Connected,2025-10-01T15:36:51,CSM
ACT011446,A00582,CT001291,Email,Follow-up Needed,2024-02-13T01:43:34,CSM
ACT011447,A00681,CT000167,Task,No Answer,2025-05-20T08:22:23,SDR
ACT011448,A00595,CT001479,Task,Left VM,2025-07-09T18:11:49,AE
ACT011449,A00714,CT001293,Meeting,Follow-up Needed,2025-07-13T23:52:28,CSM
ACT011450,A00170,CT001383,Meeting,Follow-up Needed,2025-01-23T05:13:11,CSM
ACT011451,A00902,CT000715,Task,Booked Meeting,2024-08-17T05:11:22,AE
ACT011452,A00738,CT001511,Meeting,Booked Meeting,2025-04-24T23:03:45,CSM
ACT011453,A00489,CT001183,Call,No Answer,2024-08-09T02:45:05,SDR
ACT011454,A00976,CT001543,Meeting,Replied,2026-01-24T16:16:27,SDR
ACT011455,A00920,CT001766,Email,Connected,2024-06-11T00:17:09,AM
ACT011456,A01174,CT000654,Meeting,Booked Meeting,2025-02-01T11:57:10,CSM
ACT011457,A00225,CT001889,Email,No Answer,2026-01-05T01:41:21,AM
ACT011458,A00502,CT000602,Meeting,Booked Meeting,2025-08-26T23:09:53,AM
ACT011459,A00806,CT001316,Email,Left VM,2024-09-01T11:18:13,AM
ACT011460,A00698,CT000025,Task,Follow-up Needed,2025-03-14T15:36:41,AE
ACT011461,A00356,CT000878,Task,Booked Meeting,2026-02-03T06:36:29,SDR
ACT011462,A00125,CT001213,Task,Follow-up Needed,2024-11-23T06:28:32,AE
ACT011463,A00687,CT000883,Email,Follow-up Needed,2025-11-10T21:27:59,CSM
ACT011464,A01134,CT000975,Call,Follow-up Needed,2025-04-11T08:28:20,AE
ACT011465,A00902,CT002034,Email,Follow-up Needed,2025-04-22T10:30:58,AE
ACT011466,A01007,CT001280,Meeting,Booked Meeting,2026-01-29T13:24:02,SDR
ACT011467,A00104,CT001676,Meeting,Follow-up Needed,2024-01-25T22:48:13,SDR
ACT011468,A00657,CT001120,Meeting,Booked Meeting,2024-06-03T12:56:35,CSM
ACT011469,A00027,CT001232,Meeting,Booked Meeting,2025-03-17T22:25:30,AM
ACT011470,A00440,CT001449,Call,Follow-up Needed,2025-07-20T23:41:16,CSM
ACT011471,A00418,CT000761,Email,Booked Meeting,2025-03-13T06:54:40,AM
ACT011472,A00730,CT000935,Task,Replied,2025-02-03T04:50:22,AM
ACT011473,A00177,CT001309,Email,Follow-up Needed,2024-12-26T07:20:18,SDR
ACT011474,A00162,CT000706,Call,Follow-up Needed,2026-01-02T02:13:16,AM
ACT011475,A00265,CT002152,Meeting,Connected,2026-02-04T12:08:55,AE
ACT011476,A00414,CT000618,Call,Booked Meeting,2025-04-30T00:04:56,AM
ACT011477,A00035,CT000619,Meeting,Left VM,2024-10-18T03:52:41,CSM
ACT011478,A00178,CT000691,Meeting,No Answer,2025-08-31T22:42:54,AM
ACT011479,A00480,CT001030,Meeting,Replied,2024-04-07T12:57:20,AM
ACT011480,A00862,CT000647,Meeting,Connected,2024-12-29T11:32:35,SDR
ACT011481,A00040,CT000097,Meeting,Connected,2024-03-25T00:36:01,CSM
ACT011482,A01094,CT000815,Task,Replied,2024-03-16T05:57:24,SDR
ACT011483,A00575,CT001904,Meeting,Replied,2024-09-09T14:40:26,AE
ACT011484,A00274,CT001080,Task,Booked Meeting,2024-08-27T13:48:26,CSM
ACT011485,A00662,CT001067,Meeting,Booked Meeting,2024-04-17T08:49:06,AE
ACT011486,A00958,CT000477,Meeting,No Answer,2024-01-30T06:27:07,AM
ACT011487,A01000,CT000279,Email,No Answer,2024-05-11T18:51:55,CSM
ACT011488,A01189,CT001041,Task,Connected,2024-02-19T09:57:28,SDR
ACT011489,A00429,CT001085,Task,Follow-up Needed,2024-12-22T06:37:07,AE
ACT011490,A01048,CT001491,Email,Follow-up Needed,2024-05-10T18:20:50,SDR
ACT011491,A00619,CT001965,Call,Replied,2024-05-23T22:06:05,AE
ACT011492,A00119,CT000602,Meeting,Connected,2025-07-16T06:26:12,AM
ACT011493,A00553,CT001275,Task,Left VM,2024-10-21T19:00:19,CSM
ACT011494,A00567,CT000779,Meeting,Left VM,2025-11-10T04:05:33,AE
ACT011495,A00116,CT001956,Email,Replied,2024-06-30T08:07:18,AE
ACT011496,A00603,CT001494,Meeting,Booked Meeting,2024-06-19T16:49:18,AM
ACT011497,A00391,CT000499,Email,No Answer,2024-05-28T22:01:39,AM
ACT011498,A00729,CT001526,Meeting,Connected,2025-01-17T13:52:31,CSM
ACT011499,A00395,CT000489,Email,Connected,2025-12-11T22:49:24,AE
ACT011500,A00852,CT000385,Task,Booked Meeting,2025-03-16T18:10:32,CSM
ACT011501,A00074,CT001936,Email,Left VM,2024-12-21T08:51:50,AE
ACT011502,A00788,CT001382,Meeting,Connected,2024-07-28T01:44:36,SDR
ACT011503,A01028,CT000506,Task,Connected,2024-01-27T19:43:15,AE
ACT011504,A00147,CT001766,Email,Replied,2024-11-22T10:06:11,SDR
ACT011505,A00760,CT001225,Call,Booked Meeting,2024-08-21T11:04:25,AE
ACT011506,A00620,CT001928,Task,Follow-up Needed,2025-05-20T15:46:35,CSM
ACT011507,A00537,CT001966,Call,No Answer,2024-01-17T16:55:03,AE
ACT011508,A00809,CT000222,Task,Replied,2026-02-06T05:36:34,CSM
ACT011509,A00411,CT000299,Meeting,Follow-up Needed,2026-02-20T01:51:15,AE
ACT011510,A00153,CT000954,Call,Booked Meeting,2024-09-01T12:10:53,AE
ACT011511,A00079,CT001522,Task,Left VM,2026-02-23T08:21:17,AE
ACT011512,A00625,CT001835,Task,No Answer,2025-10-23T03:27:26,SDR
ACT011513,A00323,CT001650,Email,Connected,2026-02-17T18:09:06,AE
ACT011514,A00025,CT000924,Email,Booked Meeting,2025-03-20T06:40:49,AE
ACT011515,A00808,CT001565,Task,Booked Meeting,2025-02-15T05:11:25,AE
ACT011516,A00229,CT001114,Meeting,Left VM,2025-06-11T04:37:14,CSM
ACT011517,A00293,CT001274,Meeting,Left VM,2025-11-14T13:57:58,AE
ACT011518,A00484,CT001825,Task,Connected,2024-03-26T09:01:50,SDR
ACT011519,A01150,CT001487,Task,Replied,2024-08-22T22:04:25,AE
ACT011520,A00075,CT001485,Email,Left VM,2025-03-14T17:14:12,CSM
ACT011521,A00925,CT000844,Meeting,Booked Meeting,2024-08-18T01:25:14,AE
ACT011522,A00094,CT002088,Email,Replied,2025-10-03T21:02:42,SDR
ACT011523,A01119,CT001766,Call,Replied,2024-06-25T06:07:19,AM
ACT011524,A00353,CT001871,Email,Follow-up Needed,2025-04-28T01:47:09,AE
ACT011525,A00189,CT001086,Email,Connected,2025-10-10T14:38:17,CSM
ACT011526,A01077,CT002067,Call,Booked Meeting,2024-04-22T20:18:44,SDR
ACT011527,A01103,CT000231,Meeting,Left VM,2024-01-02T20:03:21,AE
ACT011528,A00214,CT001112,Task,Follow-up Needed,2024-12-05T12:59:25,CSM
ACT011529,A01151,CT001216,Meeting,Follow-up Needed,2024-04-01T21:43:05,CSM
ACT011530,A00173,CT000264,Meeting,No Answer,2024-09-27T17:20:30,AE
ACT011531,A00120,CT000782,Call,Replied,2026-02-09T00:03:29,CSM
ACT011532,A00622,CT000441,Task,No Answer,2025-06-20T13:21:06,AM
ACT011533,A00826,CT000249,Email,Follow-up Needed,2025-04-13T03:48:15,CSM
ACT011534,A00734,CT000532,Meeting,Connected,2025-09-09T18:48:57,SDR
ACT011535,A00284,CT001480,Task,Replied,2026-02-16T13:08:25,CSM
ACT011536,A00371,CT001769,Call,Connected,2025-03-19T04:08:45,AM
ACT011537,A00717,CT002149,Call,Left VM,2024-04-28T15:50:20,SDR
ACT011538,A01091,CT001846,Task,Left VM,2025-01-28T17:46:13,SDR
ACT011539,A00645,CT001721,Call,Follow-up Needed,2024-04-13T07:03:55,AE
ACT011540,A00176,CT001232,Task,Left VM,2024-08-05T21:34:09,CSM
ACT011541,A00423,CT000236,Task,Left VM,2024-09-09T00:10:56,CSM
ACT011542,A00529,CT000573,Call,Connected,2025-06-12T20:13:26,AM
ACT011543,A00911,CT001083,Call,Replied,2025-06-20T17:55:44,SDR
ACT011544,A00628,CT000917,Task,Connected,2025-11-10T00:56:02,SDR
ACT011545,A00848,CT002164,Email,No Answer,2026-02-05T20:53:51,AM
ACT011546,A00841,CT000532,Task,Connected,2025-07-11T08:53:01,SDR
ACT011547,A00670,CT002046,Call,Booked Meeting,2024-09-26T01:37:24,CSM
ACT011548,A01050,CT000898,Call,Connected,2024-10-06T04:04:43,SDR
ACT011549,A00157,CT001031,Call,No Answer,2026-01-20T09:01:04,AE
ACT011550,A00754,CT001431,Call,Booked Meeting,2024-07-28T23:05:45,CSM
ACT011551,A01199,CT000266,Call,Connected,2025-03-23T04:44:45,SDR
ACT011552,A00664,CT000532,Call,Booked Meeting,2025-03-12T11:26:13,AE
ACT011553,A00938,CT000398,Task,No Answer,2026-01-04T12:18:50,AM
ACT011554,A00197,CT002075,Call,Booked Meeting,2025-12-28T06:46:09,CSM
ACT011555,A00969,CT001115,Meeting,No Answer,2024-08-30T11:15:07,AM
ACT011556,A00912,CT002188,Call,Connected,2024-07-13T05:12:31,AM
ACT011557,A00819,CT000095,Email,Follow-up Needed,2024-01-30T00:04:25,AE
ACT011558,A00082,CT000049,Call,Follow-up Needed,2026-02-23T15:34:05,CSM
ACT011559,A00493,CT001562,Email,Booked Meeting,2025-08-04T09:14:06,AM
ACT011560,A00076,CT002131,Call,No Answer,2025-05-30T21:11:48,AM
ACT011561,A00601,CT001312,Meeting,Replied,2024-12-23T23:03:49,SDR
ACT011562,A00021,CT001679,Task,Replied,2025-08-07T08:13:29,CSM
ACT011563,A00734,CT000410,Call,Replied,2025-10-01T01:45:45,AE
ACT011564,A00647,CT001451,Email,No Answer,2025-04-25T22:07:55,AE
ACT011565,A00324,CT002093,Call,Booked Meeting,2025-06-02T13:01:25,SDR
ACT011566,A00593,CT001095,Meeting,Follow-up Needed,2025-01-29T15:28:43,CSM
ACT011567,A01131,CT001364,Email,No Answer,2025-08-27T09:41:16,AE
ACT011568,A01093,CT000658,Call,No Answer,2024-03-25T09:10:24,AE
ACT011569,A00488,CT001568,Call,Connected,2024-05-10T11:27:01,SDR
ACT011570,A00339,CT001803,Email,Booked Meeting,2025-01-11T16:10:54,SDR
ACT011571,A00842,CT000402,Email,Replied,2024-01-14T16:00:44,SDR
ACT011572,A00009,CT001212,Email,No Answer,2025-09-11T19:40:12,SDR
ACT011573,A00287,CT001029,Email,Connected,2025-02-13T09:55:30,SDR
ACT011574,A00790,CT001738,Meeting,Booked Meeting,2024-03-13T10:33:50,CSM
ACT011575,A00978,CT000978,Task,Connected,2024-11-22T17:09:20,AE
ACT011576,A00503,CT000262,Meeting,Replied,2025-08-02T00:00:32,CSM
ACT011577,A00441,CT000995,Call,No Answer,2024-04-27T22:08:12,CSM
ACT011578,A00002,CT001544,Call,Left VM,2024-09-08T10:49:29,CSM
ACT011579,A00545,CT000279,Meeting,Replied,2025-03-17T22:11:06,AE
ACT011580,A00968,CT001166,Call,Connected,2024-09-05T14:53:53,AM
ACT011581,A00669,CT000117,Task,Replied,2025-08-14T17:15:12,CSM
ACT011582,A00548,CT001944,Meeting,Booked Meeting,2025-05-16T19:36:03,SDR
ACT011583,A00252,CT001897,Email,Left VM,2024-10-22T09:24:24,SDR
ACT011584,A00558,CT000376,Task,Follow-up Needed,2025-07-05T13:39:38,CSM
ACT011585,A01187,CT001495,Email,No Answer,2024-03-28T18:33:24,CSM
ACT011586,A00927,CT000712,Email,No Answer,2026-01-10T18:35:09,SDR
ACT011587,A00194,CT000747,Email,Connected,2024-02-24T10:17:25,AM
ACT011588,A00595,CT000069,Task,Booked Meeting,2024-12-16T15:35:34,CSM
ACT011589,A00771,CT000049,Task,Connected,2025-09-09T12:15:16,AE
ACT011590,A00835,CT001293,Task,Connected,2025-11-05T17:40:16,AM
ACT011591,A00506,CT001653,Email,Follow-up Needed,2024-12-03T06:55:07,SDR
ACT011592,A00146,CT000598,Meeting,Follow-up Needed,2024-11-13T23:53:43,SDR
ACT011593,A00070,CT001763,Call,Connected,2024-03-14T00:57:16,CSM
ACT011594,A01156,CT001791,Task,Left VM,2024-02-27T09:38:05,CSM
ACT011595,A00911,CT001889,Email,Connected,2025-02-26T22:30:26,AM
ACT011596,A00444,CT001643,Meeting,Left VM,2026-01-05T07:59:01,AE
ACT011597,A00881,CT001268,Task,Connected,2026-02-18T16:26:26,AM
ACT011598,A00693,CT001525,Task,Replied,2024-06-20T05:13:41,AM
ACT011599,A01090,CT000804,Email,Booked Meeting,2025-08-30T04:23:12,SDR
ACT011600,A00556,CT000412,Call,Booked Meeting,2025-09-09T01:12:18,CSM
ACT011601,A00634,CT001467,Email,Follow-up Needed,2024-09-04T01:22:52,AE
ACT011602,A00815,CT001648,Call,Follow-up Needed,2025-02-03T20:43:40,CSM
ACT011603,A00924,CT000410,Call,Follow-up Needed,2025-01-09T22:49:56,SDR
ACT011604,A01141,CT000555,Call,Replied,2024-03-13T22:06:36,AE
ACT011605,A00448,CT002074,Email,Replied,2025-12-17T07:22:43,CSM
ACT011606,A00003,CT001125,Email,Follow-up Needed,2025-02-28T14:19:37,CSM
ACT011607,A00706,CT001195,Email,Follow-up Needed,2025-05-20T17:53:37,AE
ACT011608,A00817,CT000654,Meeting,Follow-up Needed,2025-01-17T05:36:47,CSM
ACT011609,A01107,CT001318,Email,Replied,2024-09-11T21:57:45,CSM
ACT011610,A00335,CT002175,Call,Connected,2025-09-17T17:31:40,AM
ACT011611,A01099,CT001407,Task,Replied,2024-06-09T04:12:44,SDR
ACT011612,A00154,CT000920,Task,Follow-up Needed,2024-03-14T05:25:03,SDR
ACT011613,A00242,CT001569,Call,Follow-up Needed,2025-05-18T13:32:55,AE
ACT011614,A00923,CT000666,Meeting,No Answer,2025-12-26T12:27:11,SDR
ACT011615,A00480,CT001268,Call,Connected,2024-05-07T00:33:12,CSM
ACT011616,A00032,CT000441,Call,Left VM,2024-01-26T17:54:46,SDR
ACT011617,A00521,CT002102,Meeting,Connected,2025-02-17T06:08:51,CSM
ACT011618,A00461,CT000213,Call,Connected,2025-05-26T12:37:46,AM
ACT011619,A00919,CT000148,Task,No Answer,2024-08-18T12:30:41,CSM
ACT011620,A00612,CT001880,Meeting,Left VM,2024-09-15T09:56:39,AM
ACT011621,A00947,CT001180,Meeting,Left VM,2024-07-15T19:16:03,SDR
ACT011622,A00337,CT001097,Call,Follow-up Needed,2026-01-09T23:02:50,AE
ACT011623,A00629,CT001599,Task,Booked Meeting,2024-08-26T13:54:43,SDR
ACT011624,A00928,CT002085,Email,No Answer,2025-08-20T19:10:53,CSM
ACT011625,A00352,CT001895,Meeting,Connected,2025-01-02T03:59:26,AM
ACT011626,A00938,CT001253,Meeting,Replied,2025-10-10T22:26:59,AE
ACT011627,A00070,CT000289,Task,Follow-up Needed,2024-02-17T13:17:41,CSM
ACT011628,A00527,CT001207,Task,Left VM,2025-12-17T01:20:10,AE
ACT011629,A00962,CT002013,Email,Replied,2024-10-14T01:02:07,AE
ACT011630,A00505,CT001201,Email,Replied,2025-05-02T09:04:04,AE
ACT011631,A00954,CT001873,Email,Replied,2025-07-23T14:27:56,AM
ACT011632,A00112,CT000701,Task,Replied,2026-02-02T06:27:20,AE
ACT011633,A00259,CT001200,Email,Replied,2025-03-31T01:06:58,AE
ACT011634,A01088,CT001542,Meeting,Follow-up Needed,2025-06-10T20:20:27,SDR
ACT011635,A01189,CT001506,Task,Connected,2025-08-16T01:52:53,AM
ACT011636,A00871,CT000371,Email,No Answer,2024-06-29T07:03:10,SDR
ACT011637,A01166,CT001831,Call,Replied,2024-07-04T03:47:19,AM
